,API,Formation,MD,SS
5450,490250638800,SSXS,483.04,4722.96
5451,490251031900,SHNNu,252.48,4914.52
5452,490251031900,SHNNl,338.19,4828.81
5453,490251031900,SHNNbs,414.51,4752.49
5454,490251070600,SSXbase,93.05,5010.95
5455,490251070600,SHNNu,466.47,4637.53
5456,490251070600,SHNNl,552.8,4551.2
5457,490251070600,SHNNbs,602.26,4501.74
5458,490250632700,SHNNu,877.38,4348.62
5459,490250632700,SHNNl,963.16,4262.84
5460,490250632700,SSXbase,503.67,4722.33
5461,490250632700,SSXS,455.35,4770.65
5462,490251001800,F2WC,2752.06,2249.94
5463,490251001800,F2WCbase,2785.82,2216.18
5464,490251001800,F1WC,2339.74,2662.26
5465,490251001800,F1WCbase,2366.7,2635.3
5466,490251001800,CRLL,2090.69,2911.31
5467,490251001800,NBRRsg,1865.44,3136.56
5468,490251001800,NBRRws,1633.85,3368.15
5469,490251001800,F3WC,2975.83,2026.17
5470,490251001800,F3WCbase,2982.17,2019.83
5471,490251001800,B1,2569.62,2432.38
5472,490251001800,SHNNu,139.47,4862.53
5473,490251001800,SHNNl,232.22,4769.78
5474,490251001800,SHNNbs,306.02,4695.98
5475,490251109600,SHNNu,244.57,4912.43
5476,490251109600,SHNNl,332.59,4824.41
5477,490251081800,NBRRws,1900.79,3348.21
5478,490251081800,CRLL,2358.41,2890.59
5479,490251081800,SHNNu,397.49,4851.51
5480,490251081800,SHNNl,483.6,4765.4
5481,490251081800,SHNNbs,557.62,4691.38
5482,490251081800,SSXbase,21.82,5227.18
5483,490251081800,NBRRsg,2135.57,3113.43
5484,490252244700,SHNNu,255.6,4896.4
5485,490252244700,SHNNl,343.43,4808.57
5486,490252244700,SHNNbs,417.54,4734.46
5487,490252267900,SHNNl,529.25,4603.75
5488,490252267900,SHNNu,441.56,4691.44
5489,490252267900,SSXbase,72.06,5060.94
5490,490252267900,SSXS,24.57,5108.43
5491,490252267900,SHNNbs,604.28,4528.72
5492,490252304800,C1 Dolo,5535.22,-339.22
5493,490252304800,B Sand,5484.34,-288.34
5494,490252304800,OPCH,5387.76,-191.76
5495,490252304800,B Dolo,5463.98,-267.98
5496,490252304800,A Sand,5436.84,-240.84
5497,490252304800,MNKT,5370.88,-174.88
5498,490252304800,F2WC,3048.63,2147.37
5499,490252304800,StGD,1725.12,3470.88
5500,490252304800,StBR,812.39,4383.61
5501,490252304800,StAM,1828.48,3367.52
5502,490252304800,StFT,1196.61,3999.39
5503,490252304800,F1WC,2663.35,2532.65
5504,490252304800,DKOT,3943.86,1252.14
5505,490252304800,F2WCbase,3125.64,2070.36
5506,490252304800,B1,2872.92,2323.08
5507,490252304800,CRLL,2413.87,2782.13
5508,490252304800,ALCV,4529.98,666.02
5509,490252304800,F1WCBench1Base,2698.02,2497.98
5510,490252304800,F2WC,3125.64,2070.36
5511,490252304800,NBRRws,1958.53,3237.47
5512,490252304800,NBRRsg,2191.5,3004.5
5513,490252304800,CRLL,2418.4,2777.6
5514,490252304800,F1WC,2664.54,2531.46
5515,490252304800,F1WCbase,2822.01,2373.99
5516,490252304800,F2WCbase,3118.33,2077.67
5517,490252304800,F3WC,3292.55,1903.45
5518,490252304800,F3WCbase,3299.64,1896.36
5519,490252304800,MWRY,3564.01,1631.99
5520,490252304800,DKOT,3939.81,1256.19
5521,490252304800,LKOT,4015.78,1180.22
5522,490252304800,ALCV,4530.34,665.66
5523,490252304800,RDPK,4553.64,642.36
5524,490252304800,CRMT,4450.32,745.68
5525,490252304800,MRSN,4023.88,1172.12
5526,490252304800,F3WC,3292.05,1903.95
5527,490252304800,MWRY,3562.31,1633.69
5528,490252304800,RDPK,4551.42,644.58
5529,490251114900,SHNNu,389.92,4844.08
5530,490251114900,SHNNl,468.36,4765.64
5531,490251114900,SHNNbs,544.11,4689.89
5532,490251114900,SSXbase,11.78,5222.22
5533,490252257200,SHNNu,305.98,4869.02
5534,490252257200,SHNNl,394,4781
5535,490252277300,SHNNu,418.84,4711.16
5536,490252277300,SHNNl,508.23,4621.77
5537,490252277300,SSXbase,47.14,5082.86
5538,490252277300,SHNNbs,574.18,4555.82
5539,490252277200,SHNNu,403.91,4724.09
5540,490252277200,SHNNl,496.13,4631.87
5541,490252277200,SSXbase,45.06,5082.94
5542,490252277200,SHNNbs,568.64,4559.36
5543,490252277900,SHNNu,294.24,4881.26
5544,490252277900,SHNNl,385.61,4789.89
5545,490251127200,SHNNu,271.46,4901.54
5546,490250971100,OPCH,5477.85,-230.3
5547,490250971100,MNKT,5457.87,-210.32
5548,490250971100,C1 Dolo,5651.88,-404.33
5549,490250971100,A Sand,5541.99,-294.44
5550,490250971100,B Dolo,5568.28,-320.73
5551,490250971100,B Sand,5589.05,-341.5
5552,490250971100,B1,2831.4,2416.15
5553,490250971100,F2WC,3009.83,2237.72
5554,490250971100,F1WCBench2Base,2768.1,2479.45
5555,490250971100,F1WC,2598.47,2649.08
5556,490250971100,CRMT,4500.95,746.6
5557,490250971100,CRLL,2362.91,2884.64
5558,490250971100,ALCV,4585.26,662.29
5559,490250971100,F1WCBench1Base,2673.73,2573.82
5560,490250971100,SHNNu,406.81,4840.74
5561,490250971100,SHNNl,485.35,4762.2
5562,490250971100,SHNNbs,562.05,4685.5
5563,490250971100,SSXbase,36.03,5211.52
5564,490250971100,DKOT,3893.54,1354.01
5565,490250971100,F2WCbase,3087.05,2160.5
5566,490250971100,F1WC,2595.13,2652.42
5567,490250971100,F1WCbase,2788.55,2459
5568,490250971100,CRLL,2362.12,2885.43
5569,490250971100,NBRRsg,2133.67,3113.88
5570,490250971100,NBRRws,1903.71,3343.84
5571,490250971100,F3WC,3245.44,2002.11
5572,490250971100,F3WCbase,3253.05,1994.5
5573,490250971100,MWRY,3522.62,1724.93
5574,490250971100,F1WCBench2Top,2698.68,2548.87
5575,490250971100,F1WCBench3Top,2775.69,2471.86
5576,490250971100,F1WCbase,2786.18,2461.37
5577,490250971100,F2WCbase,3086.68,2160.87
5578,490250971100,MDDY,3752.35,1495.2
5579,490250971100,MWRY,3518.73,1728.82
5580,490250971100,RDPK,4611.67,635.88
5581,490250971100,SNDCu,4218.57,1028.98
5582,490250971100,THRM,3766.57,1480.98
5584,490251101600,F2WC,2753.88,2229.12
5585,490251101600,F2WCbase,2811.07,2171.93
5586,490251101600,SHNNbs,252.27,4730.73
5587,490251101600,SHNNl,177.55,4805.45
5588,490251101600,SHNNu,82.12,4900.88
5589,490251101600,NBRRws,1657.15,3325.85
5590,490251101600,NBRRsg,1883.53,3099.47
5591,490251101600,CRLL,2105.12,2877.88
5592,490251101600,B1,2572.92,2410.08
5593,490251101600,F1WC,2358.67,2624.33
5594,490251101600,F1WCbase,2460.7,2522.3
5595,490251101600,StFT,871.2,4111.8
5596,490251101600,StGD,1424.88,3558.12
5597,490251101600,StAM,1524.6,3458.4
5598,490251101600,StBR,497.27,4485.73
5599,490251060900,B1,2828.04,2430.96
5600,490251060900,F1WC,2599.2,2659.8
5601,490251060900,F1WCBench2Base,2768.96,2490.04
5602,490251060900,CRLL,2357.22,2901.78
5603,490251060900,F1WCBench1Base,2682.18,2576.82
5604,490251060900,F2WC,3005.5,2253.5
5605,490251060900,DKOT,3892.95,1366.05
5606,490251060900,F2WCbase,3081.77,2177.23
5607,490251060900,F1WC,2595.02,2663.98
5608,490251060900,F1WCbase,2785.63,2473.37
5609,490251060900,F3WC,3246.75,2012.25
5610,490251060900,F3WCbase,3252.7,2006.3
5611,490251060900,MWRY,3514.9,1744.1
5612,490251060900,CRLL,2355.7,2903.3
5613,490251060900,NBRRsg,2125.49,3133.51
5614,490251060900,NBRRws,1898.26,3360.74
5615,490251060900,DKOT,3893.95,1365.05
5616,490251060900,F1WCBench2Top,2700.62,2558.38
5617,490251060900,F1WCBench3Top,2775.47,2483.53
5618,490251060900,F1WCbase,2784.19,2474.81
5619,490251060900,MDDY,3747.67,1511.33
5620,490251060900,MWRY,3517.53,1741.47
5621,490251060900,THRM,3764.38,1494.62
5622,490250657300,SHNNu,687.05,4379.95
5623,490250657300,SHNNl,783,4284
5624,490250657300,SHNNbs,851.8,4215.2
5625,490250657300,SSXbase,317.82,4749.18
5626,490250657300,SSXS,268.39,4798.61
5627,490251058900,SHNNu,277.23,4894.77
5628,490251058900,SHNNl,367.85,4804.15
5629,490251032300,SHNNu,278.51,4878.49
5630,490251032300,SHNNl,368.15,4788.85
5631,490251031200,SHNNu,387.8,4853.2
5632,490251031200,SHNNl,469,4772
5633,490251031200,SHNNbs,526.21,4714.79
5634,490251028900,SHNNl,500.47,4616.53
5635,490251028900,SHNNu,407.01,4709.99
5636,490251028900,SSXbase,94.67,5022.33
5637,490251028900,SSXS,45.48,5071.52
5638,490251028900,SHNNbs,573.38,4543.62
5639,490251122400,SHNNu,254.32,4921.88
5640,490251122400,SHNNl,341,4835.2
5641,490251121300,SHNNu,250.99,4928.01
5642,490251121300,SHNNl,336.01,4842.99
5643,490251107600,SHNNu,250.91,4931.09
5644,490251107600,SHNNl,336.44,4845.56
5645,490252250200,SHNNu,626.55,4452.45
5646,490252250200,SHNNl,723.84,4355.16
5647,490252250200,SSXbase,257.79,4821.21
5648,490252250200,SSXS,205.25,4873.75
5649,490252244600,SHNNu,289.08,4860.92
5650,490252244600,SHNNl,376.82,4773.18
5651,490251078600,SHNNu,409.57,4765.43
5652,490251078600,SHNNl,500.7,4674.3
5653,490251078600,SHNNbs,571.59,4603.41
5654,490252257300,SHNNu,291.92,4887.08
5655,490252257300,SHNNl,380.46,4798.54
5656,490252250500,SHNNl,487.32,4658.68
5657,490252250500,SHNNu,395.15,4750.85
5658,490252250500,SSXbase,22.67,5123.33
5659,490252269300,SHNNu,590.29,4477.71
5660,490252269300,SHNNl,686.6,4381.4
5661,490252269300,SSXbase,242,4826
5662,490252269300,SSXS,190.49,4877.51
5663,490252269300,SHNNbs,755.39,4312.61
5664,490252265600,SHNNu,294.93,4883.07
5665,490252265600,SHNNl,384.51,4793.49
5666,490252251800,SHNNl,498.67,4654.33
5667,490252251800,SHNNu,408.34,4744.66
5668,490252251800,SSXbase,33.72,5119.28
5669,490252251800,SHNNbs,571.82,4581.18
5670,490251122600,SHNNu,278.54,4904.66
5671,490251122600,SHNNl,365.48,4817.72
5672,490252278000,SHNNu,291.78,4883.72
5673,490252278000,SHNNl,381.11,4794.39
5674,490252252300,SHNNl,494.94,4658.06
5675,490252252300,SHNNu,403.01,4749.99
5676,490252252300,SSXS,9.9,5143.1
5677,490252252300,SSXbase,56.66,5096.34
5678,490252252300,SHNNbs,564.91,4588.09
5679,490252278100,SHNNu,287.49,4893.51
5680,490252278100,SHNNl,373.81,4807.19
5681,490252250900,SHNNl,479.12,4657.88
5682,490252250900,SHNNu,382.91,4754.09
5683,490252250900,SSXS,14.42,5122.58
5684,490252250900,SSXbase,62.69,5074.31
5685,490252250900,SHNNbs,549.35,4587.65
5686,490252264900,SHNNu,407.64,4746.36
5687,490252264900,SHNNl,499.73,4654.27
5688,490252264900,SSXbase,37.96,5116.04
5689,490252264900,SHNNbs,571.55,4582.45
5690,490251055300,B1,2893.21,2270.79
5691,490251055300,SHNNu,428.82,4735.18
5692,490251055300,SHNNl,520.97,4643.03
5693,490251055300,F1WC,2660.3,2503.7
5694,490251055300,CRLL,2418.32,2745.68
5695,490251055300,F2WCbase,3126.76,2037.24
5696,490251055300,F2WC,3055.46,2108.54
5697,490251055300,SHNNbs,594.14,4569.86
5698,490251055300,F1WCbase,2842.08,2321.92
5699,490252277400,SHNNu,420.89,4707.11
5700,490252277400,SHNNl,509.35,4618.65
5701,490252277400,SSXbase,52.16,5075.84
5702,490252277400,SSXS,3.74,5124.26
5703,490252277400,SHNNbs,581.1,4546.9
5704,490251037700,SHNNu,311.92,4710.08
5705,490251037700,SHNNl,407.67,4614.33
5706,490251037700,SHNNbs,480.04,4541.96
5707,490251037700,NBRRws,1847.78,3174.22
5708,490251037700,NBRRsg,2075.06,2946.94
5709,490251037700,F1WC,2537.67,2484.33
5710,490251037700,F1WCbase,2654.04,2367.96
5711,490251037700,F2WC,2941.42,2080.58
5712,490251037700,F2WCbase,2987.95,2034.05
5713,490251037700,CRLL,2299.22,2722.78
5714,490251037700,B1,2771.13,2250.87
5715,490251039000,B1,2900.18,2291.82
5716,490251039000,F1WC,2692.94,2499.06
5717,490251039000,CRLL,2449.1,2742.9
5718,490251039000,F2WCbase,3145.12,2046.88
5719,490251039000,F2WC,3074.87,2117.13
5720,490251039000,F1WCbase,2855.05,2336.95
5721,490251119300,F1WC,2582.26,2657.74
5722,490251119300,B1,2810.23,2429.77
5723,490251119300,CRLL,2339.11,2900.89
5724,490251119300,F1WCBench1Base,2656.68,2583.32
5725,490251119300,F2WCbase,3065.1,2174.9
5726,490251119300,F2WC,2988.82,2251.18
5727,490251119300,SHNNl,471.47,4768.53
5728,490251119300,SHNNu,392.83,4847.17
5729,490251119300,SHNNbs,555.4,4684.6
5730,490251119300,SSXbase,21.55,5218.45
5731,490251119300,F1WCbase,2771.79,2468.21
5732,490251119300,CRLL,2339.91,2900.09
5733,490251119300,F1WCBench2Base,2749.41,2490.59
5734,490251119300,F1WC,2579.19,2660.81
5735,490251119300,NBRRws,1877.99,3362.01
5736,490251119300,NBRRsg,2113.1,3126.9
5737,490251119300,F1WCBench2Top,2681.97,2558.03
5738,490251119300,F1WCBench3Top,2760.14,2479.86
5739,490251119300,F1WCbase,2766.55,2473.45
5740,490250951100,F2WCbase,2688.03,2353.97
5741,490250951100,F2WC,2650.51,2391.49
5742,490250951100,SHNNbs,193.94,4848.06
5743,490250951100,SHNNl,118.32,4923.68
5744,490250951100,NBRRsg,1765.88,3276.12
5745,490250951100,F1WCbase,2266.86,2775.14
5746,490250951100,F1WC,2237.2,2804.8
5747,490250951100,B1,2470.94,2571.06
5748,490250951100,CRLL,1990.74,3051.26
5749,490251093900,B1,2729.39,2452.61
5750,490251093900,SHNNu,277.73,4904.27
5751,490251093900,SHNNl,368.66,4813.34
5752,490251093900,F1WCBench1Base,2557.92,2624.08
5753,490251093900,F1WC,2499.81,2682.19
5754,490251093900,F2WCbase,2977.38,2204.62
5755,490251093900,F2WC,2896.36,2285.64
5756,490251093900,F1WCBench2Base,2666.27,2515.73
5757,490251093900,F1WCBench2Top,2612.09,2569.91
5758,490251093900,F1WCBench3Top,2671.82,2510.18
5759,490251093900,F1WCbase,2682.32,2499.68
5760,490251089100,F1WC,2499.09,2682.91
5761,490251089100,F1WCBench2Base,2640.34,2541.66
5762,490251089100,B1,2704.46,2477.54
5763,490251089100,F1WCBench1Base,2547.65,2634.35
5764,490251089100,F2WC,2880.19,2301.81
5765,490251089100,F2WCbase,2963.21,2218.79
5766,490251089100,F1WCBench2Top,2584.32,2597.68
5767,490251089100,F1WCBench3Top,2646.46,2535.54
5768,490251089100,F1WCbase,2658.14,2523.86
5769,490251056900,SHNNu,272.92,4904.08
5770,490251056900,SHNNl,360.12,4816.88
5771,490251067300,SSXbase,39.95,5202.05
5772,490251067300,SHNNu,417.08,4824.92
5773,490251067300,SHNNl,494.69,4747.31
5774,490251067300,SHNNbs,566.84,4675.16
5775,490250655700,SHNNu,649.37,4421.63
5776,490250655700,SHNNl,747.32,4323.68
5777,490250655700,SSXbase,281.29,4789.71
5778,490250655700,SSXS,230.82,4840.18
5779,490251069100,SHNNu,415.79,4743.21
5780,490251069100,SHNNl,507.99,4651.01
5781,490251069100,SSXbase,41.37,5117.63
5782,490251069100,SHNNbs,580.51,4578.49
5783,490252280800,B Dolo,5443.66,-265.66
5784,490252280800,B Sand,5464.17,-286.17
5785,490252280800,C1 Dolo,5527.27,-349.27
5786,490252280800,MNKT,5327.02,-149.02
5787,490252280800,OPCH,5348.75,-170.75
5788,490252280800,A Sand,5416.45,-238.45
5789,490252280800,F2WC,2903.8,2274.2
5790,490252280800,F1WCBench1Base,2572,2606
5791,490252280800,SHNNu,275.57,4902.43
5792,490252280800,SHNNl,369.56,4808.44
5793,490252280800,F1WC,2499.31,2678.69
5794,490252280800,F2WCbase,2987.33,2190.67
5795,490252280800,B1,2733.89,2444.11
5796,490252280800,F2WC,2987.33,2190.67
5797,490252280800,F1WCBench2Base,2669.24,2508.76
5798,490252280800,F1WCBench2Top,2615.06,2562.94
5799,490252280800,F1WCBench3Top,2676.18,2501.82
5800,490252280800,F1WCbase,2687.76,2490.24
5801,490251088100,F2WCbase,2876.64,2238.36
5802,490251088100,F1WCbase,2536.37,2578.63
5803,490251088100,F2WCbase,2878.76,2236.24
5804,490251088100,F1WC,2428.7,2686.3
5805,490251088100,F2WC,2810,2305
5806,490251088100,NBRRws,1746.3,3368.7
5807,490251088100,CRLL,2188.29,2926.71
5808,490251088100,F2WC,2811.25,2303.75
5809,490251088100,B1,2642.79,2472.21
5810,490251088100,F3WC,3056.52,2058.48
5811,490251088100,F3WCbase,3070.01,2044.99
5812,490251088100,F1WCbase,2586.77,2528.23
5813,490251088100,F1WC,2431.24,2683.76
5814,490251088100,F1WCBench1Base,2441.67,2673.33
5815,490251088100,F1WCBench2Top,2458.17,2656.83
5816,490251088100,F1WCBench2Base,2540.72,2574.28
5817,490251088100,F1WCBench3Top,2567.66,2547.34
5818,490251088100,NBRRsg,1968.89,3146.11
5819,490251088100,StBR,600.16,4514.84
5820,490251088100,StFT,983.32,4131.68
5821,490251088100,StAM,1615.72,3499.28
5822,490251088100,StGD,1520.24,3594.76
5823,490251088100,SHNNbs,355.21,4759.79
5824,490251088100,SHNNl,283.4,4831.6
5825,490251088100,SHNNu,196.05,4918.95
5826,490251090900,SHNNu,266,4916
5827,490251090900,SHNNl,352.46,4829.54
5828,490252251200,SHNNu,386.48,4782.52
5829,490252251200,SHNNl,432.26,4736.74
5830,490252251200,SHNNbs,505.85,4663.15
5831,490252251200,SSXbase,12.84,5156.16
5832,490251134000,SHNNu,257.37,4925.63
5833,490251134000,SHNNl,341.68,4841.32
5834,490252251100,SHNNu,372.19,4763.81
5835,490252251100,SHNNl,462.07,4673.93
5836,490252251100,SHNNbs,535.02,4600.98
5837,490252251100,SSXbase,51.41,5084.59
5838,490251133100,SHNNl,341.57,4841.43
5839,490251133100,SHNNu,256.76,4926.24
5840,490252251000,SHNNu,385.45,4767.55
5841,490252251000,SHNNl,470.88,4682.12
5842,490252251000,SHNNbs,540.42,4612.58
5843,490252251000,SSXbase,1.98,5151.02
5844,490251132400,SHNNl,357.91,4827.09
5845,490251132400,SHNNu,267.44,4917.56
5846,490252244500,SHNNu,278.1,4892.9
5847,490252244500,SHNNl,365,4806
5848,490252251700,SHNNu,360.27,4791.73
5849,490252251700,SHNNl,453.66,4698.34
5850,490252251700,SHNNbs,525.2,4626.8
5851,490252271400,SHNNu,275.16,4909.84
5852,490252271400,SHNNl,364.25,4820.75
5853,490252252200,SHNNu,360.33,4791.67
5854,490252252200,SHNNl,451.22,4700.78
5855,490252252200,SSXbase,40.26,5111.74
5856,490252252200,SHNNbs,523.08,4628.92
5857,490251113200,SHNNu,282.08,4895.92
5858,490251113200,SHNNl,372.4,4805.6
5859,490251124200,SHNNu,391.72,4754.28
5860,490251124200,SHNNl,483.1,4662.9
5861,490251124200,SHNNbs,556.8,4589.2
5862,490251124200,SSXbase,69.45,5076.55
5863,490251112900,SHNNu,279.23,4902.77
5864,490251112900,SHNNl,367.46,4814.54
5865,490251091200,SHNNu,254.57,4932.43
5866,490251091200,SHNNl,346.06,4840.94
5867,490252276800,SHNNu,277.94,4907.06
5868,490252276800,SHNNl,365.47,4819.53
5869,490252278200,SHNNu,282.36,4888.64
5870,490252278200,SHNNl,366,4805
5871,490251002200,F2WC,2836.47,2194.53
5872,490251002200,StFT,951.25,4079.75
5873,490251002200,StAM,1600.83,3430.17
5874,490251002200,NBRRws,1734.33,3296.67
5875,490251002200,NBRRsg,1953.08,3077.92
5876,490251002200,SHNNbs,328.02,4702.98
5877,490251002200,SHNNl,259.76,4771.24
5878,490251002200,SHNNu,169.6,4861.4
5879,490251002200,B1,2659.8,2371.2
5880,490251002200,CRLL,2193.33,2837.67
5881,490251002200,F1WC,2445.77,2585.23
5882,490251002200,F1WCbase,2551.87,2479.13
5883,490251002200,StBR,569.29,4461.71
5884,490251002200,StGD,1497.43,3533.57
5885,490251042700,B1,2888.64,2374.36
5886,490251042700,F1WC,2653.64,2609.36
5887,490251042700,F2WCbase,3148.73,2114.27
5888,490251042700,CRLL,2416.09,2846.91
5889,490251042700,F1WCBench1Base,2721.26,2541.74
5890,490251042700,F1WCbase,2847.31,2415.69
5891,490251042700,NBRRsg,2198.68,3064.32
5892,490251042700,SHNNu,485.06,4777.94
5893,490251042700,SHNNl,565.3,4697.7
5894,490251042700,SHNNbs,640.31,4622.69
5895,490251042700,F2WC,3073.64,2189.36
5896,490251042700,F1WCBench2Base,2822.06,2440.94
5897,490251042700,F1WC,2658.49,2604.51
5898,490251042700,CRLL,2417.48,2845.52
5899,490251042700,NBRRws,1975.59,3287.41
5900,490251042700,F1WCBench2Top,2758.51,2504.49
5901,490251042700,F1WCBench3Top,2826.75,2436.25
5902,490251042700,F1WCbase,2844.48,2418.52
5903,490251109100,F2WCbase,3093.24,2079.76
5904,490251109100,SHNNu,388.43,4784.57
5905,490251109100,SHNNl,479.61,4693.39
5906,490251109100,B1,2857.88,2315.12
5907,490251109100,CRLL,2401.49,2771.51
5908,490251109100,SHNNbs,548.71,4624.29
5909,490251109100,SSXbase,5.89,5167.11
5910,490251109100,F2WC,3020.92,2152.08
5911,490251109100,F1WC,2627.46,2545.54
5912,490251109100,F1WCbase,2810.44,2362.56
5913,490251032400,SHNNu,257.24,4912.76
5914,490251032400,SHNNl,343.58,4826.42
5915,490251057900,SHNNu,474.15,4776.85
5916,490251057900,SHNNl,554.36,4696.64
5917,490251027900,SHNNu,379.97,4753.03
5918,490251027900,SHNNl,426.27,4706.73
5919,490251027900,SHNNbs,499.71,4633.29
5920,490250655200,SSXS,162.54,4881.46
5921,490250655200,SSXbase,212.19,4831.81
5922,490250655200,SHNNu,581.1,4462.9
5923,490250655200,SHNNl,679.41,4364.59
5924,490251122300,SHNNu,518.43,4758.17
5925,490251122300,SHNNl,599.08,4677.52
5926,490251122300,SHNNbs,672.81,4603.79
5927,490251122300,SSXbase,152.9,5123.7
5928,490251122300,SSXS,104.09,5172.51
5929,490252265300,SHNNu,447.16,4676.84
5930,490252265300,SHNNl,538.15,4585.85
5931,490252265300,SHNNbs,610.85,4513.15
5932,490252265300,SSXbase,83.17,5040.83
5933,490252274300,MNKT,5302.62,-115.62
5934,490252274300,OPCH,5324.65,-137.65
5935,490252274300,B Sand,5444.99,-257.99
5936,490252274300,B Dolo,5424.04,-237.04
5937,490252274300,C1 Dolo,5507.23,-320.23
5938,490252274300,A Sand,5395.97,-208.97
5939,490252274300,B1,2690.61,2496.39
5940,490252274300,F2WC,2859.27,2327.73
5941,490252274300,SHNNu,266.15,4920.85
5942,490252274300,SHNNl,354.52,4832.48
5943,490252274300,F2WCbase,2938.61,2248.39
5944,490252274300,F1WCBench1Base,2535.79,2651.21
5945,490252274300,F1WC,2458.38,2728.62
5946,490252274300,F2WC,2860.31,2326.69
5947,490252274300,F1WCBench2Base,2630.08,2556.92
5948,490252274300,F1WCBench2Top,2572.26,2614.74
5949,490252274300,F1WCBench3Top,2634.24,2552.76
5950,490252274300,F1WCbase,2645.67,2541.33
5951,490251097800,SHNNu,246.3,4933.7
5952,490251097800,SHNNl,328.42,4851.58
5953,490251094000,SHNNu,243.48,4949.52
5954,490251094000,SHNNl,329.55,4863.45
5955,490252270100,SHNNu,285.51,4897.49
5956,490252270100,SHNNl,368.51,4814.49
5957,490251132500,SHNNu,256.73,4933.27
5958,490251132500,SHNNl,342.32,4847.68
5959,490251132600,SHNNu,274.24,4912.76
5960,490251132600,SHNNl,359.86,4827.14
5961,490251114700,SHNNu,292.19,4878.81
5962,490251114700,SHNNl,375.46,4795.54
5963,490251040800,F2WCbase,2973.66,2076.34
5964,490251040800,F2WC,2917.92,2132.08
5965,490251040800,StAM,1710.93,3339.07
5966,490251040800,StFT,1075.69,3974.31
5967,490251040800,SHNNu,279.16,4770.84
5968,490251040800,SHNNl,375.1,4674.9
5969,490251040800,SHNNbs,444.41,4605.59
5970,490251040800,NBRRws,1827.38,3222.62
5971,490251040800,NBRRsg,2056.51,2993.49
5972,490251040800,CRLL,2280.93,2769.07
5973,490251040800,F1WC,2521.09,2528.91
5974,490251040800,B1,2747.05,2302.95
5975,490251040800,F1WCbase,2627.56,2422.44
5976,490251040800,StAM,1710.76,3339.24
5977,490251040800,StBR,689.89,4360.11
5978,490251040800,StGD,1612.5,3437.5
5979,490250952100,F2WC,2678.99,2339.01
5980,490250952100,SHNNbs,169.54,4848.46
5981,490250952100,SHNNl,100.12,4917.88
5982,490250952100,NBRRws,1565.9,3452.1
5983,490250952100,NBRRsg,1791.5,3226.5
5984,490250952100,CRLL,2021.89,2996.11
5985,490250952100,F1WCbase,2293.08,2724.92
5986,490250952100,F2WCbase,2718.93,2299.07
5987,490250952100,F1WC,2270.13,2747.87
5988,490250952100,B1,2499.29,2518.71
5989,490251041200,F2WCbase,3030.01,2110.99
5990,490251041200,SHNNu,315.56,4825.44
5991,490251041200,SHNNl,404.99,4736.01
5992,490251041200,F1WC,2558.55,2582.45
5993,490251041200,B1,2789.9,2351.1
5994,490251041200,SHNNbs,479.05,4661.95
5995,490251041200,F2WC,2960.49,2180.51
5996,490251041200,F1WCBench2Top,2673.82,2467.18
5997,490251041200,F1WCBench1Base,2634.22,2506.78
5998,490251041200,F1WCbase,2742.59,2398.41
5999,490251041200,F1WCBench3Top,2732.17,2408.83
6000,490250633800,MNKT,5296.76,-101.76
6001,490250633800,OPCH,5320.46,-125.46
6002,490250633800,A Sand,5387.74,-192.74
6003,490250633800,B Dolo,5414.52,-219.52
6004,490250633800,B Sand,5435.26,-240.26
6005,490250633800,PC,6848.08,-1653.08
6006,490250633800,MDSN,5814.75,-619.75
6007,490250633800,AMSD,5544.23,-349.23
6008,490250633800,C1 Dolo,5498.56,-303.56
6009,490250633800,F2WCbase,2928,2267
6010,490250633800,F2WC,2853,2342
6011,490250633800,CRMT,4355.18,839.82
6013,490251057000,SHNNu,257.83,4929.17
6014,490251057000,SHNNl,340.02,4846.98
6015,490250653900,SHNNu,541.99,4507.01
6016,490250653900,SHNNl,634.31,4414.69
6017,490250653900,SSXbase,172.69,4876.31
6018,490250653900,SSXS,117.3,4931.7
6019,490251072200,SHNNu,320.07,4822.93
6020,490251072200,SHNNl,410.05,4732.95
6021,490251072200,SHNNbs,483.09,4659.91
6022,490252269400,SHNNu,603.71,4495.29
6023,490252269400,SHNNl,695.36,4403.64
6024,490252269400,SHNNbs,764.1,4334.9
6025,490252269400,SSXbase,244.38,4854.62
6026,490252269400,SSXS,194.39,4904.61
6027,490252279100,SHNNl,314.23,4726.77
6028,490252279100,SHNNbs,385.23,4655.77
6029,490252279100,SHNNu,216.47,4824.53
6030,490252279100,NBRRws,1789.97,3251.03
6031,490252279100,NBRRsg,2019.24,3021.76
6032,490251128100,SHNNbs,486.59,4662.41
6033,490251128100,SHNNl,411.56,4737.44
6034,490251128100,SHNNu,323.19,4825.81
6035,490250951200,F2WCbase,2718.71,2297.29
6036,490250951200,F2WC,2678.82,2337.18
6037,490250951200,SHNNbs,171.44,4844.56
6038,490250951200,NBRRws,1566.43,3449.57
6039,490250951200,NBRRsg,1798.31,3217.69
6040,490250951200,B1,2500,2516
6041,490250951200,F1WCbase,2298.73,2717.27
6042,490250951200,SHNNl,99.67,4916.33
6043,490250951200,F1WC,2272.25,2743.75
6044,490250951200,CRLL,2023.31,2992.69
6045,490251090600,F2WCbase,2956.26,2111.74
6046,490251090600,F2WC,2896.68,2171.32
6047,490251090600,StAM,1672.13,3395.87
