,UWI,DATUM,GL,EREF,UNIT,datum
408,00/06-31-089-19W4/0,517.4,517.4,521.0,M,521.0
409,00/06-32-069-04W4/0,685.9,685.9,689.6,M,689.6
410,00/06-32-070-25W4/0,661.0,661.0,665.0,M,665.0
411,00/06-32-073-09W4/0,656.52,656.52,659.42,M,659.42
412,00/06-32-074-16W4/0,659.83,659.83,662.86,M,662.86
413,00/06-32-075-04W4/0,602.4,598.7,602.4,M,602.4
414,00/06-32-079-02W5/0,621.9,617.8,621.9,M,621.9
415,00/06-32-082-16W4/0,1771.5,1760.9,1771.5,F,538.536
416,00/06-33-070-05W4/0,653.8,653.8,657.5,M,657.5
417,00/06-33-070-21W4/0,651.358,651.358,654.71,M,654.71
418,00/06-33-070-24W4/0,601.98,601.98,605.638,M,605.638
419,00/06-33-074-13W4/0,731.672,731.672,734.873,M,734.873
420,00/06-33-074-26W4/0,817.778,817.778,820.826,M,820.826
421,00/06-33-076-26W4/0,883.615,879.5,883.615,M,883.615
422,00/06-33-078-18W4/0,555.955,552.816,555.955,M,555.955
423,00/06-34-067-02W4/0,689.57,686.22,689.57,M,689.57
424,00/06-34-069-14W4/0,579.8,579.8,583.24,M,583.24
425,00/06-34-071-16W4/0,596.189,594.055,596.189,M,596.189
426,00/06-34-072-18W4/0,585.734,585.734,588.874,M,588.874
427,00/06-34-073-08W4/0,705.44,705.44,708.84,M,708.84
428,00/06-34-074-16W4/0,666.902,666.902,669.95,M,669.95
429,00/06-34-078-13W4/0,668.0,662.5,668.0,M,668.0
430,00/06-34-078-25W4/0,581.0,581.0,584.7,M,584.7
431,00/06-34-080-03W4/0,1647.0,1635.0,1647.0,F,500.688
432,00/06-34-080-17W4/0,550.0,547.0,550.0,M,550.0
433,00/06-34-081-21W4/0,627.492,627.492,630.997,M,630.997
434,00/06-34-082-02W5/0,588.142,584.85,588.142,M,588.142
435,00/06-34-082-03W4/0,474.116,470.611,474.116,M,474.116
436,00/06-34-082-16W4/0,530.352,526.694,530.352,M,530.352
437,00/06-34-084-01W5/0,627.583,627.583,630.875,M,630.875
438,00/06-34-084-16W4/0,532.3,528.6,532.3,M,532.3
439,00/06-34-086-23W4/0,530.962,530.962,534.01,M,534.01
440,00/06-35-070-03W5/0,617.4,617.4,620.6,M,620.6
441,00/06-35-073-14W4/0,683.666,683.666,686.714,M,686.714
442,00/06-35-080-18W4/0,553.517,550.469,553.517,M,553.517
443,00/06-35-082-09W4/0,2387.0,2380.0,2387.0,F,725.648
444,00/06-35-090-19W4/0,515.5,515.5,519.3,M,519.3
445,00/06-35-092-19W4/0,1718.0,1707.0,1718.0,F,522.2719999999999
446,00/06-36-069-06W4/0,692.4,692.4,696.0,M,696.0
447,00/06-36-071-09W4/0,679.91,679.91,683.7,M,683.7
448,00/06-36-072-17W4/0,592.836,592.836,595.884,M,595.884
449,00/06-36-074-22W4/0,656.8,656.8,660.0,M,660.0
450,00/06-36-075-06W4/0,608.8,608.8,612.3,M,612.3
451,00/06-36-075-15W4/0,729.082,729.082,732.13,M,732.13
452,00/06-36-076-25W4/0,878.19,874.166,878.19,M,878.19
453,00/06-36-077-02W5/0,659.282,659.282,662.635,M,662.635
454,00/06-36-080-25W4/0,559.979,557.083,559.979,M,559.979
455,00/06-36-082-16W4/0,549.25,545.592,549.25,M,549.25
456,00/06-36-085-20W4/0,616.0,616.0,619.0,M,619.0
457,00/06-36-085-23W4/0,565.404,565.404,568.452,M,568.452
458,00/06-36-089-21W4/0,513.0,513.0,516.3,M,516.3
459,00/06-36-095-16W4/0,571.4,567.8,571.4,M,571.4
460,00/07-01-068-06W4/0,672.57,672.57,675.6,M,675.6
461,00/07-01-070-27W4/0,648.005,648.005,650.748,M,650.748
462,00/07-01-074-03W5/0,685.4,685.4,688.4,M,688.4
463,00/07-01-077-03W5/0,769.925,769.925,774.192,M,774.192
464,00/07-01-079-13W4/0,683.057,679.399,683.057,M,683.057
465,00/07-01-079-24W4/0,583.387,583.387,587.045,M,587.045
466,00/07-01-080-06W4/0,466.74,463.74,466.74,M,466.74
467,00/07-01-084-19W4/0,579.272,579.272,582.32,M,582.32
468,00/07-01-084-26W4/0,1811.0,1800.0,1811.0,F,550.544
469,00/07-01-085-22W4/0,605.485,605.485,608.533,M,608.533
470,00/07-02-067-12W4/0,610.8,607.4,610.8,M,610.8
471,00/07-02-069-14W4/0,577.901,577.901,580.949,M,580.949
472,00/07-02-075-24W4/0,702.107,702.107,706.222,M,706.222
473,00/07-02-084-18W4/0,550.3,547.8,550.3,M,550.3
474,00/07-03-070-08W4/0,648.7,640.0,648.7,M,648.7
475,00/07-03-073-06W4/0,703.68,703.68,702.89,M,702.89
476,00/07-03-075-14W4/0,774.5,774.5,777.8,M,777.8
477,00/07-03-078-15W4/0,584.77,581.32,584.77,M,584.77
478,00/07-04-069-05W4/0,680.2,680.2,683.8,M,683.8
479,00/07-04-077-04W5/0,726.338,726.338,729.905,M,729.905
480,00/07-04-085-23W4/0,572.628,572.628,575.767,M,575.767
481,00/07-04-086-17W4/0,509.016,505.968,509.016,M,509.016
482,00/07-04-087-25W4/0,629.412,629.412,632.46,M,632.46
483,00/07-04-095-18W4/0,602.0,598.5,602.0,M,602.0
484,00/07-05-074-20W4/0,705.612,705.612,708.965,M,708.965
485,00/07-05-094-18W4/0,525.8,522.0,525.8,M,525.8
486,00/07-06-069-09W4/0,785.99,785.99,789.09,M,789.09
487,00/07-06-072-25W4/0,582.473,582.473,586.13,M,586.13
488,00/07-06-077-23W4/0,828.294,828.294,832.104,M,832.104
489,00/07-06-078-22W4/0,598.902,598.902,602.346,M,602.346
490,00/07-06-079-03W4/0,556.38,552.02,556.38,M,556.38
491,00/07-06-080-06W4/0,555.25,552.0,555.25,M,555.25
492,00/07-06-083-03W4/0,507.1,502.3,507.1,M,507.1
493,00/07-06-083-04W4/0,465.5,462.5,465.5,M,465.5
494,00/07-06-094-20W4/0,664.86,661.36,664.86,M,664.86
495,00/07-06-095-21W4/0,810.0,807.0,810.0,M,810.0
496,00/07-07-067-16W4/0,612.953,609.905,612.953,M,612.953
497,00/07-07-069-12W4/0,598.64,598.64,601.19,M,601.19
498,00/07-07-069-13W4/0,548.03,548.03,551.078,M,551.078
499,00/07-07-072-16W4/0,594.36,594.36,597.408,M,597.408
500,00/07-07-077-14W4/0,657.0,657.0,660.5,M,660.5
501,00/07-07-078-23W4/0,601.9,601.9,606.0,M,606.0
502,00/07-07-081-06W4/0,516.08,512.58,516.08,M,516.08
503,00/07-08-067-02W4/0,648.1,644.3,648.1,M,648.1
504,00/07-08-068-05W4/0,690.6,690.6,694.1,M,694.1
505,00/07-08-072-24W4/0,560.222,560.222,562.661,M,562.661
506,00/07-08-073-03W5/0,593.5,590.0,593.5,M,593.5
507,00/07-08-076-12W4/0,709.879,709.879,713.842,M,713.842
508,00/07-08-076-15W4/0,735.6,735.6,739.7,M,739.7
509,00/07-08-081-17W4/0,485.851,482.498,485.851,M,485.851
510,00/07-08-081-18W4/0,1865.0,1854.0,1865.0,F,566.96
511,00/07-08-082-07W4/0,745.846,743.102,745.846,M,745.846
512,00/07-08-085-18W4/0,570.0,566.3,570.0,M,570.0
513,00/07-09-072-08W4/0,673.1,673.1,676.9,M,676.9
514,00/07-09-072-13W4/0,632.57,632.57,636.97,M,636.97
515,00/07-09-075-06W4/0,648.36,648.36,651.64,M,651.64
516,00/07-09-077-04W5/0,2364.5,2352.0,2364.5,F,718.808
517,00/07-09-078-23W4/0,609.0,605.0,609.0,M,609.0
518,00/07-09-081-02W5/0,607.771,607.771,612.023,M,612.023
519,00/07-10-070-26W4/0,638.861,638.861,642.214,M,642.214
520,00/07-10-072-20W4/0,594.36,594.36,597.408,M,597.408
521,00/07-10-073-12W4/0,638.29,638.29,641.49,M,641.49
522,00/07-10-075-11W4/0,649.0,649.0,652.5,M,652.5
523,00/07-10-078-03W5/0,660.197,660.197,664.403,M,664.403
524,00/07-11-073-12W4/0,661.5,661.5,665.0,M,665.0
525,00/07-11-074-01W5/0,678.18,678.18,681.838,M,681.838
526,00/07-11-077-01W5/0,746.455,746.455,750.113,M,750.113
527,00/07-11-078-02W5/0,630.601,630.601,634.289,M,634.289
528,00/07-11-078-09W4/0,600.669,597.164,600.669,M,600.669
529,00/07-11-078-17W4/0,596.494,593.446,596.494,M,596.494
531,00/07-11-082-20W4/0,572.719,572.719,581.863,M,581.863
532,00/07-11-082-25W4/0,580.339,580.339,583.387,M,583.387
533,00/07-12-068-05W4/0,683.1,683.1,686.8,M,686.8
534,00/07-12-071-03W4/0,701.01,697.61,701.01,M,701.01
535,00/07-12-071-15W4/0,618.3,618.3,621.8,M,621.8
536,00/07-12-075-13W4/0,682.021,682.021,685.19,M,685.19
537,00/07-12-077-04W5/0,719.938,719.938,723.595,M,723.595
538,00/07-12-081-07W4/0,551.5,548.0,551.5,M,551.5
539,00/07-12-092-18W4/0,520.74,517.74,520.74,M,520.74
540,00/07-13-071-16W4/0,603.199,600.151,603.199,M,603.199
541,00/07-13-072-17W4/0,572.9,572.9,576.0,M,576.0
542,00/07-13-073-15W4/0,644.71,644.71,648.0,M,648.0
543,00/07-13-075-07W4/0,642.12,642.12,645.4,M,645.4
544,00/07-13-077-06W4/0,563.3,563.3,566.3,M,566.3
545,00/07-13-078-14W4/0,676.6,678.1,676.6,M,676.6
546,00/07-13-078-26W4/0,591.16,591.16,594.482,M,594.482
547,00/07-14-070-05W4/0,676.5,676.5,680.4,M,680.4
548,00/07-14-070-19W4/0,560.497,560.497,564.185,M,564.185
549,00/07-14-078-13W4/0,684.886,681.533,684.886,M,684.886
550,00/07-14-079-02W5/0,611.124,607.771,611.124,M,611.124
551,00/07-14-083-18W4/0,555.71,552.71,555.71,M,555.71
552,00/07-14-089-25W4/0,597.713,597.713,601.066,M,601.066
553,00/07-14-091-18W4/0,509.87,507.02,509.87,M,509.87
554,00/07-15-068-06W4/0,694.03,694.03,697.03,M,697.03
555,00/07-15-069-14W4/0,561.899,561.899,565.191,M,565.191
556,00/07-15-071-04W5/0,667.36,667.36,671.474,M,671.474
557,00/07-15-072-15W4/0,603.39,603.39,606.89,M,606.89
558,00/07-15-077-12W4/0,635.66,635.66,639.166,M,639.166
559,00/07-15-080-14W4/0,678.8,674.75,678.8,M,678.8
560,00/07-15-081-23W4/0,605.0,605.0,608.6,M,608.6
561,00/07-15-094-21W4/0,693.5,690.4,693.5,M,693.5
562,00/07-16-068-03W4/0,736.44,736.44,740.9,M,740.9
563,00/07-16-070-04W4/0,677.5,677.5,681.0,M,681.0
564,00/07-16-070-12W4/0,604.388,604.388,607.436,M,607.436
565,00/07-16-072-26W4/0,630.936,627.888,630.936,M,630.936
566,00/07-16-077-04W5/0,690.982,690.982,694.334,M,694.334
567,00/07-16-077-14W4/0,683.2,683.2,686.9,M,686.9
568,00/07-16-079-24W4/0,557.479,557.479,561.137,M,561.137
569,00/07-16-083-07W4/0,715.0,711.2,715.0,M,715.0
570,00/07-16-083-09W4/0,736.397,732.739,736.397,M,736.397
571,00/07-17-070-15W4/0,567.89,567.89,572.24,M,572.24
572,00/07-17-075-03W4/0,627.7,624.1,627.7,M,627.7
573,00/07-17-076-11W4/0,667.817,667.817,671.17,M,671.17
574,00/07-17-082-10W4/0,705.7,701.6,705.7,M,705.7
575,00/07-17-090-17W4/0,483.475,480.575,483.475,M,483.475
576,00/07-18-069-12W4/0,597.57,595.57,598.5,M,598.5
577,00/07-18-070-17W4/0,554.2,554.2,557.2,M,557.2
578,00/07-18-079-19W4/0,567.995,564.794,567.995,M,567.995
579,00/07-19-071-26W4/0,633.374,633.374,636.422,M,636.422
580,00/07-19-074-01W5/0,673.608,673.608,677.57,M,677.57
581,00/07-19-074-04W4/0,650.2,650.2,654.7,M,654.7
582,00/07-19-074-05W4/0,2156.0,2144.0,2156.0,F,655.424
583,00/07-19-077-16W4/0,624.8,624.8,628.94,M,628.94
584,00/07-19-077-19W4/0,562.356,562.356,565.404,M,565.404
585,00/07-19-078-03W4/0,560.15,556.2,560.15,M,560.15
586,00/07-19-085-19W4/0,610.057,610.057,613.105,M,613.105
587,00/07-19-085-24W4/0,543.794,543.794,546.08,M,546.08
588,00/07-19-088-18W4/0,515.64,512.14,515.64,M,515.64
589,00/07-20-068-10W4/0,690.3,690.3,693.05,M,693.05
590,00/07-20-073-02W5/0,627.583,627.583,630.631,M,630.631
591,00/07-20-073-14W4/0,670.255,670.255,673.303,M,673.303
592,00/07-20-074-13W4/0,728.69,728.69,732.14,M,732.14
593,00/07-20-076-09W4/0,677.49,677.49,681.99,M,681.99
594,00/07-20-079-04W4/0,506.6,503.0,506.6,M,506.6
595,00/07-20-081-22W4/0,606.19,606.19,609.8,M,609.8
596,00/07-20-084-09W4/0,701.95,698.35,701.95,M,701.95
597,00/07-21-069-14W4/0,569.9,569.9,573.024,M,573.024
598,00/07-21-073-02W5/0,615.086,615.086,618.134,M,618.134
599,00/07-21-073-16W4/0,570.65,570.65,574.2,M,574.2
600,00/07-21-076-09W4/0,683.33,683.33,686.74,M,686.74
601,00/07-21-079-22W4/0,560.222,560.222,562.966,M,562.966
602,00/07-21-080-01W5/0,570.6,570.6,574.3,M,574.3
603,00/07-21-081-21W4/0,613.45,613.45,616.75,M,616.75
604,00/07-21-084-10W4/0,637.0,633.5,637.0,M,637.0
605,00/07-22-073-19W4/0,670.865,670.865,673.913,M,673.913
606,00/07-22-076-16W4/0,714.146,714.146,723.595,M,723.595
607,00/07-22-077-05W4/0,582.0,582.0,585.0,M,585.0
608,00/07-22-077-15W4/0,689.6,689.6,693.74,M,693.74
609,00/07-22-077-26W4/0,693.42,693.42,696.773,M,696.773
610,00/07-22-078-12W4/0,679.094,675.315,679.094,M,679.094
611,00/07-22-086-25W4/0,579.12,576.682,579.12,M,579.12
612,00/07-22-088-18W4/0,502.71,499.66,502.71,M,502.71
613,00/07-22-093-19W4/0,1722.6,1711.0,1722.6,F,523.6704
614,00/07-23-067-06W4/0,657.0,653.7,657.0,M,657.0
615,00/07-23-076-22W4/0,749.198,749.198,752.551,M,752.551
616,00/07-23-078-17W4/0,562.9,559.6,562.9,M,562.9
617,00/07-23-081-22W4/0,610.7,610.7,614.0,M,614.0
618,00/07-23-083-13W4/0,563.88,561.442,563.88,M,563.88
619,00/07-24-069-16W4/0,552.572,552.572,555.65,M,555.65
620,00/07-24-069-17W4/0,550.5,550.5,553.4,M,553.4
621,00/07-24-071-17W4/0,565.404,565.404,568.452,M,568.452
622,00/07-24-071-23W4/0,641.909,641.909,645.566,M,645.566
623,00/07-24-075-13W4/0,698.602,698.602,702.869,M,702.869
624,00/07-24-075-16W4/0,726.948,726.948,729.691,M,729.691
625,00/07-24-076-07W4/0,572.32,572.32,575.82,M,575.82
626,00/07-24-082-05W4/0,462.76,459.76,462.76,M,462.76
627,00/07-24-082-06W4/0,474.8,471.6,474.8,M,474.8
628,00/07-24-086-03W4/0,476.707,474.878,476.707,M,476.707
629,00/07-24-086-19W4/0,527.7,527.7,532.0,M,532.0
630,00/07-24-094-19W4/0,560.8,557.4,560.8,M,560.8
631,00/07-25-067-05W4/0,677.64,673.74,677.64,M,677.64
632,00/07-25-071-18W4/0,590.245,590.245,592.836,M,592.836
633,00/07-25-075-16W4/0,742.493,742.493,745.541,M,745.541
634,00/07-25-076-26W4/0,836.28,832.805,836.28,M,836.28
635,00/07-25-077-06W4/0,565.83,565.83,568.85,M,568.85
636,00/07-25-077-24W4/0,670.865,667.573,670.865,M,670.865
637,00/07-25-080-03W4/0,486.3,482.7,486.3,M,486.3
638,00/07-25-083-18W4/0,546.68,543.08,546.68,M,546.68
639,00/07-26-074-05W4/0,659.1,659.1,663.6,M,663.6
640,00/07-26-075-22W4/0,682.539,682.539,685.648,M,685.648
641,00/07-26-076-12W4/0,669.95,669.95,672.998,M,672.998
642,00/07-26-079-10W4/0,683.666,679.094,683.666,M,683.666
643,00/07-26-079-26W4/0,558.394,558.394,562.051,M,562.051
644,00/07-26-080-02W5/0,602.254,602.254,605.607,M,605.607
645,00/07-26-080-12W4/0,702.6,698.9,702.6,M,702.6
646,00/07-26-082-07W4/0,655.625,651.967,655.625,M,655.625
647,00/07-26-084-18W4/0,558.37,555.0,558.37,M,558.37
648,00/07-26-090-21W4/0,515.4,515.0,519.4,M,519.4
649,00/07-26-090-22W4/0,513.0,513.7,516.8,M,516.8
650,00/07-27-068-06W4/0,704.1,704.1,707.7,M,707.7
651,00/07-27-073-18W4/0,582.168,582.168,585.216,M,585.216
652,00/07-27-074-09W4/0,661.416,661.416,665.074,M,665.074
653,00/07-27-082-21W4/0,623.621,623.621,627.278,M,627.278
654,00/07-28-068-09W4/0,839.1,839.1,842.3,M,842.3
655,00/07-28-072-04W4/0,697.26,697.26,701.51,M,701.51
656,00/07-28-072-11W4/0,657.48,657.48,660.68,M,660.68
657,00/07-28-073-24W4/0,654.558,654.558,656.844,M,656.844
658,00/07-28-077-14W4/0,674.43,674.43,677.88,M,677.88
659,00/07-28-094-19W4/0,641.909,639.775,641.909,M,641.909
660,00/07-29-068-16W4/0,563.575,563.575,567.111,M,567.111
661,00/07-29-071-02W5/0,592.56,592.56,596.21,M,596.21
662,00/07-29-072-12W4/0,622.95,622.95,626.55,M,626.55
663,00/07-29-073-23W4/0,659.282,659.282,661.721,M,661.721
664,00/07-29-078-03W4/0,555.2,551.2,555.2,M,555.2
665,00/07-29-078-07W4/0,549.432,545.592,549.432,M,549.432
666,00/07-29-080-04W4/0,465.033,461.498,465.033,M,465.033
667,00/07-29-084-18W4/0,571.5,567.8,571.5,M,571.5
668,00/07-29-086-21W4/0,575.158,575.158,578.206,M,578.206
669,00/07-30-068-17W4/0,543.154,543.154,547.116,M,547.116
670,00/07-30-070-22W4/0,659.282,659.282,662.33,M,662.33
671,00/07-30-071-04W5/0,725.4,719.4,725.4,M,725.4
672,00/07-30-072-24W4/0,633.984,633.984,642.518,M,642.518
673,00/07-30-075-15W4/0,733.4,733.4,736.4,M,736.4
674,00/07-31-069-12W4/0,582.0,582.0,585.8,M,585.8
675,00/07-31-069-13W4/0,568.8,568.8,576.5,M,576.5
676,00/07-31-070-14W4/0,2039.71,2039.71,2053.71,F,624.32784
677,00/07-31-070-24W4/0,655.9,655.9,659.5,M,659.5
678,00/07-31-072-15W4/0,575.0,575.0,577.75,M,577.75
679,00/07-31-074-25W4/0,703.95,703.95,707.95,M,707.95
680,00/07-31-087-18W4/0,517.63,514.13,517.63,M,517.63
681,00/07-32-067-17W4/0,593.0,589.2,593.0,M,593.0
682,00/07-32-073-21W4/0,674.0,674.0,677.8,M,677.8
683,00/07-32-074-18W4/0,583.844,583.844,586.892,M,586.892
684,00/07-32-076-15W4/0,679.7,679.7,684.0,M,684.0
685,00/07-32-077-22W4/0,630.9,630.9,635.4,M,635.4
686,00/07-32-078-03W4/0,552.8,549.79,552.8,M,552.8
687,00/07-32-079-06W4/0,550.5,547.4,550.5,M,550.5
688,00/07-32-081-20W4/0,586.77,586.77,590.123,M,590.123
689,00/07-33-067-04W4/0,701.6,697.8,701.6,M,701.6
690,00/07-33-073-16W4/0,586.26,586.26,589.81,M,589.81
691,00/07-33-073-20W4/0,719.938,719.938,722.986,M,722.986
692,00/07-33-074-11W4/0,657.149,657.149,660.38,M,660.38
693,00/07-33-074-24W4/0,687.1,687.1,691.7,M,691.7
694,00/07-33-076-17W4/0,704.76,704.76,709.26,M,709.26
695,00/07-33-078-09W4/0,661.416,660.38,661.416,M,661.416
696,00/07-33-083-07W4/0,617.06,613.79,617.06,M,617.06
697,00/07-33-091-18W4/0,520.4,517.2,520.4,M,520.4
698,00/07-34-067-08W4/0,648.68,644.13,648.68,M,648.68
699,00/07-34-068-13W4/0,587.045,587.045,589.788,M,589.788
700,00/07-34-068-14W4/0,561.289,561.289,564.49,M,564.49
701,00/07-34-072-21W4/0,642.0,642.0,645.4,M,645.4
702,00/07-34-074-12W4/0,661.49,661.49,664.75,M,664.75
703,00/07-34-079-03W5/0,599.084,595.793,599.084,M,599.084
704,00/07-34-081-05W4/0,472.0,469.0,472.0,M,472.0
705,00/07-34-083-16W4/0,529.5,526.5,529.5,M,529.5
706,00/07-35-070-11W4/0,622.0,622.0,625.35,M,625.35
707,00/07-35-070-17W4/0,520.17,520.17,524.67,M,524.67
708,00/07-35-071-17W4/2,583.387,583.387,586.435,M,586.435
709,00/07-35-073-05W4/0,664.4,660.7,664.4,M,664.4
710,00/07-35-074-21W4/0,691.896,691.896,695.615,M,695.615
711,00/07-35-075-08W4/0,637.83,637.83,641.29,M,641.29
712,00/07-35-078-10W4/0,661.416,657.454,661.416,M,661.416
713,00/07-35-088-24W4/0,524.866,524.866,527.914,M,527.914
714,00/07-36-067-03W4/0,704.28,701.08,704.28,M,704.28
715,00/07-36-068-10W4/0,768.6,768.6,761.69,M,761.69
716,00/07-36-073-13W4/0,662.29,662.29,665.74,M,665.74
717,00/07-36-075-23W4/0,678.058,678.058,681.106,M,681.106
718,00/07-36-076-11W4/0,673.303,673.303,677.509,M,677.509
719,00/07-36-076-19W4/0,565.099,565.099,568.757,M,568.757
720,00/07-36-079-21W4/0,572.05,572.05,575.35,M,575.35
721,00/07-36-081-02W5/0,578.206,578.206,581.863,M,581.863
722,00/07-36-086-22W4/0,567.842,567.842,571.195,M,571.195
723,00/07-36-093-19W4/0,524.6,521.1,524.6,M,524.6
724,00/08-01-071-02W5/0,593.49,593.49,597.61,M,597.61
725,00/08-01-072-12W4/0,626.5,626.5,630.0,M,630.0
726,00/08-01-081-06W4/0,476.9,473.7,476.9,M,476.9
727,00/08-02-067-15W4/0,597.3,594.3,597.3,M,597.3
728,00/08-02-080-13W4/0,692.7,686.67,692.7,M,692.7
729,00/08-02-083-06W4/0,497.7,494.0,497.7,M,497.7
730,00/08-04-073-04W4/0,711.0,707.0,711.0,M,711.0
731,00/08-04-079-06W4/0,512.4,509.4,512.4,M,512.4
732,00/08-04-082-12W4/0,748.6,746.0,748.6,M,748.6
733,00/08-05-067-12W4/0,558.5,555.5,558.5,M,558.5
734,00/08-05-073-02W5/0,604.3,601.5,604.3,M,604.3
735,00/08-05-075-25W4/0,700.126,700.126,704.088,M,704.088
736,00/08-05-086-22W4/0,575.767,575.767,577.291,M,577.291
737,00/08-06-078-19W4/0,562.4,562.4,565.92,M,565.92
738,00/08-07-095-15W4/0,1880.7,1870.5,1880.7,F,571.7328
739,00/08-08-073-09W4/2,662.52,662.52,666.7,M,666.7
740,00/08-09-070-18W4/0,553.6,553.6,556.9,M,556.9
741,00/08-09-076-03W5/0,793.13,793.13,796.43,M,796.43
742,00/08-09-077-02W5/0,742.1,742.1,745.1,M,745.1
743,00/08-09-079-05W4/0,513.2,510.2,513.2,M,513.2
744,00/08-09-082-21W4/0,631.241,631.241,627.583,M,627.583
745,00/08-11-069-08W4/0,618.0,615.3,618.0,M,618.0
746,00/08-11-082-12W4/0,766.0,762.0,766.0,M,766.0
747,00/08-14-073-26W4/0,628.498,624.84,628.498,M,628.498
748,00/08-16-069-07W4/0,627.1,623.0,627.1,M,627.1
749,00/08-16-072-05W4/0,697.9,697.9,702.17,M,702.17
750,00/08-16-075-05W5/0,968.35,964.66,968.35,M,968.35
751,00/08-16-094-18W4/0,541.3,537.5,541.3,M,541.3
752,00/08-17-078-03W4/0,570.0,567.0,570.0,M,570.0
753,00/08-20-077-05W4/0,570.1,570.1,574.0,M,574.0
754,00/08-22-067-12W4/2,671.6,668.6,671.6,M,671.6
755,00/08-22-076-18W4/0,610.2,606.6,610.2,M,610.2
756,00/08-23-096-18W4/0,689.4,685.0,689.4,M,689.4
757,00/08-24-070-04W5/0,138.15,132.0,138.15,M,138.15
758,00/08-24-076-02W4/0,630.326,630.326,633.832,M,633.832
759,00/08-26-067-18W4/0,586.6,583.7,586.6,M,586.6
760,00/08-26-076-21W4/0,723.85,723.85,728.35,M,728.35
761,00/08-27-093-19W4/0,527.8,523.8,527.8,M,527.8
762,00/08-28-078-20W4/0,568.0,568.0,572.0,M,572.0
763,00/08-29-067-07W4/0,690.14,686.24,690.14,M,690.14
764,00/08-29-077-10W4/0,663.245,663.245,640.69,M,640.69
765,00/08-32-069-06W4/0,685.1,685.1,688.8,M,688.8
766,00/08-32-076-16W4/0,680.5,680.5,683.97,M,683.97
767,00/08-33-070-04W4/0,664.3,660.7,664.3,M,664.3
768,00/08-34-077-13W4/0,674.2,670.6,674.2,M,674.2
769,00/08-34-083-24W4/0,564.16,564.16,567.76,M,567.76
770,00/08-34-085-25W4/0,564.185,564.185,567.538,M,567.538
771,00/08-36-076-10W4/0,639.1,639.1,642.6,M,642.6
772,00/09-01-094-19W4/0,530.7,527.3,530.7,M,530.7
773,00/09-04-084-04W4/0,477.5,474.5,477.5,M,477.5
774,00/09-05-068-03W4/0,705.08,705.08,709.0,M,709.0
775,00/09-06-077-04W4/0,576.6,576.6,579.8,M,579.8
776,00/09-09-069-09W4/0,743.29,743.29,746.5,M,746.5
777,00/09-09-074-02W5/0,639.0,636.0,639.0,M,639.0
778,00/09-10-073-25W4/0,633.6,633.6,637.3,M,637.3
779,00/09-11-067-02W4/0,623.0,619.09,623.0,M,623.0
780,00/09-11-068-02W4/0,681.9,681.9,686.0,M,686.0
781,00/09-11-077-11W4/0,678.1,678.1,681.6,M,681.6
782,00/09-12-070-06W4/0,675.2,675.2,678.8,M,678.8
783,00/09-13-072-12W4/0,639.4,639.4,642.75,M,642.75
784,00/09-13-083-02W4/0,480.66,477.66,480.66,M,480.66
785,00/09-14-071-06W4/0,672.05,672.05,676.32,M,676.32
786,00/09-14-081-14W4/0,647.8,643.4,647.8,M,647.8
787,00/09-17-073-18W4/0,595.3,595.3,599.2,M,599.2
788,00/09-18-081-12W4/0,729.9,726.2,729.9,M,729.9
789,00/09-19-071-20W4/0,593.2,593.2,596.2,M,596.2
790,00/09-24-071-06W4/0,676.91,676.91,681.65,M,681.65
791,00/09-25-073-05W4/0,682.7,682.7,686.9,M,686.9
792,00/09-25-078-16W4/0,627.6,624.14,627.6,M,627.6
793,00/09-25-079-01W5/0,570.5,570.5,574.14,M,574.14
794,00/09-27-072-05W5/0,585.42,585.42,591.0,M,591.0
795,AA/09-29-073-07W4/0,731.5,727.6,731.5,M,731.5
796,00/09-29-073-10W4/0,557.9,557.9,660.0,M,660.0
797,00/09-30-073-24W4/0,633.3,633.3,636.3,M,636.3
798,00/09-31-067-10W4/0,657.15,653.0,657.15,M,657.15
799,00/09-32-073-10W4/0,659.06,659.06,662.2,M,662.2
800,00/09-32-084-05W4/0,458.3,454.8,458.3,M,458.3
801,00/09-34-072-01W5/0,651.1,651.1,654.0,M,654.0
802,00/09-34-074-10W4/0,675.02,675.02,679.0,M,679.0
803,00/09-35-070-06W4/0,664.6,664.6,668.7,M,668.7
804,00/09-35-094-18W4/0,558.7,554.9,558.7,M,558.7
805,00/09-36-081-06W4/0,481.7,478.6,481.7,M,481.7
806,00/10-01-069-16W4/0,557.784,557.784,560.222,M,560.222
807,00/10-01-070-04W5/0,669.493,665.5,669.493,M,669.493
808,00/10-01-071-11W4/0,643.55,643.55,646.55,M,646.55
809,00/10-01-071-23W4/0,658.216,658.216,661.416,M,661.416
810,00/10-01-072-07W4/0,664.2,664.2,667.1,M,667.1
811,00/10-01-072-23W4/0,641.452,641.452,645.262,M,645.262
812,00/10-01-072-24W4/0,670.96,670.96,674.31,M,674.31
813,00/10-01-073-09W4/0,682.9,682.9,685.9,M,685.9
814,00/10-01-073-15W4/0,625.45,625.45,629.107,M,629.107
815,00/10-01-074-08W4/0,725.14,725.14,728.54,M,728.54
816,00/10-01-074-14W4/0,698.4,695.0,698.4,M,698.4
817,00/10-01-074-21W4/0,708.05,708.05,710.489,M,710.489
