,UWI,DATUM,GL,EREF,UNIT,datum
0,00/01-01-073-05W5/0,583.3,583.3,589.0,M,589.0
1,00/01-01-095-19W4/0,650.2,646.8,650.2,M,650.2
2,00/01-03-085-15W4/0,532.68,528.69,532.68,M,532.68
3,00/01-04-075-23W4/0,715.0,715.0,718.3,M,718.3
4,00/01-05-085-15W4/0,535.5,531.9,535.5,M,535.5
5,00/01-08-080-21W4/0,583.3,583.3,587.0,M,587.0
6,00/01-09-080-13W4/0,685.9,681.9,685.9,M,685.9
7,00/01-10-078-26W4/0,610.3,610.3,613.8,M,613.8
8,00/01-11-082-23W4/0,611.1,611.1,614.7,M,614.7
9,00/01-12-079-14W4/0,692.05,688.6,692.05,M,692.05
10,00/01-21-084-17W4/0,523.81,520.21,523.81,M,523.81
11,00/01-24-075-24W4/0,703.6,699.8,703.6,M,703.6
12,00/01-25-083-02W4/0,480.33,477.33,480.33,M,480.33
13,00/01-26-068-08W4/0,602.15,602.15,605.73,M,605.73
14,00/01-27-079-23W4/0,563.6,563.6,568.6,M,568.6
15,00/01-27-080-14W4/0,667.1,663.1,667.1,M,667.1
16,00/01-28-078-02W4/0,574.243,570.89,574.243,M,574.243
17,00/01-29-096-19W4/0,786.11,783.793,786.11,M,786.11
18,AA/01-32-080-22W4/0,588.6,588.6,592.9,M,592.9
19,00/02-01-073-19W4/0,635.6,631.8,635.6,M,635.6
20,00/02-01-074-05W5/0,589.5,589.5,593.84,M,593.84
21,00/02-02-083-11W4/0,736.9,733.0,736.9,M,736.9
22,00/02-03-071-04W5/0,746.15,742.334,746.15,M,746.15
23,00/02-05-074-04W5/0,597.0,593.0,597.0,M,597.0
24,00/02-05-076-26W4/0,899.77,899.77,903.427,M,903.427
25,00/02-06-074-04W5/0,596.5,596.5,596.5,M,596.5
26,00/02-07-076-13W4/0,712.3,709.6,712.3,M,712.3
27,00/02-08-078-02W5/0,647.79,647.79,652.05,M,652.05
28,00/02-14-077-04W4/0,572.1,572.1,575.75,M,575.75
29,00/02-15-076-18W4/0,614.26,610.59,614.26,M,614.26
30,00/02-17-079-03W4/0,553.1,549.2,553.1,M,553.1
31,00/02-18-077-13W4/0,690.17,686.57,690.17,M,690.17
32,00/02-22-071-22W4/0,652.55,652.55,656.1,M,656.1
33,00/02-22-091-19W4/0,1728.28,1715.98,1728.28,F,525.39712
34,00/02-25-077-10W4/0,610.6,610.6,614.26,M,614.26
35,00/02-26-072-13W4/0,653.8,653.8,657.5,M,657.5
36,00/02-26-073-05W5/0,576.0,576.0,583.0,M,583.0
37,00/02-26-076-04W4/0,587.6,587.6,591.1,M,591.1
38,00/02-27-076-14W4/0,679.9,676.6,679.9,M,679.9
39,00/02-29-067-06W4/0,662.17,659.3,662.17,M,662.17
40,00/02-29-073-15W4/0,613.0,613.0,616.57,M,616.57
41,00/02-29-080-13W4/0,701.6,698.4,701.6,M,701.6
42,00/02-30-078-08W4/0,592.4,588.9,592.4,M,592.4
43,00/02-30-079-04W5/0,657.454,657.454,657.454,M,657.454
44,00/02-32-089-12W4/0,528.85,525.15,528.85,M,528.85
45,00/02-36-072-04W5/0,588.1,588.1,592.9,M,592.9
46,00/03-01-077-05W4/0,571.1,571.1,574.9,M,574.9
47,00/03-02-077-14W4/0,675.4,671.9,675.4,M,675.4
48,00/03-02-084-17W4/0,545.48,542.48,545.48,M,545.48
49,00/03-03-081-10W4/0,698.2,695.0,698.2,M,698.2
50,00/03-04-072-09W4/0,666.64,666.64,670.0,M,670.0
51,00/03-05-075-02W5/0,706.0,702.0,706.0,M,706.0
52,00/03-06-067-11W4/0,647.88,643.48,647.88,M,647.88
53,00/03-06-070-22W4/0,633.4,633.4,637.8,M,637.8
54,00/03-07-071-15W4/0,599.2,599.2,602.85,M,602.85
55,00/03-09-075-23W4/0,686.6,686.6,689.9,M,689.9
56,00/03-10-088-03W4/0,475.488,474.269,475.488,M,475.488
57,00/03-11-080-08W4/0,634.5,631.0,634.5,M,634.5
58,00/03-12-077-08W4/0,564.0,564.0,567.5,M,567.5
59,00/03-12-095-16W4/0,562.9,559.3,562.9,M,562.9
60,00/03-13-083-10W4/0,2354.0,2341.54,2354.0,F,715.616
61,00/03-14-075-16W4/0,715.4,715.4,719.4,M,719.4
62,00/03-14-095-07W4/0,506.66,505.28,506.66,M,506.66
63,00/03-16-097-16W4/0,667.817,664.464,667.817,M,667.817
64,00/03-18-068-12W4/0,599.0,599.0,602.55,M,602.55
65,00/03-18-072-06W4/0,684.4,684.4,688.5,M,688.5
66,00/03-18-082-12W4/0,681.2,677.8,681.2,M,681.2
67,00/03-18-089-19W4/0,504.11,504.11,507.31,M,507.31
68,00/03-19-068-09W4/0,702.5,702.5,705.5,M,705.5
69,00/03-19-081-05W5/0,611.734,611.734,614.111,M,614.111
70,00/03-20-067-16W4/0,630.39,627.39,630.39,M,630.39
71,00/03-20-070-15W4/0,566.63,566.63,569.83,M,569.83
72,00/03-22-070-02W5/0,597.2,597.2,600.95,M,600.95
73,00/03-25-067-07W4/0,653.5,649.9,653.5,M,653.5
74,00/03-25-083-02W5/0,613.4,613.4,618.0,M,618.0
75,00/03-28-077-02W4/0,592.531,592.531,595.884,M,595.884
76,00/03-28-095-18W4/0,683.8,680.3,683.8,M,683.8
77,00/03-30-074-10W4/0,681.533,678.028,681.533,M,681.533
78,00/03-31-075-03W4/0,627.65,623.9,627.65,M,627.65
79,00/03-31-094-17W4/0,542.1,538.3,542.1,M,542.1
80,00/03-32-080-07W4/0,637.1,633.9,637.1,M,637.1
81,00/03-34-067-16W4/0,553.0,549.7,553.0,M,553.0
82,00/03-34-078-05W4/0,532.4,528.9,532.4,M,532.4
83,00/03-34-088-20W4/0,517.55,517.55,521.513,M,521.513
84,00/04-01-080-22W4/0,585.4,585.4,590.0,M,590.0
85,00/04-02-079-19W4/0,555.346,555.346,558.698,M,558.698
86,00/04-02-084-15W4/0,555.8,552.1,555.8,M,555.8
87,00/04-03-070-03W5/0,614.0,614.0,621.0,M,621.0
88,00/04-03-072-04W5/0,744.626,739.597,744.626,M,744.626
89,00/04-05-074-02W5/0,669.22,665.0,669.22,M,669.22
90,00/04-05-095-17W4/0,557.6,556.2,557.6,M,557.6
91,00/04-06-087-17W4/0,510.1,506.3,510.1,M,510.1
92,00/04-07-091-19W4/0,1684.71,1674.54,1684.71,F,512.15184
93,00/04-11-070-10W4/0,614.6,614.6,617.8,M,617.8
94,00/04-11-070-25W4/0,670.9,670.9,674.46,M,674.46
95,00/04-12-072-05W5/0,693.115,689.762,693.115,M,693.115
96,00/04-12-081-23W4/0,601.0,601.0,604.6,M,604.6
97,00/04-13-077-05W4/0,570.3,570.3,573.3,M,573.3
98,00/04-15-081-09W4/0,705.338,701.528,705.338,M,705.338
99,00/04-18-072-04W5/0,593.446,589.3,593.446,M,593.446
100,00/04-19-083-23W4/0,592.531,592.531,595.884,M,595.884
101,00/04-20-084-15W4/0,533.16,529.5,533.16,M,533.16
102,00/04-21-072-11W4/0,645.8,645.8,649.15,M,649.15
103,00/04-21-074-05W5/0,700.46,700.46,705.26,M,705.26
104,00/04-23-079-23W4/0,565.2,565.2,570.2,M,570.2
105,00/04-23-085-17W4/0,515.86,512.2,515.86,M,515.86
106,00/04-23-094-21W4/0,665.5,662.1,665.5,M,665.5
107,00/04-24-073-04W5/0,587.0,587.0,591.3,M,591.3
108,00/04-24-092-20W4/0,523.6,520.2,523.6,M,523.6
109,00/04-25-073-25W4/0,637.6,637.6,641.0,M,641.0
110,00/04-26-077-15W4/0,662.4,662.4,665.7,M,665.7
111,00/04-26-084-15W4/0,531.2,527.7,531.2,M,531.2
112,00/04-29-076-23W4/0,935.93,935.93,939.4,M,939.4
113,00/04-30-078-13W4/0,679.0,675.0,679.0,M,679.0
114,00/04-30-078-23W4/0,587.9,587.9,591.6,M,591.6
115,00/04-30-083-06W4/0,566.5,561.95,566.5,M,566.5
116,00/04-30-084-14W4/0,545.67,541.57,545.67,M,545.67
117,00/04-31-072-03W5/0,586.75,586.75,591.4,M,591.4
118,00/04-32-085-23W4/0,554.736,550.0,554.736,M,554.736
119,00/04-36-071-19W4/0,587.3,587.3,591.0,M,591.0
120,00/04-36-090-20W4/0,517.6,517.6,520.7,M,520.7
121,00/05-01-081-23W4/0,593.34,593.34,597.04,M,597.04
122,00/05-01-088-17W4/0,536.09,532.79,536.09,M,536.09
123,00/05-02-073-23W4/0,625.0,625.0,627.5,M,627.5
124,00/05-04-068-11W4/0,617.0,613.7,617.0,M,617.0
125,00/05-04-069-04W4/0,724.4,724.4,728.1,M,728.1
126,00/05-04-078-05W4/0,589.8,585.9,589.8,M,589.8
127,00/05-04-080-11W4/0,686.7,682.9,686.7,M,686.7
128,00/05-05-072-04W4/0,673.5,673.5,677.76,M,677.76
129,00/05-06-071-21W4/0,681.1,681.1,685.6,M,685.6
130,00/05-06-077-02W4/0,612.648,612.648,615.696,M,615.696
131,00/05-06-083-22W4/0,620.573,620.573,623.926,M,623.926
132,00/05-07-071-01W5/0,591.23,591.23,595.33,M,595.33
133,00/05-09-070-05W4/0,678.3,678.3,682.0,M,682.0
134,00/05-09-095-16W4/0,538.4,534.8,538.4,M,538.4
135,00/05-10-078-12W4/0,674.797,674.797,674.797,M,674.797
136,00/05-12-069-06W4/0,719.6,716.0,719.6,M,719.6
137,00/05-12-075-05W4/0,609.08,609.08,612.85,M,612.85
138,00/05-12-079-21W4/0,566.25,566.25,569.55,M,569.55
139,00/05-12-093-20W4/0,1767.0,1762.0,1767.0,F,537.168
140,00/05-13-071-10W4/0,679.68,679.68,684.3,M,684.3
141,00/05-13-087-18W4/0,511.33,507.83,511.33,M,511.33
142,00/05-14-069-05W4/0,673.9,673.9,677.5,M,677.5
143,00/05-14-080-12W4/0,689.7,686.0,689.7,M,689.7
144,00/05-15-069-11W4/0,623.6,623.6,627.05,M,627.05
145,00/05-15-078-04W4/0,566.5,562.55,566.5,M,566.5
146,00/05-15-080-11W4/0,687.0,684.0,687.0,M,687.0
147,00/05-18-071-05W5/0,795.4,795.4,798.4,M,798.4
148,00/05-19-070-05W4/0,667.0,667.3,671.0,M,671.0
149,00/05-19-077-04W4/0,563.2,563.2,566.2,M,566.2
150,00/05-19-078-12W4/0,685.19,685.19,685.19,M,685.19
151,00/05-19-079-02W4/0,526.2,522.7,526.2,M,526.2
152,00/05-20-070-05W5/0,738.2,738.2,742.0,M,742.0
153,00/05-20-080-13W4/0,692.9,689.7,692.9,M,692.9
154,00/05-21-071-04W4/0,673.76,673.76,677.96,M,677.96
155,00/05-21-074-04W4/0,598.0,598.0,601.9,M,601.9
156,00/05-21-078-05W4/0,579.5,575.9,579.5,M,579.5
157,00/05-22-070-13W4/0,581.6,581.6,584.7,M,584.7
158,00/05-22-082-04W4/0,460.2,456.56,460.2,M,460.2
159,00/05-23-070-06W4/0,657.0,657.0,660.6,M,660.6
160,00/05-23-076-01W5/0,862.83,862.83,866.33,M,866.33
161,00/05-24-071-19W4/0,589.6,589.6,593.2,M,593.2
162,00/05-24-080-23W4/0,583.0,583.0,587.65,M,587.65
163,00/05-24-094-18W4/0,543.44,539.64,543.44,M,543.44
164,00/05-25-081-03W5/0,574.37,574.37,578.37,M,578.37
165,00/05-25-093-20W4/0,535.534,534.01,535.534,M,535.534
166,00/05-26-090-18W4/0,508.81,504.31,508.81,M,508.81
167,00/05-27-068-11W4/0,615.2,615.2,618.0,M,618.0
168,00/05-29-068-07W4/0,628.32,628.32,631.9,M,631.9
169,00/05-29-078-19W4/0,559.38,559.38,563.38,M,563.38
170,00/05-31-074-11W4/0,660.1,656.1,660.1,M,660.1
171,00/05-31-079-13W4/0,698.0,694.2,698.0,M,698.0
172,00/05-31-093-20W4/0,641.4,638.0,641.4,M,641.4
173,00/05-32-070-14W4/0,631.3,631.3,634.74,M,634.74
174,00/05-33-079-17W4/0,557.784,554.736,557.784,M,557.784
175,00/05-33-081-12W4/0,748.0,744.0,748.0,M,748.0
176,00/05-36-074-23W4/0,723.3,723.3,726.2,M,726.2
177,00/05-36-092-20W4/0,531.3,527.9,531.3,M,531.3
178,00/06-01-072-05W4/0,671.0,671.0,674.85,M,674.85
179,00/06-01-072-11W4/0,644.9,644.9,648.4,M,648.4
180,00/06-01-080-24W4/0,547.6,547.6,552.6,M,552.6
181,00/06-01-082-01W5/0,565.404,562.051,565.404,M,565.404
182,00/06-01-093-21W4/0,547.23,443.43,547.23,M,547.23
183,00/06-02-072-02W5/0,588.416,588.416,591.312,M,591.312
184,00/06-02-072-20W4/0,589.483,589.483,593.446,M,593.446
185,00/06-02-076-15W4/0,714.146,714.146,717.194,M,717.194
186,00/06-02-077-26W4/0,838.566,835.121,838.566,M,838.566
187,00/06-02-079-23W4/0,571.805,568.452,571.805,M,571.805
188,00/06-02-080-07W4/0,562.7,559.1,562.7,M,562.7
189,00/06-02-092-19W4/0,530.82,527.02,530.82,M,530.82
190,00/06-03-067-14W4/0,601.36,598.4,601.36,M,601.36
191,00/06-03-070-23W4/0,626.577,626.577,629.839,M,629.839
192,00/06-03-071-17W4/0,558.851,558.851,562.356,M,562.356
193,00/06-03-071-19W4/0,586.5,586.5,589.7,M,589.7
194,00/06-03-074-18W4/0,594.208,591.16,594.208,M,594.208
195,00/06-03-075-10W4/0,683.88,683.88,687.172,M,687.172
196,00/06-03-077-03W4/0,590.4,587.4,590.4,M,590.4
197,00/06-03-077-22W4/0,756.94,756.94,760.293,M,760.293
198,00/06-03-078-16W4/0,634.898,631.85,634.898,M,634.898
199,00/06-03-079-09W4/0,658.368,654.71,658.368,M,658.368
200,00/06-03-080-12W4/0,690.0,687.0,690.0,M,690.0
201,00/06-03-082-26W4/0,561.1,561.1,564.6,M,564.6
202,00/06-03-091-19W4/0,518.3,518.3,518.3,M,518.3
203,00/06-03-093-20W4/0,529.0,525.7,529.0,M,529.0
204,00/06-04-075-09W4/0,662.5,662.5,666.0,M,666.0
205,00/06-04-075-24W4/0,718.322,718.322,723.199,M,723.199
206,00/06-05-070-13W4/0,577.2,577.2,581.1,M,581.1
207,00/06-05-074-12W4/0,661.2,661.2,664.2,M,664.2
208,00/06-05-076-04W5/0,955.243,955.243,958.596,M,958.596
209,00/06-05-076-14W4/0,2386.0,2386.0,2398.0,F,728.992
210,00/06-05-079-05W4/0,533.04,529.39,533.04,M,533.04
211,00/06-05-084-06W4/0,574.68,571.0,574.68,M,574.68
212,00/06-06-069-04W4/0,695.6,695.6,699.3,M,699.3
213,00/06-06-071-25W4/0,647.5,647.5,651.0,M,651.0
214,00/06-06-073-14W4/0,606.552,606.552,609.6,M,609.6
215,00/06-06-074-19W4/0,687.19,687.19,690.09,M,690.09
216,00/06-06-075-05W5/0,846.125,842.467,846.125,M,846.125
217,00/06-06-080-12W4/0,686.8,683.5,686.8,M,686.8
218,00/06-06-082-13W4/0,1974.0,1960.0,1974.0,F,600.096
219,00/06-06-082-17W4/0,1787.0,1777.0,1787.0,F,543.2479999999999
220,00/06-06-084-17W4/0,540.48,536.88,540.48,M,540.48
221,00/06-07-069-02W4/0,721.4,717.8,721.4,M,721.4
222,00/06-07-070-11W4/0,600.669,600.669,603.717,M,603.717
223,00/06-07-070-20W4/0,634.1,634.1,637.7,M,637.7
224,00/06-07-071-22W4/0,669.188,669.188,672.998,M,672.998
225,00/06-07-072-11W4/0,641.09,641.09,644.99,M,644.99
226,00/06-07-073-06W4/0,711.41,711.41,716.11,M,716.11
227,00/06-07-073-11W4/0,656.4,656.4,659.2,M,659.2
228,00/06-07-076-25W4/0,767.182,767.182,771.235,M,771.235
229,00/06-07-079-01W5/0,595.488,594.665,595.488,M,595.488
230,00/06-07-089-21W4/0,511.15,511.15,513.283,M,513.283
231,00/06-08-069-15W4/0,545.866,545.866,549.524,M,549.524
232,00/06-08-070-16W4/0,569.4,569.4,573.0,M,573.0
233,00/06-08-074-01W4/0,705.5,705.5,709.2,M,709.2
234,00/06-08-074-11W4/0,661.416,661.416,664.891,M,664.891
235,00/06-08-074-14W4/0,712.318,712.318,715.366,M,715.366
236,00/06-08-075-16W4/0,675.437,675.437,678.485,M,678.485
237,00/06-08-080-09W4/0,2310.0,2298.0,2310.0,F,702.24
238,00/06-08-081-22W4/0,597.6,597.6,600.9,M,600.9
239,00/06-08-084-04W4/0,464.6,461.6,464.6,M,464.6
240,00/06-08-086-18W4/0,505.816,502.768,505.816,M,505.816
241,00/06-09-068-04W4/0,692.65,692.65,696.5,M,696.5
242,00/06-09-072-09W4/0,678.34,678.34,681.39,M,681.39
243,00/06-09-073-14W4/0,652.5,652.5,656.64,M,656.64
244,00/06-09-074-05W4/0,618.6,618.6,623.1,M,623.1
245,00/06-09-083-03W4/0,1578.5,1568.0,1578.5,F,479.864
246,00/06-10-072-25W4/0,606.857,606.857,610.819,M,610.819
247,00/06-10-073-07W4/0,728.6,728.6,733.0,M,733.0
248,00/06-10-074-25W4/0,677.67,677.67,680.97,M,680.97
249,00/06-10-078-15W4/0,635.2,631.2,635.2,M,635.2
250,00/06-11-067-17W4/0,611.124,608.076,611.124,M,611.124
251,00/06-11-070-13W4/0,579.7,579.7,583.3,M,583.3
252,00/06-11-071-22W4/0,2232.5,2232.5,2245.0,F,682.48
253,00/06-11-075-03W5/0,716.067,716.067,720.547,M,720.547
254,00/06-11-077-09W4/0,631.7,631.7,635.8,M,635.8
255,00/06-11-077-13W4/0,677.692,677.692,681.045,M,681.045
256,00/06-11-078-07W4/0,536.814,533.461,536.814,M,536.814
257,00/06-11-079-09W4/0,640.385,637.733,640.385,M,640.385
258,00/06-11-082-02W4/0,1562.0,1552.0,1562.0,F,474.848
259,00/06-11-087-22W4/0,559.613,559.613,563.27,M,563.27
260,00/06-11-089-25W4/0,617.98,617.98,621.5,M,621.5
261,00/06-12-072-08W4/0,675.8,675.8,679.3,M,679.3
262,00/06-12-072-23W4/0,619.96,619.96,623.3,M,623.3
263,00/06-12-078-15W4/0,624.85,620.5,624.85,M,624.85
264,00/06-12-079-06W4/0,479.3,475.8,479.3,M,479.3
265,00/06-12-079-18W4/0,544.525,541.477,544.525,M,544.525
266,00/06-12-081-04W5/0,598.048,593.872,598.048,M,598.048
267,00/06-12-082-09W4/0,2425.0,2413.0,2425.0,F,737.1999999999999
268,00/06-12-088-17W4/0,538.3,534.8,538.3,M,538.3
269,00/06-13-067-07W4/0,652.41,648.63,652.41,M,652.41
270,00/06-13-067-08W4/0,650.73,646.93,650.73,M,650.73
271,00/06-13-067-12W4/0,607.6,604.6,607.6,M,607.6
272,00/06-13-068-03W4/0,722.86,722.86,726.87,M,726.87
273,00/06-13-070-22W4/0,672.3,672.3,676.4,M,676.4
274,00/06-13-073-06W4/0,693.7,693.7,697.9,M,697.9
275,00/06-13-073-22W4/0,634.136,634.136,637.184,M,637.184
276,00/06-13-075-12W4/0,672.6,672.6,676.1,M,676.1
277,00/06-13-082-03W5/0,580.034,580.034,583.387,M,583.387
278,00/06-13-092-21W4/0,549.3,545.44,549.3,M,549.3
279,00/06-14-070-01W5/0,604.723,604.723,607.771,M,607.771
280,00/06-14-079-03W5/0,648.9,645.2,648.9,M,648.9
281,00/06-14-083-16W4/0,1731.0,1713.5,1731.0,F,526.2239999999999
282,00/06-14-083-23W4/0,607.771,607.771,609.295,M,609.295
283,00/06-15-074-08W4/0,683.67,683.67,686.87,M,686.87
284,00/06-15-077-03W5/0,718.718,718.718,721.766,M,721.766
285,00/06-15-080-22W4/0,586.0,586.0,590.5,M,590.5
286,00/06-16-067-05W4/0,660.02,656.66,660.02,M,660.02
287,00/06-16-070-09W4/0,600.87,600.87,603.87,M,603.87
288,00/06-16-077-06W4/0,566.105,566.105,569.641,M,569.641
289,00/06-16-079-16W4/0,578.51,575.462,578.51,M,578.51
290,00/06-16-079-21W4/0,563.5,563.5,566.8,M,566.8
291,00/06-16-083-13W4/0,1884.0,1876.0,1884.0,F,572.736
292,00/06-17-067-06W4/0,656.96,653.87,656.96,M,656.96
293,00/06-17-070-04W5/0,710.35,710.35,714.05,M,714.05
294,00/06-17-076-10W4/0,668.26,668.26,672.39,M,672.39
295,00/06-17-076-19W4/0,577.596,577.596,581.558,M,581.558
296,00/06-17-077-25W4/0,722.376,722.376,726.338,M,726.338
297,00/06-17-078-01W5/0,606.552,606.552,610.514,M,610.514
298,00/06-18-070-26W4/0,623.316,623.316,626.059,M,626.059
299,00/06-18-076-13W4/0,674.43,674.43,677.88,M,677.88
300,00/06-18-083-03W4/0,1581.0,1569.0,1581.0,F,480.62399999999997
301,00/06-19-069-04W4/0,687.9,687.9,691.6,M,691.6
302,00/06-19-071-10W4/0,648.81,648.81,651.64,M,651.64
303,00/06-19-071-17W4/0,588.569,588.569,591.617,M,591.617
304,00/06-19-075-24W4/0,765.505,765.505,769.01,M,769.01
305,00/06-19-078-04W4/0,566.0,562.1,566.0,M,566.0
306,00/06-19-083-22W4/0,606.8,606.8,610.4,M,610.4
307,00/06-19-086-18W4/0,526.2,522.5,526.2,M,526.2
308,00/06-19-089-18W4/0,491.7,488.7,491.7,M,491.7
309,00/06-20-069-16W4/0,561.899,561.899,565.252,M,565.252
310,00/06-20-071-05W4/0,678.2,678.2,681.5,M,681.5
311,00/06-20-074-06W4/0,640.5,640.5,643.6,M,643.6
312,00/06-20-076-14W4/0,694.7,694.7,698.7,M,698.7
313,00/06-20-078-02W5/0,645.262,641.635,645.262,M,645.262
314,00/06-20-078-11W4/0,721.462,704.088,721.462,M,721.462
315,00/06-20-081-24W4/0,599.05,599.05,603.3,M,603.3
316,00/06-20-084-05W4/0,474.6,471.0,474.6,M,474.6
317,00/06-21-071-25W4/0,598.322,598.322,601.37,M,601.37
318,00/06-21-073-20W4/0,708.508,708.508,711.556,M,711.556
319,00/06-21-075-25W4/0,724.51,724.51,728.624,M,728.624
320,00/06-21-077-22W4/0,701.954,701.954,704.088,M,704.088
321,00/06-22-069-05W4/0,670.1,670.1,673.8,M,673.8
322,00/06-22-069-06W4/0,710.5,710.5,714.2,M,714.2
323,00/06-22-070-25W4/0,643.433,643.433,647.243,M,647.243
324,00/06-22-071-02W5/0,584.911,584.911,589.026,M,589.026
325,00/06-22-072-16W4/0,579.577,579.577,582.473,M,582.473
326,00/06-22-075-19W4/0,603.099,600.151,603.099,M,603.099
327,00/06-22-078-04W4/0,558.4,554.5,558.4,M,558.4
328,00/06-22-082-12W4/0,744.42,740.69,744.42,M,744.42
329,00/06-23-068-12W4/0,595.2,591.38,595.2,M,595.2
330,00/06-23-069-11W4/0,634.4,634.4,638.8,M,638.8
331,00/06-23-072-19W4/0,628.2,628.2,631.8,M,631.8
332,00/06-23-074-14W4/0,770.81,770.81,774.16,M,774.16
333,00/06-23-074-17W4/0,590.398,590.398,592.836,M,592.836
334,00/06-23-075-07W4/0,680.874,680.874,680.874,M,680.874
335,00/06-23-077-15W4/0,676.9,673.0,676.9,M,676.9
336,00/06-23-082-22W4/0,622.554,622.554,626.364,M,626.364
337,00/06-23-083-18W4/0,554.9,551.9,554.9,M,554.9
338,00/06-23-085-11W4/0,524.9,520.0,524.9,M,524.9
339,00/06-23-085-18W4/0,1668.0,1657.0,1668.0,F,507.072
340,00/06-24-070-21W4/0,645.78,645.78,649.13,M,649.13
341,00/06-24-072-10W4/0,666.96,666.96,666.93,M,666.93
342,00/06-24-073-17W4/0,571.988,571.988,574.853,M,574.853
343,00/06-24-074-25W4/0,678.302,678.302,681.746,M,681.746
344,00/06-24-077-01W5/0,680.618,680.618,683.362,M,683.362
345,00/06-24-077-16W4/0,653.8,653.8,657.6,M,657.6
346,00/06-24-081-23W4/0,610.0,610.0,614.3,M,614.3
347,00/06-24-083-16W4/0,1724.5,1713.5,1724.5,F,524.2479999999999
348,00/06-24-084-16W4/0,531.2,527.7,531.2,M,531.2
349,00/06-25-070-16W4/0,580.53,580.53,583.73,M,583.73
350,00/06-25-070-22W4/0,680.17,676.9,680.17,M,680.17
351,00/06-25-073-17W4/0,574.853,574.853,577.901,M,577.901
352,00/06-25-074-17W4/0,616.0,614.0,616.61,M,616.61
353,00/06-25-075-12W4/0,669.524,669.524,672.602,M,672.602
354,00/06-25-078-14W4/0,681.7,678.2,681.7,M,681.7
355,00/06-25-078-25W4/0,589.483,589.483,593.019,M,593.019
356,00/06-25-081-09W4/0,709.879,706.344,709.879,M,709.879
357,00/06-25-082-09W4/0,2432.0,2422.0,2432.0,F,739.328
358,00/06-25-082-15W4/0,570.6,566.8,570.6,M,570.6
359,00/06-26-068-02W4/0,709.94,709.94,713.29,M,713.29
360,00/06-26-068-07W4/0,632.88,632.88,636.48,M,636.48
361,00/06-26-070-13W4/0,577.2,577.2,580.8,M,580.8
362,00/06-26-071-01W5/0,603.9,603.9,607.7,M,607.7
363,00/06-26-074-03W4/0,657.2,657.2,660.66,M,660.66
364,00/06-26-075-21W4/0,698.297,698.297,702.412,M,702.412
365,00/06-26-078-19W4/0,556.74,556.74,561.74,M,561.74
366,00/06-26-082-20W4/0,594.36,594.36,596.798,M,596.798
367,00/06-26-086-18W4/0,510.9,510.9,510.9,M,510.9
368,00/06-27-067-10W4/0,649.15,645.0,649.15,M,649.15
369,00/06-27-068-18W4/0,546.659,546.659,550.164,M,550.164
370,00/06-27-071-08W4/0,653.4,653.4,657.2,M,657.2
371,00/06-27-082-14W4/0,1919.0,1905.3,1919.0,F,583.376
372,00/06-27-083-09W4/0,2465.25,2455.75,2465.25,F,749.436
373,00/06-27-083-18W4/0,1838.0,1831.0,1838.0,F,558.752
374,00/06-28-070-10W4/0,633.84,633.84,630.84,M,630.84
375,00/06-28-072-10W4/0,659.79,659.79,662.39,M,662.39
376,00/06-28-076-17W4/0,692.7,692.7,696.0,M,696.0
377,00/06-28-076-19W4/0,576.4,573.1,576.4,M,576.4
378,00/06-28-079-15W4/0,622.402,619.354,622.402,M,622.402
379,00/06-28-087-22W4/0,536.448,536.448,539.801,M,539.801
380,00/06-29-068-04W4/0,710.98,710.98,714.48,M,714.48
381,00/06-29-071-01W5/0,585.826,585.826,588.874,M,588.874
382,00/06-29-071-22W4/0,641.421,641.421,644.896,M,644.896
383,00/06-29-077-02W5/0,678.3,678.3,683.7,M,683.7
384,00/06-29-080-24W4/0,546.811,546.811,552.907,M,552.907
385,00/06-29-092-20W4/0,1708.0,1698.0,1708.0,F,519.232
386,00/06-30-069-09W4/0,749.7,749.7,753.2,M,753.2
387,00/06-30-069-17W4/0,564.5,564.5,567.5,M,567.5
388,00/06-30-071-06W4/0,660.1,660.1,665.16,M,665.16
389,00/06-30-071-09W4/0,678.5,678.5,6810.4,M,6810.4
390,00/06-30-072-04W4/0,698.8,698.8,705.0,M,705.0
391,00/06-30-075-13W4/0,736.0,736.0,739.2,M,739.2
392,00/06-30-075-14W4/0,751.759,751.759,754.38,M,754.38
393,00/06-30-076-02W5/0,889.711,886.054,889.711,M,889.711
394,00/06-30-078-05W4/0,555.82,552.72,555.82,M,555.82
395,00/06-30-081-07W4/0,707.9,704.0,707.9,M,707.9
396,00/06-31-067-15W4/0,607.162,606.095,607.162,M,607.162
397,00/06-31-068-12W4/0,591.922,591.922,594.665,M,594.665
398,00/06-31-068-18W4/0,551.993,551.993,554.431,M,554.431
399,00/06-31-070-11W4/0,601.69,601.69,605.66,M,605.66
400,00/06-31-070-23W4/0,627.8,627.8,631.0,M,631.0
401,00/06-31-072-16W4/0,575.584,575.584,578.815,M,578.815
402,00/06-31-073-04W4/0,664.1,664.1,669.1,M,669.1
403,00/06-31-074-19W4/0,616.61,616.61,619.658,M,619.658
404,00/06-31-076-12W4/0,698.998,698.998,702.564,M,702.564
405,00/06-31-076-18W4/0,563.575,563.575,567.538,M,567.538
406,00/06-31-078-10W4/0,2143.0,2128.0,2143.0,F,651.472
407,00/06-31-083-17W4/0,541.4,537.8,541.4,M,541.4
