API,Formation,SS,MD,Observation number
8/10-5 A,Skagerrak Fm. Top,-2164.85,2470,1
8/10-5 A,CROMER KNOLL GP. Top,-1881.46,2117,1
8/10-5 A,Roedby Fm. Top,-1881.46,2117,1
8/10-5 A,Sola Fm. Top,-1917.34,2162,1
8/10-5 A,Tuxen Fm. Top,-1930.9,2179,1
8/10-5 A,Aasgard Fm. Top,-1945.24,2197,1
8/10-5 A,VESTLAND GP. Top,-2110.69,2403,1
8/10-5 A,Ula Fm. Top,-2110.69,2403,1
8/10-5 A,SHETLAND GP. Top,-1677.35,1860,1
8/10-5 A,Ekofisk Fm. Top,-1677.35,1860,1
8/10-5 A,Hod Fm. Top,-1791.54,2004,1
8/10-5 A,Tor Fm. Top,-1714.64,1907,1
8/10-5 A,ROGALAND GP. Top,-1514.88,1658,1
8/10-5 A,Balder Fm. Top,-1514.88,1658,1
8/10-5 A,Lista Fm. Top,-1588.02,1749,1
8/10-5 A,Sele Fm. Top,-1530.94,1678,1
8/10-5 A,Vidar Fm. Top,-1674.17,1856,1
8/10-5 A,NORDLAND GP. Top,-66,110,1
8/10-5 A,TYNE GP. Top,-2053.29,2332,1
8/10-5 A,Farsund Fm. Top,-2079.16,2364,1
8/10-5 A,Mandal Fm. Top,-2053.29,2332,1
8/10-5 A,HORDALAND GP. Top,-1210.05,1280,1
8/10-5 AT2,HEGRE GP. Top,-2131.62,2470,1
8/10-5 AT2,Skagerrak Fm. Top,-2131.62,2470,1
8/10-5 AT2,CROMER KNOLL GP. Top,-1873.77,2117,1
8/10-5 AT2,Roedby Fm. Top,-1873.77,2117,1
8/10-5 AT2,Sola Fm. Top,-1906.98,2162,1
8/10-5 AT2,Tuxen Fm. Top,-1919.51,2179,1
8/10-5 AT2,Aasgard Fm. Top,-1932.77,2197,1
8/10-5 AT2,VESTLAND GP. Top,-2083.41,2403,1
8/10-5 AT2,Ula Fm. Top,-2083.41,2403,1
8/10-5 AT2,SHETLAND GP. Top,-1677.96,1860,1
8/10-5 AT2,Ekofisk Fm. Top,-1677.96,1860,1
8/10-5 AT2,Hod Fm. Top,-1789.34,2004,1
8/10-5 AT2,Tor Fm. Top,-1715.05,1907,1
8/10-5 AT2,ROGALAND GP. Top,-1514.95,1658,1
8/10-5 AT2,Balder Fm. Top,-1514.95,1658,1
8/10-5 AT2,Lista Fm. Top,-1588.1,1749,1
8/10-5 AT2,Sele Fm. Top,-1531.01,1678,1
8/10-5 AT2,Vidar Fm. Top,-1674.73,1856,1
8/10-5 AT2,NORDLAND GP. Top,-66,110,1
8/10-5 AT2,TYNE GP. Top,-2031.74,2332,1
8/10-5 AT2,Farsund Fm. Top,-2055.11,2364,1
8/10-5 AT2,Mandal Fm. Top,-2031.74,2332,1
8/10-5 AT2,HORDALAND GP. Top,-1210.03,1280,1
8/10-5 S,HEGRE GP. Top,-2605.46,2760,1
8/10-5 S,Skagerrak Fm. Top,-2605.46,2760,1
8/10-5 S,Smith Bank Fm. Top,-2632.91,2791,1
8/10-5 S,CROMER KNOLL GP. Top,-2243.18,2351,1
8/10-5 S,Roedby Fm. Top,-2243.18,2351,1
8/10-5 S,Sola Fm. Top,-2265.32,2376,1
8/10-5 S,Tuxen Fm. Top,-2320.25,2438,1
8/10-5 S,Aasgard Fm. Top,-2351.25,2473,1
8/10-5 S,VESTLAND GP. Top,-2559.38,2708,1
8/10-5 S,Ula Fm. Top,-2559.38,2708,1
8/10-5 S,SHETLAND GP. Top,-1890.45,1952,1
8/10-5 S,Ekofisk Fm. Top,-1890.45,1952,1
8/10-5 S,Hod Fm. Top,-2057.35,2141,1
8/10-5 S,Tor Fm. Top,-1940.92,2009,1
8/10-5 S,ROGALAND GP. Top,-1669.06,1715,1
8/10-5 S,Balder Fm. Top,-1669.06,1715,1
8/10-5 S,Lista Fm. Top,-1887.79,1949,1
8/10-5 S,Sele Fm. Top,-1688.48,1735,1
8/10-5 S,Vidar Fm. Top,-1768.91,1819,1
8/10-5 S,NORDLAND GP. Top,-66,110,1
8/10-5 S,TYNE GP. Top,-2506.94,2649,1
8/10-5 S,Farsund Fm. Top,-2526.52,2671,1
8/10-5 S,Mandal Fm. Top,-2506.94,2649,1
8/10-5 S,HORDALAND GP. Top,-1103.99,1148,1
8/10-6 S,Skagerrak Fm. Top,-1796.95,2110,1
8/10-6 S,CROMER KNOLL GP. Top,-1599.38,1824,1
8/10-6 S,Roedby Fm. Top,-1599.38,1824,1
8/10-6 S,Sola Fm. Top,-1617.9,1851,1
8/10-6 S,Tuxen Fm. Top,-1626.83,1864,1
8/10-6 S,Aasgard Fm. Top,-1635.76,1877,1
8/10-6 S,Ula Fm. Top,-1755.72,2051,1
8/10-6 S,SHETLAND GP. Top,-1423.19,1566,1
8/10-6 S,Ekofisk Fm. Top,-1423.19,1566,1
8/10-6 S,Hod Fm. Top,-1531.6,1725,1
8/10-6 S,Tor Fm. Top,-1445.46,1599,1
8/10-6 S,ROGALAND GP. Top,-1287.4,1369,1
8/10-6 S,Lista Fm. Top,-1329.21,1425,1
8/10-6 S,Lista Fm. Top,-1408,1543,2
8/10-6 S,Sele Fm. Top,-1311,1400,1
8/10-6 S,Vidar Fm. Top,-1398.83,1529,1
8/10-6 S,Vaale Fm. Top,-1411.93,1549,1
8/10-6 S,NORDLAND GP. Top,-66,110,1
8/10-6 S,TYNE GP. Top,-1710.02,1985,1
8/10-6 S,Farsund Fm. Top,-1734.19,2020,1
8/10-6 S,Mandal Fm. Top,-1710.02,1985,1
8/10-6 S,HORDALAND GP. Top,-900.68,945,1
8/11-1,Skagerrak Fm. Top,-2838.66,2871,1
8/11-1,Smith Bank Fm. Top,-3148.97,3182,1
8/11-1,CROMER KNOLL GP. Top,-2496.42,2528,1
8/11-1,Roedby Fm. Top,-2496.42,2528,1
8/11-1,Sola Fm. Top,-2542.32,2574,1
8/11-1,Aasgard Fm. Top,-2626.15,2658,1
8/11-1,VESTLAND GP. Top,-2802.75,2835,1
8/11-1,Sandnes Fm. Top,-2802.75,2835,1
8/11-1,SHETLAND GP. Top,-2085.58,2116,1
8/11-1,Blodoeks Fm. Top,-2477.49,2509,1
8/11-1,Ekofisk Fm. Top,-2085.58,2116,1
8/11-1,Hidra Fm. Top,-2480.49,2512,1
8/11-1,Hod Fm. Top,-2376.78,2408,1
8/11-1,Tor Fm. Top,-2112.5,2143,1
8/11-1,ROGALAND GP. Top,-1938,1968,1
8/11-1,Balder Fm. Top,-1938,1968,1
8/11-1,Lista Fm. Top,-2028.72,2059,1
8/11-1,Sele Fm. Top,-1948.94,1979,1
8/11-1,Vaale Fm. Top,-2057.64,2088,1
8/11-1,NORDLAND GP. Top,-63.99,91,1
8/11-1,BOKNFJORD GP. Top,-2774.82,2807,1
8/11-1,Flekkefjord Fm. Top,-2774.82,2807,1
8/11-1,HORDALAND GP. Top,-1009.86,1038,1
8/12-1,Vade Mb. Top,-1055,1089,1
8/12-1,Vade Mb. Top,-1255,1289,2
8/12-1,Vade Mb. Top,-1269,1303,3
8/12-1,Skagerrak Fm. Top,-2779,2813,1
8/12-1,CROMER KNOLL GP. Top,-2306,2340,1
8/12-1,Roedby Fm. Top,-2306,2340,1
8/12-1,Sola Fm. Top,-2334,2368,1
8/12-1,Aasgard Fm. Top,-2389,2423,1
8/12-1,VESTLAND GP. Top,-2629,2663,1
8/12-1,Bryne Fm. Top,-2677,2711,1
8/12-1,Sandnes Fm. Top,-2629,2663,1
8/12-1,SHETLAND GP. Top,-1860,1894,1
8/12-1,Blodoeks Fm. Top,-2259,2293,1
8/12-1,Ekofisk Fm. Top,-1860,1894,1
8/12-1,Hidra Fm. Top,-2266,2300,1
8/12-1,Hod Fm. Top,-2228,2262,1
8/12-1,Tor Fm. Top,-1893,1927,1
8/12-1,ROGALAND GP. Top,-1561,1595,1
8/12-1,Balder Fm. Top,-1561,1595,1
8/12-1,Fiskebank Fm. Top,-1570,1604,1
8/12-1,Lista Fm. Top,-1660,1694,1
8/12-1,Vaale Fm. Top,-1788,1822,1
8/12-1,NORDLAND GP. Top,-63,97,1
8/12-1,BOKNFJORD GP. Top,-2540,2574,1
8/12-1,Flekkefjord Fm. Top,-2540,2574,1
8/12-1,Sauda Fm. Top,-2573,2607,1
8/12-1,Tau Fm. Top,-2627,2661,1
8/12-1,HORDALAND GP. Top,-1006,1040,1
8/3-1,Skagerrak Fm. Top,-2087,2113,1
8/3-1,CROMER KNOLL GP. Top,-1289,1315,1
8/3-1,Aasgard Fm. Top,-1289,1315,1
8/3-1,VESTLAND GP. Top,-2014,2040,1
8/3-1,Sandnes Fm. Top,-2014,2040,1
8/3-1,SHETLAND GP. Top,-1014,1040,1
8/3-1,Ekofisk Fm. Top,-1014,1040,1
8/3-1,Tor Fm. Top,-1064,1090,1
8/3-1,ROGALAND GP. Top,-904,930,1
8/3-1,Balder Fm. Top,-904,930,1
8/3-1,Lista Fm. Top,-949,975,1
8/3-1,Sele Fm. Top,-929,955,1
8/3-1,Vaale Fm. Top,-1004,1030,1
8/3-1,NORDLAND GP. Top,-94,120,1
8/3-1,BOKNFJORD GP. Top,-1602,1628,1
8/3-1,Egersund Fm. Top,-1864,1890,1
8/3-1,Flekkefjord Fm. Top,-1602,1628,1
8/3-1,Sauda Fm. Top,-1632,1658,1
8/3-1,Tau Fm. Top,-1805,1831,1
8/3-1,HORDALAND GP. Top,-449,475,1
8/3-1,BASEMENT Top,-2939,2965,1
8/3-2,Skagerrak Fm. Top,-2394.58,2417,1
8/3-2,CROMER KNOLL GP. Top,-1581.94,1604,1
8/3-2,Sola Fm. Top,-1581.94,1604,1
8/3-2,Aasgard Fm. Top,-1627.93,1650,1
8/3-2,VESTLAND GP. Top,-2352.63,2375,1
8/3-2,Bryne Fm. Top,-2352.63,2375,1
8/3-2,SHETLAND GP. Top,-1092.98,1115,1
8/3-2,Ekofisk Fm. Top,-1092.98,1115,1
8/3-2,Tor Fm. Top,-1129.98,1152,1
8/3-2,ROGALAND GP. Top,-994.98,1017,1
8/3-2,Balder Fm. Top,-994.98,1017,1
8/3-2,Lista Fm. Top,-1027.98,1050,1
8/3-2,Sele Fm. Top,-1016.98,1039,1
8/3-2,NORDLAND GP. Top,-78,100,1
8/3-2,BOKNFJORD GP. Top,-2002.86,2025,1
8/3-2,Egersund Fm. Top,-2267.72,2290,1
8/3-2,Flekkefjord Fm. Top,-2002.86,2025,1
8/3-2,Sauda Fm. Top,-2052.84,2075,1
8/3-2,Tau Fm. Top,-2177.79,2200,1
8/3-2,HORDALAND GP. Top,-464,486,1
8/4-1,Skagerrak Fm. Top,-2487.9,2513,1
8/4-1,CROMER KNOLL GP. Top,-2089.7,2114,1
8/4-1,VESTLAND GP. Top,-2372.25,2397,1
8/4-1,Bryne Fm. Top,-2372.25,2397,1
8/4-1,SHETLAND GP. Top,-1580.86,1605,1
8/4-1,Ekofisk Fm. Top,-1580.86,1605,1
8/4-1,Tor Fm. Top,-1639.83,1664,1
8/4-1,ROGALAND GP. Top,-1427.91,1452,1
8/4-1,Balder Fm. Top,-1427.91,1452,1
8/4-1,Lista Fm. Top,-1471.9,1496,1
8/4-1,Maureen Fm. Top,-1560.86,1585,1
8/4-1,Sele Fm. Top,-1460.9,1485,1
8/4-1,NORDLAND GP. Top,-64,88,1
8/4-1,BOKNFJORD GP. Top,-2326.4,2351,1
8/4-1,Tau Fm. Top,-2326.4,2351,1
8/4-1,HORDALAND GP. Top,-610.96,635,1
8/5-1,HEGRE GP. Top,-2327.37,2371,1
8/5-1,Smith Bank Fm. Top,-2327.37,2371,1
8/5-1,CROMER KNOLL GP. Top,-1958.96,2002,1
8/5-1,Sola Fm. Top,-1958.96,2002,1
8/5-1,Tuxen Fm. Top,-1969.96,2013,1
8/5-1,Aasgard Fm. Top,-1998.95,2042,1
8/5-1,VESTLAND GP. Top,-2295.46,2339,1
8/5-1,Sandnes Fm. Top,-2295.46,2339,1
8/5-1,SHETLAND GP. Top,-1571.98,1615,1
8/5-1,Ekofisk Fm. Top,-1571.98,1615,1
8/5-1,Hod Fm. Top,-1684.98,1728,1
8/5-1,Tor Fm. Top,-1631.98,1675,1
8/5-1,ROGALAND GP. Top,-1341.99,1385,1
8/5-1,Balder Fm. Top,-1341.99,1385,1
8/5-1,Fiskebank Fm. Top,-1385.99,1429,1
8/5-1,Lista Fm. Top,-1439.99,1483,1
8/5-1,Sele Fm. Top,-1361.99,1405,1
8/5-1,Sele Fm. Top,-1417.99,1461,2
8/5-1,Vaale Fm. Top,-1522.98,1566,1
8/5-1,NORDLAND GP. Top,-73,116,1
8/5-1,BOKNFJORD GP. Top,-2132.86,2176,1
8/5-1,Egersund Fm. Top,-2270.55,2314,1
8/5-1,Flekkefjord Fm. Top,-2132.86,2176,1
8/5-1,Sauda Fm. Top,-2161.82,2205,1
8/5-1,Tau Fm. Top,-2216.72,2260,1
8/5-1,HORDALAND GP. Top,-673.99,717,1
8/9-1,CROMER KNOLL GP. Top,-1913.8,1938,1
8/9-1,Roedby Fm. Top,-1913.8,1938,1
8/9-1,Sola Fm. Top,-1928.8,1953,1
8/9-1,Aasgard Fm. Top,-1955.79,1980,1
8/9-1,VESTLAND GP. Top,-2131.66,2156,1
8/9-1,Bryne Fm. Top,-2143.62,2168,1
8/9-1,Sandnes Fm. Top,-2131.66,2156,1
8/9-1,SHETLAND GP. Top,-1467.94,1492,1
8/9-1,Ekofisk Fm. Top,-1467.94,1492,1
8/9-1,Hod Fm. Top,-1782.85,1807,1
8/9-1,Tor Fm. Top,-1510.94,1535,1
8/9-1,ROGALAND GP. Top,-1261.97,1286,1
8/9-1,Balder Fm. Top,-1261.97,1286,1
8/9-1,Fiskebank Fm. Top,-1282.96,1307,1
8/9-1,Lista Fm. Top,-1374.95,1399,1
8/9-1,NORDLAND GP. Top,-69,93,1
8/9-1,BOKNFJORD GP. Top,-2078.74,2103,1
8/9-1,Flekkefjord Fm. Top,-2078.74,2103,1
8/9-1,Sauda Fm. Top,-2098.69,2123,1
8/9-1,HORDALAND GP. Top,-533,557,1
9/1-1 S,HEGRE GP. Top,-2163.1,2484,1
9/1-1 S,Skagerrak Fm. Top,-2163.1,2484,1
9/1-1 S,CROMER KNOLL GP. Top,-1167.22,1229,1
9/1-1 S,Sola Fm. Top,-1167.22,1229,1
9/1-1 S,VESTLAND GP. Top,-2084.37,2392,1
9/1-1 S,Bryne Fm. Top,-2100.72,2411,1
9/1-1 S,Sandnes Fm. Top,-2084.37,2392,1
9/1-1 S,SHETLAND GP. Top,-874.3,900,1
9/1-1 S,Ekofisk Fm. Top,-874.3,900,1
9/1-1 S,Hod Fm. Top,-1160.9,1221,1
9/1-1 S,Tor Fm. Top,-909.41,936,1
9/1-1 S,ROGALAND GP. Top,-797.94,823,1
9/1-1 S,Balder Fm. Top,-797.94,823,1
9/1-1 S,Lista Fm. Top,-847.67,873,1
9/1-1 S,Sele Fm. Top,-824.85,850,1
9/1-1 S,NORDLAND GP. Top,-87,112,1
9/1-1 S,BOKNFJORD GP. Top,-1709.26,1934,1
9/1-1 S,Egersund Fm. Top,-2032.58,2332,1
9/1-1 S,Flekkefjord Fm. Top,-1709.26,1934,1
9/1-1 S,Sauda Fm. Top,-1807.97,2060,1
9/1-1 S,Tau Fm. Top,-1972.64,2262,1
9/1-1 S,HORDALAND GP. Top,-436.97,462,1
9/10-1,SHETLAND GP. Top,-2083,2112,1
9/10-1,Ekofisk Fm. Top,-2083,2112,1
9/10-1,Tor Fm. Top,-2087,2116,1
9/10-1,ROGALAND GP. Top,-1845,1874,1
9/10-1,Balder Fm. Top,-1845,1874,1
9/10-1,Fiskebank Fm. Top,-1855,1884,1
9/10-1,Lista Fm. Top,-1928,1957,1
9/10-1,NORDLAND GP. Top,-59,88,1
9/10-1,HORDALAND GP. Top,-919,948,1
9/11-1,Gassum Fm. Top,-2057,2082,1
9/11-1,Skagerrak Fm. Top,-2096,2121,1
9/11-1,CROMER KNOLL GP. Top,-1743,1768,1
9/11-1,Roedby Fm. Top,-1743,1768,1
9/11-1,Sola Fm. Top,-1765,1790,1
9/11-1,Aasgard Fm. Top,-1834,1859,1
9/11-1,VESTLAND GP. Top,-2015,2040,1
9/11-1,Bryne Fm. Top,-2015,2040,1
9/11-1,SHETLAND GP. Top,-1604,1629,1
9/11-1,Blodoeks Fm. Top,-1741,1766,1
9/11-1,Hod Fm. Top,-1720,1745,1
9/11-1,Tor Fm. Top,-1604,1629,1
9/11-1,ROGALAND GP. Top,-1301,1326,1
9/11-1,Balder Fm. Top,-1301,1326,1
9/11-1,Fiskebank Fm. Top,-1310,1335,1
9/11-1,Lista Fm. Top,-1458,1483,1
9/11-1,NORDLAND GP. Top,-65,90,1
9/11-1,BOKNFJORD GP. Top,-1932,1957,1
9/11-1,Egersund Fm. Top,-1980,2005,1
9/11-1,Flekkefjord Fm. Top,-1932,1957,1
9/11-1,Sauda Fm. Top,-1941,1966,1
9/11-1,Tau Fm. Top,-1968,1993,1
9/11-1,HORDALAND GP. Top,-626,651,1
9/12-1,Borglum Unit Fm. Top,-1979,2005,1
9/12-1,Skagerrak Fm. Top,-2081,2107,1
9/12-1,Smith Bank Fm. Top,-2391,2417,1
9/12-1,CROMER KNOLL GP. Top,-1524,1550,1
9/12-1,Roedby Fm. Top,-1524,1550,1
9/12-1,Tuxen Fm. Top,-1589,1615,1
9/12-1,Aasgard Fm. Top,-1583,1609,1
9/12-1,Aasgard Fm. Top,-1619,1645,2
9/12-1,VESTLAND GP. Top,-2012,2038,1
9/12-1,Bryne Fm. Top,-2024,2050,1
9/12-1,Sandnes Fm. Top,-2012,2038,1
9/12-1,SHETLAND GP. Top,-1141,1167,1
9/12-1,Blodoeks Fm. Top,-1499,1525,1
9/12-1,Ekofisk Fm. Top,-1141,1167,1
9/12-1,Hidra Fm. Top,-1504,1530,1
9/12-1,Hod Fm. Top,-1419,1445,1
9/12-1,Tor Fm. Top,-1196,1222,1
9/12-1,ROGALAND GP. Top,-961,987,1
9/12-1,Balder Fm. Top,-961,987,1
9/12-1,Fiskebank Fm. Top,-985,1011,1
9/12-1,Lista Fm. Top,-1059,1085,1
9/12-1,Vaale Fm. Top,-1112,1138,1
9/12-1,NORDLAND GP. Top,-61,87,1
9/12-1,BOKNFJORD GP. Top,-1879,1905,1
9/12-1,Flekkefjord Fm. Top,-1879,1905,1
9/12-1,Sauda Fm. Top,-1922,1948,1
9/12-1,HORDALAND GP. Top,-374,400,1
9/2-1,Fjerritslev Fm. Top,-3571.46,3601,1
9/2-1,Skagerrak Fm. Top,-3655.36,3685,1
9/2-1,CROMER KNOLL GP. Top,-1452.97,1482,1
9/2-1,Sola Fm. Top,-1452.97,1482,1
9/2-1,Aasgard Fm. Top,-1571.96,1601,1
9/2-1,VESTLAND GP. Top,-3132.69,3162,1
9/2-1,Bryne Fm. Top,-3279.64,3309,1
9/2-1,Sandnes Fm. Top,-3132.69,3162,1
9/2-1,SHETLAND GP. Top,-735.98,765,1
9/2-1,Blodoeks Fm. Top,-1415.97,1445,1
9/2-1,Ekofisk Fm. Top,-735.98,765,1
9/2-1,Hod Fm. Top,-1084.98,1114,1
9/2-1,Tor Fm. Top,-799.98,829,1
9/2-1,ROGALAND GP. Top,-680.98,710,1
9/2-1,Balder Fm. Top,-680.98,710,1
9/2-1,Lista Fm. Top,-710.98,740,1
9/2-1,Sele Fm. Top,-701.98,731,1
9/2-1,Vaale Fm. Top,-726.98,756,1
9/2-1,NORDLAND GP. Top,-99,128,1
9/2-1,BOKNFJORD GP. Top,-2453.9,2483,1
9/2-1,Egersund Fm. Top,-3067.72,3097,1
9/2-1,Flekkefjord Fm. Top,-2453.9,2483,1
9/2-1,Sauda Fm. Top,-2520.9,2550,1
9/2-1,Tau Fm. Top,-2963.84,2993,1
9/2-1,HORDALAND GP. Top,-485.99,515,1
9/2-11,CROMER KNOLL GP. Top,-1132.87,1159,1
9/2-11,Sola Fm. Top,-1132.87,1159,1
9/2-11,Aasgard Fm. Top,-1206.87,1233,1
9/2-11,VESTLAND GP. Top,-2577.82,2629,1
9/2-11,Bryne Fm. Top,-2709.82,2761,1
9/2-11,Sandnes Fm. Top,-2577.82,2629,1
9/2-11,SHETLAND GP. Top,-644.95,671,1
9/2-11,Ekofisk Fm. Top,-644.95,671,1
9/2-11,Hod Fm. Top,-853.9,880,1
9/2-11,Tor Fm. Top,-718.94,745,1
9/2-11,ROGALAND GP. Top,-593.96,620,1
9/2-11,Balder Fm. Top,-593.96,620,1
9/2-11,Lista Fm. Top,-625.95,652,1
9/2-11,Sele Fm. Top,-616.96,643,1
9/2-11,Vaale Fm. Top,-638.95,665,1
9/2-11,NORDLAND GP. Top,-101,127,1
9/2-11,BOKNFJORD GP. Top,-2054.43,2101,1
9/2-11,Egersund Fm. Top,-2522.82,2574,1
9/2-11,Flekkefjord Fm. Top,-2054.43,2101,1
9/2-11,Sauda Fm. Top,-2130.76,2180,1
9/2-11,Tau Fm. Top,-2440.82,2492,1
9/2-11,HORDALAND GP. Top,-426.98,453,1
9/2-2,Fjerritslev Fm. Top,-3450.72,3475,1
9/2-2,Skagerrak Fm. Top,-3473.33,3498,1
9/2-2,CROMER KNOLL GP. Top,-1422.94,1445,1
9/2-2,Sola Fm. Top,-1422.94,1445,1
9/2-2,Aasgard Fm. Top,-1488.93,1511,1
9/2-2,VESTLAND GP. Top,-3100.56,3123,1
9/2-2,Bryne Fm. Top,-3207.45,3230,1
9/2-2,Sandnes Fm. Top,-3100.56,3123,1
9/2-2,SHETLAND GP. Top,-780.97,803,1
9/2-2,Blodoeks Fm. Top,-1402.94,1425,1
9/2-2,Ekofisk Fm. Top,-780.97,803,1
9/2-2,Hod Fm. Top,-1138.96,1161,1
9/2-2,Tor Fm. Top,-850.97,873,1
9/2-2,ROGALAND GP. Top,-724.97,747,1
9/2-2,Balder Fm. Top,-724.97,747,1
9/2-2,Lista Fm. Top,-755.97,778,1
9/2-2,Sele Fm. Top,-747.97,770,1
9/2-2,Vaale Fm. Top,-772.97,795,1
9/2-2,NORDLAND GP. Top,-99,121,1
9/2-2,BOKNFJORD GP. Top,-2358.83,2381,1
9/2-2,Egersund Fm. Top,-3039.62,3062,1
9/2-2,Flekkefjord Fm. Top,-2358.83,2381,1
9/2-2,Sauda Fm. Top,-2424.83,2447,1
9/2-2,Tau Fm. Top,-2934.7,2957,1
9/2-2,HORDALAND GP. Top,-383.98,406,1
9/2-3,CROMER KNOLL GP. Top,-1885.9,1911,1
9/2-3,Roedby Fm. Top,-1885.9,1911,1
9/2-3,Sola Fm. Top,-1906.89,1932,1
9/2-3,Aasgard Fm. Top,-2001.86,2027,1
9/2-3,VESTLAND GP. Top,-3226.41,3252,1
9/2-3,Bryne Fm. Top,-3347.27,3373,1
9/2-3,Sandnes Fm. Top,-3226.41,3252,1
9/2-3,SHETLAND GP. Top,-1005.97,1031,1
9/2-3,Blodoeks Fm. Top,-1841.92,1867,1
9/2-3,Ekofisk Fm. Top,-1005.97,1031,1
9/2-3,Hod Fm. Top,-1397.95,1423,1
9/2-3,Tor Fm. Top,-1113.96,1139,1
9/2-3,ROGALAND GP. Top,-912.97,938,1
9/2-3,Balder Fm. Top,-912.97,938,1
9/2-3,Lista Fm. Top,-960.97,986,1
9/2-3,Sele Fm. Top,-937.97,963,1
9/2-3,Vaale Fm. Top,-999.97,1025,1
9/2-3,NORDLAND GP. Top,-79,104,1
9/2-3,BOKNFJORD GP. Top,-2599.65,2625,1
9/2-3,Egersund Fm. Top,-3162.47,3188,1
9/2-3,Flekkefjord Fm. Top,-2599.65,2625,1
9/2-3,Sauda Fm. Top,-2773.57,2799,1
9/2-3,Tau Fm. Top,-3072.51,3098,1
