,SitID,Formation,MD,Quality,UWI,DATUM,GL,EREF,UNIT,datum,UWI (AGS),TVDSS
15203,112434,14000,513.3,1,00/07-26-080-02W5/0,602.254,602.254,605.607,M,605.607,0805022607000,92.30700000000002
15207,112436,4000,518.0,3,00/11-12-080-05W5/0,637.6419999999999,633.984,637.6419999999999,M,637.6419999999999,0805051211000,119.64199999999994
15208,112436,5000,543.2,1,00/11-12-080-05W5/0,637.6419999999999,633.984,637.6419999999999,M,637.6419999999999,0805051211000,94.4419999999999
15209,112436,6000,547.4,1,00/11-12-080-05W5/0,637.6419999999999,633.984,637.6419999999999,M,637.6419999999999,0805051211000,90.24199999999996
15211,112436,9000,561.0,3,00/11-12-080-05W5/0,637.6419999999999,633.984,637.6419999999999,M,637.6419999999999,0805051211000,76.64199999999994
15212,112436,9500,561.0,3,00/11-12-080-05W5/0,637.6419999999999,633.984,637.6419999999999,M,637.6419999999999,0805051211000,76.64199999999994
15213,112436,10000,564.0,1,00/11-12-080-05W5/0,637.6419999999999,633.984,637.6419999999999,M,637.6419999999999,0805051211000,73.64199999999994
15214,112436,11000,564.0,1,00/11-12-080-05W5/0,637.6419999999999,633.984,637.6419999999999,M,637.6419999999999,0805051211000,73.64199999999994
15215,112436,12000,564.0,1,00/11-12-080-05W5/0,637.6419999999999,633.984,637.6419999999999,M,637.6419999999999,0805051211000,73.64199999999994
15216,112436,13000,564.0,1,00/11-12-080-05W5/0,637.6419999999999,633.984,637.6419999999999,M,637.6419999999999,0805051211000,73.64199999999994
15217,112436,14000,604.0,1,00/11-12-080-05W5/0,637.6419999999999,633.984,637.6419999999999,M,637.6419999999999,0805051211000,33.64199999999994
15222,112990,5000,198.42,1,00/11-11-081-02W4/0,505.968,502.92,505.968,M,505.968,0814021111000,307.548
15224,112990,7000,209.7,1,00/11-11-081-02W4/0,505.968,502.92,505.968,M,505.968,0814021111000,296.26800000000003
15225,112990,9000,214.58,2,00/11-11-081-02W4/0,505.968,502.92,505.968,M,505.968,0814021111000,291.38800000000003
15226,112990,9500,214.58,2,00/11-11-081-02W4/0,505.968,502.92,505.968,M,505.968,0814021111000,291.38800000000003
15227,112990,10000,217.02,1,00/11-11-081-02W4/0,505.968,502.92,505.968,M,505.968,0814021111000,288.948
15228,112990,11000,221.28,2,00/11-11-081-02W4/0,505.968,502.92,505.968,M,505.968,0814021111000,284.688
15229,112990,12000,226.77,1,00/11-11-081-02W4/0,505.968,502.92,505.968,M,505.968,0814021111000,279.198
15230,112990,13000,226.77,1,00/11-11-081-02W4/0,505.968,502.92,505.968,M,505.968,0814021111000,279.198
15231,112990,14000,290.17,1,00/11-11-081-02W4/0,505.968,502.92,505.968,M,505.968,0814021111000,215.798
15236,112991,5000,169.0,1,00/10-29-081-02W4/0,477.0,474.0,477.0,M,477.0,0814022910000,308.0
15238,112991,7000,181.0,1,00/10-29-081-02W4/0,477.0,474.0,477.0,M,477.0,0814022910000,296.0
15239,112991,9000,186.0,1,00/10-29-081-02W4/0,477.0,474.0,477.0,M,477.0,0814022910000,291.0
15240,112991,9500,186.0,1,00/10-29-081-02W4/0,477.0,474.0,477.0,M,477.0,0814022910000,291.0
15241,112991,10000,188.0,1,00/10-29-081-02W4/0,477.0,474.0,477.0,M,477.0,0814022910000,289.0
15242,112991,11000,190.0,3,00/10-29-081-02W4/0,477.0,474.0,477.0,M,477.0,0814022910000,287.0
15243,112991,12000,197.0,1,00/10-29-081-02W4/0,477.0,474.0,477.0,M,477.0,0814022910000,280.0
15244,112991,13000,197.0,1,00/10-29-081-02W4/0,477.0,474.0,477.0,M,477.0,0814022910000,280.0
15245,112991,14000,260.0,1,00/10-29-081-02W4/0,477.0,474.0,477.0,M,477.0,0814022910000,217.0
15250,112992,5000,197.51,1,00/11-11-081-03W4/0,467.86800000000005,464.82,467.86800000000005,M,467.86800000000005,0814031111000,270.35800000000006
15252,112992,7000,209.7,1,00/11-11-081-03W4/0,467.86800000000005,464.82,467.86800000000005,M,467.86800000000005,0814031111000,258.16800000000006
15253,112992,9000,213.36,2,00/11-11-081-03W4/0,467.86800000000005,464.82,467.86800000000005,M,467.86800000000005,0814031111000,254.50800000000004
15254,112992,9500,213.36,2,00/11-11-081-03W4/0,467.86800000000005,464.82,467.86800000000005,M,467.86800000000005,0814031111000,254.50800000000004
15255,112992,10000,216.41,2,00/11-11-081-03W4/0,467.86800000000005,464.82,467.86800000000005,M,467.86800000000005,0814031111000,251.45800000000006
15256,112992,11000,218.54,2,00/11-11-081-03W4/0,467.86800000000005,464.82,467.86800000000005,M,467.86800000000005,0814031111000,249.32800000000006
15257,112992,12000,224.64,1,00/11-11-081-03W4/0,467.86800000000005,464.82,467.86800000000005,M,467.86800000000005,0814031111000,243.22800000000007
15258,112992,13000,224.64,1,00/11-11-081-03W4/0,467.86800000000005,464.82,467.86800000000005,M,467.86800000000005,0814031111000,243.22800000000007
15259,112992,14000,309.07,1,00/11-11-081-03W4/0,467.86800000000005,464.82,467.86800000000005,M,467.86800000000005,0814031111000,158.79800000000006
15264,112993,5000,176.48,1,00/10-25-081-03W4/0,476.707,473.659,476.707,M,476.707,0814032510000,300.227
15266,112993,7000,187.15,1,00/10-25-081-03W4/0,476.707,473.659,476.707,M,476.707,0814032510000,289.557
15267,112993,9000,192.02,2,00/10-25-081-03W4/0,476.707,473.659,476.707,M,476.707,0814032510000,284.687
15268,112993,9500,192.02,2,00/10-25-081-03W4/0,476.707,473.659,476.707,M,476.707,0814032510000,284.687
15269,112993,10000,195.07,2,00/10-25-081-03W4/0,476.707,473.659,476.707,M,476.707,0814032510000,281.637
15270,112993,11000,197.82,2,00/10-25-081-03W4/0,476.707,473.659,476.707,M,476.707,0814032510000,278.887
15271,112993,12000,202.69,1,00/10-25-081-03W4/0,476.707,473.659,476.707,M,476.707,0814032510000,274.017
15272,112993,13000,202.69,1,00/10-25-081-03W4/0,476.707,473.659,476.707,M,476.707,0814032510000,274.017
15273,112993,14000,259.69,1,00/10-25-081-03W4/0,476.707,473.659,476.707,M,476.707,0814032510000,217.017
15278,112994,5000,167.0,1,00/11-04-081-04W4/0,447.2,443.7,447.2,M,447.2,0814040411000,280.2
15280,112994,7000,178.5,1,00/11-04-081-04W4/0,447.2,443.7,447.2,M,447.2,0814040411000,268.7
15281,112994,9000,182.0,1,00/11-04-081-04W4/0,447.2,443.7,447.2,M,447.2,0814040411000,265.2
15282,112994,9500,182.0,1,00/11-04-081-04W4/0,447.2,443.7,447.2,M,447.2,0814040411000,265.2
15283,112994,10000,186.0,1,00/11-04-081-04W4/0,447.2,443.7,447.2,M,447.2,0814040411000,261.2
15284,112994,11000,188.0,2,00/11-04-081-04W4/0,447.2,443.7,447.2,M,447.2,0814040411000,259.2
15285,112994,12000,193.0,1,00/11-04-081-04W4/0,447.2,443.7,447.2,M,447.2,0814040411000,254.2
15286,112994,13000,193.0,1,00/11-04-081-04W4/0,447.2,443.7,447.2,M,447.2,0814040411000,254.2
15287,112994,14000,267.0,1,00/11-04-081-04W4/0,447.2,443.7,447.2,M,447.2,0814040411000,180.2
15292,112998,5000,161.0,1,00/12-17-081-04W4/0,445.1,441.6,445.1,M,445.1,0814041712000,284.1
15294,112998,7000,172.0,1,00/12-17-081-04W4/0,445.1,441.6,445.1,M,445.1,0814041712000,273.1
15295,112998,9000,177.0,2,00/12-17-081-04W4/0,445.1,441.6,445.1,M,445.1,0814041712000,268.1
15296,112998,9500,177.0,2,00/12-17-081-04W4/0,445.1,441.6,445.1,M,445.1,0814041712000,268.1
15297,112998,10000,179.5,1,00/12-17-081-04W4/0,445.1,441.6,445.1,M,445.1,0814041712000,265.6
15298,112998,11000,182.0,2,00/12-17-081-04W4/0,445.1,441.6,445.1,M,445.1,0814041712000,263.1
15299,112998,12000,187.0,1,00/12-17-081-04W4/0,445.1,441.6,445.1,M,445.1,0814041712000,258.1
15300,112998,13000,187.0,1,00/12-17-081-04W4/0,445.1,441.6,445.1,M,445.1,0814041712000,258.1
15301,112998,14000,269.0,1,00/12-17-081-04W4/0,445.1,441.6,445.1,M,445.1,0814041712000,176.10000000000002
15306,113003,5000,174.0,1,00/11-27-081-04W4/0,468.27,464.62,468.27,M,468.27,0814042711000,294.27
15308,113003,7000,185.0,1,00/11-27-081-04W4/0,468.27,464.62,468.27,M,468.27,0814042711000,283.27
15309,113003,9000,190.0,2,00/11-27-081-04W4/0,468.27,464.62,468.27,M,468.27,0814042711000,278.27
15310,113003,9500,190.0,2,00/11-27-081-04W4/0,468.27,464.62,468.27,M,468.27,0814042711000,278.27
15311,113003,10000,192.0,2,00/11-27-081-04W4/0,468.27,464.62,468.27,M,468.27,0814042711000,276.27
15312,113003,11000,194.0,2,00/11-27-081-04W4/0,468.27,464.62,468.27,M,468.27,0814042711000,274.27
15313,113003,12000,200.5,1,00/11-27-081-04W4/0,468.27,464.62,468.27,M,468.27,0814042711000,267.77
15314,113003,13000,200.5,1,00/11-27-081-04W4/0,468.27,464.62,468.27,M,468.27,0814042711000,267.77
15315,113003,14000,261.0,1,00/11-27-081-04W4/0,468.27,464.62,468.27,M,468.27,0814042711000,207.26999999999998
15320,113008,5000,165.0,1,00/11-35-081-04W4/0,459.5,456.1,459.5,M,459.5,0814043511000,294.5
15322,113008,7000,176.0,1,00/11-35-081-04W4/0,459.5,456.1,459.5,M,459.5,0814043511000,283.5
15325,113008,10000,183.5,2,00/11-35-081-04W4/0,459.5,456.1,459.5,M,459.5,0814043511000,276.0
15326,113008,11000,186.5,2,00/11-35-081-04W4/0,459.5,456.1,459.5,M,459.5,0814043511000,273.0
15327,113008,12000,192.5,1,00/11-35-081-04W4/0,459.5,456.1,459.5,M,459.5,0814043511000,267.0
15328,113008,13000,192.5,1,00/11-35-081-04W4/0,459.5,456.1,459.5,M,459.5,0814043511000,267.0
15329,113008,14000,259.0,1,00/11-35-081-04W4/0,459.5,456.1,459.5,M,459.5,0814043511000,200.5
15348,113012,5000,182.88,1,00/10-13-081-05W4/0,468.782,465.73400000000004,468.782,M,468.782,0814051310000,285.902
15350,113012,7000,193.85,1,00/10-13-081-05W4/0,468.782,465.73400000000004,468.782,M,468.782,0814051310000,274.932
15351,113012,9000,198.12,2,00/10-13-081-05W4/0,468.782,465.73400000000004,468.782,M,468.782,0814051310000,270.662
15352,113012,9500,198.12,2,00/10-13-081-05W4/0,468.782,465.73400000000004,468.782,M,468.782,0814051310000,270.662
15353,113012,10000,201.17,2,00/10-13-081-05W4/0,468.782,465.73400000000004,468.782,M,468.782,0814051310000,267.61199999999997
15354,113012,11000,203.0,2,00/10-13-081-05W4/0,468.782,465.73400000000004,468.782,M,468.782,0814051310000,265.782
15355,113012,12000,207.26,1,00/10-13-081-05W4/0,468.782,465.73400000000004,468.782,M,468.782,0814051310000,261.522
15356,113012,13000,207.26,1,00/10-13-081-05W4/0,468.782,465.73400000000004,468.782,M,468.782,0814051310000,261.522
15357,113012,14000,281.94,1,00/10-13-081-05W4/0,468.782,465.73400000000004,468.782,M,468.782,0814051310000,186.84199999999998
15362,113013,5000,194.0,1,AA/11-19-081-05W4/0,491.5,487.0,491.5,M,491.5,0814051911AA0,297.5
15364,113013,7000,203.0,1,AA/11-19-081-05W4/0,491.5,487.0,491.5,M,491.5,0814051911AA0,288.5
15365,113013,9000,210.0,3,AA/11-19-081-05W4/0,491.5,487.0,491.5,M,491.5,0814051911AA0,281.5
15366,113013,9500,210.0,3,AA/11-19-081-05W4/0,491.5,487.0,491.5,M,491.5,0814051911AA0,281.5
15367,113013,10000,211.0,3,AA/11-19-081-05W4/0,491.5,487.0,491.5,M,491.5,0814051911AA0,280.5
15368,113013,11000,213.0,2,AA/11-19-081-05W4/0,491.5,487.0,491.5,M,491.5,0814051911AA0,278.5
15369,113013,12000,217.0,1,AA/11-19-081-05W4/0,491.5,487.0,491.5,M,491.5,0814051911AA0,274.5
15370,113013,13000,217.0,1,AA/11-19-081-05W4/0,491.5,487.0,491.5,M,491.5,0814051911AA0,274.5
15371,113013,14000,291.0,1,AA/11-19-081-05W4/0,491.5,487.0,491.5,M,491.5,0814051911AA0,200.5
15376,113019,5000,221.5,1,00/07-07-081-06W4/0,516.08,512.58,516.08,M,516.08,0814060707000,294.58000000000004
15378,113019,7000,232.0,1,00/07-07-081-06W4/0,516.08,512.58,516.08,M,516.08,0814060707000,284.08000000000004
15379,113019,9000,236.0,2,00/07-07-081-06W4/0,516.08,512.58,516.08,M,516.08,0814060707000,280.08000000000004
15380,113019,9500,236.0,2,00/07-07-081-06W4/0,516.08,512.58,516.08,M,516.08,0814060707000,280.08000000000004
15381,113019,10000,239.5,2,00/07-07-081-06W4/0,516.08,512.58,516.08,M,516.08,0814060707000,276.58000000000004
15382,113019,11000,242.0,2,00/07-07-081-06W4/0,516.08,512.58,516.08,M,516.08,0814060707000,274.08000000000004
15383,113019,12000,247.0,1,00/07-07-081-06W4/0,516.08,512.58,516.08,M,516.08,0814060707000,269.08000000000004
15384,113019,13000,247.0,1,00/07-07-081-06W4/0,516.08,512.58,516.08,M,516.08,0814060707000,269.08000000000004
15385,113019,14000,301.0,1,00/07-07-081-06W4/0,516.08,512.58,516.08,M,516.08,0814060707000,215.08000000000004
15386,113025,1000,205.0,1,AA/10-05-081-07W4/0,608.48,604.88,608.48,M,608.48,0814070510AA0,403.48
15390,113025,5000,347.0,1,AA/10-05-081-07W4/0,608.48,604.88,608.48,M,608.48,0814070510AA0,261.48
15392,113025,7000,359.0,1,AA/10-05-081-07W4/0,608.48,604.88,608.48,M,608.48,0814070510AA0,249.48000000000002
15393,113025,9000,362.0,2,AA/10-05-081-07W4/0,608.48,604.88,608.48,M,608.48,0814070510AA0,246.48000000000002
15394,113025,9500,362.0,2,AA/10-05-081-07W4/0,608.48,604.88,608.48,M,608.48,0814070510AA0,246.48000000000002
15395,113025,10000,366.0,2,AA/10-05-081-07W4/0,608.48,604.88,608.48,M,608.48,0814070510AA0,242.48000000000002
15396,113025,11000,367.0,2,AA/10-05-081-07W4/0,608.48,604.88,608.48,M,608.48,0814070510AA0,241.48000000000002
15397,113025,12000,371.5,1,AA/10-05-081-07W4/0,608.48,604.88,608.48,M,608.48,0814070510AA0,236.98000000000002
15398,113025,13000,371.5,1,AA/10-05-081-07W4/0,608.48,604.88,608.48,M,608.48,0814070510AA0,236.98000000000002
15399,113025,14000,431.5,1,AA/10-05-081-07W4/0,608.48,604.88,608.48,M,608.48,0814070510AA0,176.98000000000002
15400,113027,1000,118.5,1,00/07-12-081-07W4/0,551.5,548.0,551.5,M,551.5,0814071207000,433.0
15404,113027,5000,254.0,1,00/07-12-081-07W4/0,551.5,548.0,551.5,M,551.5,0814071207000,297.5
15406,113027,7000,269.0,1,00/07-12-081-07W4/0,551.5,548.0,551.5,M,551.5,0814071207000,282.5
15409,113027,10000,276.5,2,00/07-12-081-07W4/0,551.5,548.0,551.5,M,551.5,0814071207000,275.0
15410,113027,11000,278.0,2,00/07-12-081-07W4/0,551.5,548.0,551.5,M,551.5,0814071207000,273.5
15411,113027,12000,283.5,1,00/07-12-081-07W4/0,551.5,548.0,551.5,M,551.5,0814071207000,268.0
15412,113027,13000,283.5,1,00/07-12-081-07W4/0,551.5,548.0,551.5,M,551.5,0814071207000,268.0
15413,113027,14000,339.0,1,00/07-12-081-07W4/0,551.5,548.0,551.5,M,551.5,0814071207000,212.5
15414,113028,1000,221.5,1,00/10-27-081-07W4/0,659.9,656.2,659.9,M,659.9,0814072710000,438.4
15418,113028,5000,362.0,1,00/10-27-081-07W4/0,659.9,656.2,659.9,M,659.9,0814072710000,297.9
15420,113028,7000,374.0,1,00/10-27-081-07W4/0,659.9,656.2,659.9,M,659.9,0814072710000,285.9
15423,113028,10000,380.5,2,00/10-27-081-07W4/0,659.9,656.2,659.9,M,659.9,0814072710000,279.4
15424,113028,11000,382.0,2,00/10-27-081-07W4/0,659.9,656.2,659.9,M,659.9,0814072710000,277.9
15425,113028,12000,386.5,2,00/10-27-081-07W4/0,659.9,656.2,659.9,M,659.9,0814072710000,273.4
15426,113028,13000,386.5,2,00/10-27-081-07W4/0,659.9,656.2,659.9,M,659.9,0814072710000,273.4
15427,113028,14000,446.5,1,00/10-27-081-07W4/0,659.9,656.2,659.9,M,659.9,0814072710000,213.39999999999998
15428,113034,1000,276.5,1,AA/10-23-081-08W4/0,738.85,735.25,738.85,M,738.85,0814082310AA0,462.35
15432,113034,5000,419.0,1,AA/10-23-081-08W4/0,738.85,735.25,738.85,M,738.85,0814082310AA0,319.85
15434,113034,7000,431.0,1,AA/10-23-081-08W4/0,738.85,735.25,738.85,M,738.85,0814082310AA0,307.85
15437,113034,10000,438.0,1,AA/10-23-081-08W4/0,738.85,735.25,738.85,M,738.85,0814082310AA0,300.85
15438,113034,11000,439.5,2,AA/10-23-081-08W4/0,738.85,735.25,738.85,M,738.85,0814082310AA0,299.35
15439,113034,12000,443.0,1,AA/10-23-081-08W4/0,738.85,735.25,738.85,M,738.85,0814082310AA0,295.85
15440,113034,13000,443.0,1,AA/10-23-081-08W4/0,738.85,735.25,738.85,M,738.85,0814082310AA0,295.85
15441,113034,14000,488.0,1,AA/10-23-081-08W4/0,738.85,735.25,738.85,M,738.85,0814082310AA0,250.85000000000002
15442,113035,1000,274.32,1,00/11-29-081-08W4/0,712.622,708.965,712.622,M,712.622,0814082911000,438.30199999999996
15446,113035,5000,407.82,1,00/11-29-081-08W4/0,712.622,708.965,712.622,M,712.622,0814082911000,304.80199999999996
15448,113035,7000,418.8,1,00/11-29-081-08W4/0,712.622,708.965,712.622,M,712.622,0814082911000,293.82199999999995
15449,113035,9000,421.54,3,00/11-29-081-08W4/0,712.622,708.965,712.622,M,712.622,0814082911000,291.08199999999994
15450,113035,9500,421.54,3,00/11-29-081-08W4/0,712.622,708.965,712.622,M,712.622,0814082911000,291.08199999999994
15451,113035,10000,424.28,3,00/11-29-081-08W4/0,712.622,708.965,712.622,M,712.622,0814082911000,288.342
15452,113035,11000,426.72,3,00/11-29-081-08W4/0,712.622,708.965,712.622,M,712.622,0814082911000,285.90199999999993
15453,113035,12000,430.07,2,00/11-29-081-08W4/0,712.622,708.965,712.622,M,712.622,0814082911000,282.55199999999996
15454,113035,13000,430.07,2,00/11-29-081-08W4/0,712.622,708.965,712.622,M,712.622,0814082911000,282.55199999999996
15455,113035,14000,478.84,1,00/11-29-081-08W4/0,712.622,708.965,712.622,M,712.622,0814082911000,233.78199999999998
15456,113040,1000,279.81,1,00/10-03-081-09W4/0,706.039,702.2589999999999,706.039,M,706.039,0814090310000,426.229
15460,113040,5000,418.8,1,00/10-03-081-09W4/0,706.039,702.2589999999999,706.039,M,706.039,0814090310000,287.239
15462,113040,7000,429.16,1,00/10-03-081-09W4/0,706.039,702.2589999999999,706.039,M,706.039,0814090310000,276.87899999999996
15463,113040,9000,433.43,3,00/10-03-081-09W4/0,706.039,702.2589999999999,706.039,M,706.039,0814090310000,272.609
15464,113040,9500,433.43,3,00/10-03-081-09W4/0,706.039,702.2589999999999,706.039,M,706.039,0814090310000,272.609
15465,113040,10000,435.86,2,00/10-03-081-09W4/0,706.039,702.2589999999999,706.039,M,706.039,0814090310000,270.179
15466,113040,11000,438.3,3,00/10-03-081-09W4/0,706.039,702.2589999999999,706.039,M,706.039,0814090310000,267.739
15467,113040,12000,439.52,1,00/10-03-081-09W4/0,706.039,702.2589999999999,706.039,M,706.039,0814090310000,266.519
15468,113040,13000,439.52,1,00/10-03-081-09W4/0,706.039,702.2589999999999,706.039,M,706.039,0814090310000,266.519
15469,113040,14000,492.56,1,00/10-03-081-09W4/0,706.039,702.2589999999999,706.039,M,706.039,0814090310000,213.47899999999998
15470,113044,1000,265.18,1,00/04-15-081-09W4/0,705.3380000000001,701.528,705.3380000000001,M,705.3380000000001,0814091504000,440.1580000000001
15474,113044,5000,403.56,1,00/04-15-081-09W4/0,705.3380000000001,701.528,705.3380000000001,M,705.3380000000001,0814091504000,301.7780000000001
15476,113044,7000,414.53,1,00/04-15-081-09W4/0,705.3380000000001,701.528,705.3380000000001,M,705.3380000000001,0814091504000,290.8080000000001
15477,113044,9000,420.62,2,00/04-15-081-09W4/0,705.3380000000001,701.528,705.3380000000001,M,705.3380000000001,0814091504000,284.7180000000001
15478,113044,9500,420.62,2,00/04-15-081-09W4/0,705.3380000000001,701.528,705.3380000000001,M,705.3380000000001,0814091504000,284.7180000000001
15479,113044,10000,422.45,2,00/04-15-081-09W4/0,705.3380000000001,701.528,705.3380000000001,M,705.3380000000001,0814091504000,282.8880000000001
15480,113044,11000,424.28,3,00/04-15-081-09W4/0,705.3380000000001,701.528,705.3380000000001,M,705.3380000000001,0814091504000,281.0580000000001
15481,113044,12000,424.28,3,00/04-15-081-09W4/0,705.3380000000001,701.528,705.3380000000001,M,705.3380000000001,0814091504000,281.0580000000001
15482,113044,13000,424.28,3,00/04-15-081-09W4/0,705.3380000000001,701.528,705.3380000000001,M,705.3380000000001,0814091504000,281.0580000000001
15483,113044,14000,477.32,1,00/04-15-081-09W4/0,705.3380000000001,701.528,705.3380000000001,M,705.3380000000001,0814091504000,228.0180000000001
15484,113048,1000,268.83,1,00/06-25-081-09W4/0,709.8789999999999,706.3439999999999,709.8789999999999,M,709.8789999999999,0814092506000,441.0489999999999
15488,113048,5000,405.38,1,00/06-25-081-09W4/0,709.8789999999999,706.3439999999999,709.8789999999999,M,709.8789999999999,0814092506000,304.4989999999999
15490,113048,7000,418.19,1,00/06-25-081-09W4/0,709.8789999999999,706.3439999999999,709.8789999999999,M,709.8789999999999,0814092506000,291.6889999999999
15491,113048,9000,420.93,2,00/06-25-081-09W4/0,709.8789999999999,706.3439999999999,709.8789999999999,M,709.8789999999999,0814092506000,288.9489999999999
15492,113048,9500,420.93,2,00/06-25-081-09W4/0,709.8789999999999,706.3439999999999,709.8789999999999,M,709.8789999999999,0814092506000,288.9489999999999
15493,113048,10000,423.98,2,00/06-25-081-09W4/0,709.8789999999999,706.3439999999999,709.8789999999999,M,709.8789999999999,0814092506000,285.8989999999999
15494,113048,11000,426.72,3,00/06-25-081-09W4/0,709.8789999999999,706.3439999999999,709.8789999999999,M,709.8789999999999,0814092506000,283.1589999999999
15495,113048,12000,428.55,2,00/06-25-081-09W4/0,709.8789999999999,706.3439999999999,709.8789999999999,M,709.8789999999999,0814092506000,281.3289999999999
