,SitID,Formation,MD,Quality,UWI,DATUM,GL,EREF,UNIT,datum,UWI (AGS),TVDSS
14905,112383,10000,383.44,1,00/10-18-080-20W4/0,579.2719999999999,579.2719999999999,582.778,M,582.778,0804201810000,199.33800000000002
14906,112383,11000,387.71,2,00/10-18-080-20W4/0,579.2719999999999,579.2719999999999,582.778,M,582.778,0804201810000,195.06800000000004
14907,112383,12000,387.71,2,00/10-18-080-20W4/0,579.2719999999999,579.2719999999999,582.778,M,582.778,0804201810000,195.06800000000004
14908,112383,13000,387.71,2,00/10-18-080-20W4/0,579.2719999999999,579.2719999999999,582.778,M,582.778,0804201810000,195.06800000000004
14909,112383,14000,410.26,2,00/10-18-080-20W4/0,579.2719999999999,579.2719999999999,582.778,M,582.778,0804201810000,172.51800000000003
14910,112385,1000,190.2,1,00/10-32-080-20W4/0,578.815,578.815,581.254,M,581.254,0804203210000,391.05400000000003
14913,112385,4000,341.38,1,00/10-32-080-20W4/0,578.815,578.815,581.254,M,581.254,0804203210000,239.87400000000002
14914,112385,5000,359.05,1,00/10-32-080-20W4/0,578.815,578.815,581.254,M,581.254,0804203210000,222.204
14916,112385,7000,364.54,2,00/10-32-080-20W4/0,578.815,578.815,581.254,M,581.254,0804203210000,216.714
14917,112385,9000,372.47,1,00/10-32-080-20W4/0,578.815,578.815,581.254,M,581.254,0804203210000,208.784
14918,112385,9500,372.47,1,00/10-32-080-20W4/0,578.815,578.815,581.254,M,581.254,0804203210000,208.784
14919,112385,10000,375.51,1,00/10-32-080-20W4/0,578.815,578.815,581.254,M,581.254,0804203210000,205.74400000000003
14920,112385,11000,377.95,3,00/10-32-080-20W4/0,578.815,578.815,581.254,M,581.254,0804203210000,203.30400000000003
14921,112385,12000,377.95,3,00/10-32-080-20W4/0,578.815,578.815,581.254,M,581.254,0804203210000,203.30400000000003
14922,112385,13000,377.95,3,00/10-32-080-20W4/0,578.815,578.815,581.254,M,581.254,0804203210000,203.30400000000003
14923,112385,14000,384.66,1,00/10-32-080-20W4/0,578.815,578.815,581.254,M,581.254,0804203210000,196.594
14924,112386,1000,185.93,1,00/10-35-080-20W4/0,581.254,581.254,578.053,M,578.053,0804203510000,392.123
14927,112386,4000,338.94,1,00/10-35-080-20W4/0,581.254,581.254,578.053,M,578.053,0804203510000,239.113
14928,112386,5000,357.23,1,00/10-35-080-20W4/0,581.254,581.254,578.053,M,578.053,0804203510000,220.82299999999998
14929,112386,6000,363.32,1,00/10-35-080-20W4/0,581.254,581.254,578.053,M,578.053,0804203510000,214.733
14931,112386,9000,370.64,1,00/10-35-080-20W4/0,581.254,581.254,578.053,M,578.053,0804203510000,207.413
14932,112386,9500,370.64,1,00/10-35-080-20W4/0,581.254,581.254,578.053,M,578.053,0804203510000,207.413
14933,112386,10000,373.68,1,00/10-35-080-20W4/0,581.254,581.254,578.053,M,578.053,0804203510000,204.373
14934,112386,11000,376.12,3,00/10-35-080-20W4/0,581.254,581.254,578.053,M,578.053,0804203510000,201.933
14935,112386,12000,376.12,3,00/10-35-080-20W4/0,581.254,581.254,578.053,M,578.053,0804203510000,201.933
14936,112386,13000,376.12,3,00/10-35-080-20W4/0,581.254,581.254,578.053,M,578.053,0804203510000,201.933
14937,112386,14000,378.56,1,00/10-35-080-20W4/0,581.254,581.254,578.053,M,578.053,0804203510000,199.493
14938,112387,1000,217.0,1,00/01-08-080-21W4/0,583.3,583.3,587.0,M,587.0,0804210801000,370.0
14941,112387,4000,367.0,1,00/01-08-080-21W4/0,583.3,583.3,587.0,M,587.0,0804210801000,220.0
14942,112387,5000,388.5,1,00/01-08-080-21W4/0,583.3,583.3,587.0,M,587.0,0804210801000,198.5
14944,112387,7000,394.0,3,00/01-08-080-21W4/0,583.3,583.3,587.0,M,587.0,0804210801000,193.0
14945,112387,9000,404.0,1,00/01-08-080-21W4/0,583.3,583.3,587.0,M,587.0,0804210801000,183.0
14946,112387,9500,404.0,1,00/01-08-080-21W4/0,583.3,583.3,587.0,M,587.0,0804210801000,183.0
14947,112387,10000,407.0,1,00/01-08-080-21W4/0,583.3,583.3,587.0,M,587.0,0804210801000,180.0
14948,112387,11000,411.0,1,00/01-08-080-21W4/0,583.3,583.3,587.0,M,587.0,0804210801000,176.0
14949,112387,12000,411.0,1,00/01-08-080-21W4/0,583.3,583.3,587.0,M,587.0,0804210801000,176.0
14950,112387,13000,411.0,1,00/01-08-080-21W4/0,583.3,583.3,587.0,M,587.0,0804210801000,176.0
14951,112387,14000,443.5,1,00/01-08-080-21W4/0,583.3,583.3,587.0,M,587.0,0804210801000,143.5
14952,112388,1000,220.07,1,00/11-09-080-21W4/0,584.545,584.545,588.0509999999999,M,588.0509999999999,0804210911000,367.98099999999994
14955,112388,4000,366.37,1,00/11-09-080-21W4/0,584.545,584.545,588.0509999999999,M,588.0509999999999,0804210911000,221.68099999999993
14956,112388,5000,387.71,2,00/11-09-080-21W4/0,584.545,584.545,588.0509999999999,M,588.0509999999999,0804210911000,200.34099999999995
14957,112388,6000,392.58,1,00/11-09-080-21W4/0,584.545,584.545,588.0509999999999,M,588.0509999999999,0804210911000,195.47099999999995
14959,112388,9000,402.34,1,00/11-09-080-21W4/0,584.545,584.545,588.0509999999999,M,588.0509999999999,0804210911000,185.71099999999996
14960,112388,9500,402.34,1,00/11-09-080-21W4/0,584.545,584.545,588.0509999999999,M,588.0509999999999,0804210911000,185.71099999999996
14961,112388,10000,405.38,1,00/11-09-080-21W4/0,584.545,584.545,588.0509999999999,M,588.0509999999999,0804210911000,182.67099999999994
14962,112388,11000,409.04,1,00/11-09-080-21W4/0,584.545,584.545,588.0509999999999,M,588.0509999999999,0804210911000,179.0109999999999
14963,112388,12000,409.04,1,00/11-09-080-21W4/0,584.545,584.545,588.0509999999999,M,588.0509999999999,0804210911000,179.0109999999999
14964,112388,13000,409.04,1,00/11-09-080-21W4/0,584.545,584.545,588.0509999999999,M,588.0509999999999,0804210911000,179.0109999999999
14965,112388,14000,445.31,1,00/11-09-080-21W4/0,584.545,584.545,588.0509999999999,M,588.0509999999999,0804210911000,142.74099999999993
14966,112391,1000,219.0,1,00/04-01-080-22W4/0,585.4,585.4,590.0,M,590.0,0804220104000,371.0
14969,112391,4000,385.0,1,00/04-01-080-22W4/0,585.4,585.4,590.0,M,590.0,0804220104000,205.0
14970,112391,5000,408.0,2,00/04-01-080-22W4/0,585.4,585.4,590.0,M,590.0,0804220104000,182.0
14971,112391,6000,415.0,1,00/04-01-080-22W4/0,585.4,585.4,590.0,M,590.0,0804220104000,175.0
14973,112391,9000,425.5,1,00/04-01-080-22W4/0,585.4,585.4,590.0,M,590.0,0804220104000,164.5
14974,112391,9500,425.5,1,00/04-01-080-22W4/0,585.4,585.4,590.0,M,590.0,0804220104000,164.5
14975,112391,10000,429.0,1,00/04-01-080-22W4/0,585.4,585.4,590.0,M,590.0,0804220104000,161.0
14976,112391,11000,436.0,1,00/04-01-080-22W4/0,585.4,585.4,590.0,M,590.0,0804220104000,154.0
14977,112391,12000,436.0,1,00/04-01-080-22W4/0,585.4,585.4,590.0,M,590.0,0804220104000,154.0
14978,112391,13000,436.0,1,00/04-01-080-22W4/0,585.4,585.4,590.0,M,590.0,0804220104000,154.0
14979,112391,14000,451.0,2,00/04-01-080-22W4/0,585.4,585.4,590.0,M,590.0,0804220104000,139.0
14980,112395,1000,220.0,1,00/06-15-080-22W4/0,586.0,586.0,590.5,M,590.5,0804221506000,370.5
14983,112395,4000,372.0,1,00/06-15-080-22W4/0,586.0,586.0,590.5,M,590.5,0804221506000,218.5
14984,112395,5000,393.5,2,00/06-15-080-22W4/0,586.0,586.0,590.5,M,590.5,0804221506000,197.0
14985,112395,6000,398.0,1,00/06-15-080-22W4/0,586.0,586.0,590.5,M,590.5,0804221506000,192.5
14987,112395,9000,407.0,1,00/06-15-080-22W4/0,586.0,586.0,590.5,M,590.5,0804221506000,183.5
14988,112395,9500,407.0,1,00/06-15-080-22W4/0,586.0,586.0,590.5,M,590.5,0804221506000,183.5
14989,112395,10000,410.0,1,00/06-15-080-22W4/0,586.0,586.0,590.5,M,590.5,0804221506000,180.5
14990,112395,11000,416.0,1,00/06-15-080-22W4/0,586.0,586.0,590.5,M,590.5,0804221506000,174.5
14991,112395,12000,416.0,1,00/06-15-080-22W4/0,586.0,586.0,590.5,M,590.5,0804221506000,174.5
14992,112395,13000,416.0,1,00/06-15-080-22W4/0,586.0,586.0,590.5,M,590.5,0804221506000,174.5
14993,112395,14000,437.0,4,00/06-15-080-22W4/0,586.0,586.0,590.5,M,590.5,0804221506000,153.5
14994,112399,1000,222.0,1,00/13-26-080-22W4/0,595.95,595.95,600.6,M,600.6,0804222613000,378.6
14997,112399,4000,376.0,1,00/13-26-080-22W4/0,595.95,595.95,600.6,M,600.6,0804222613000,224.60000000000002
14998,112399,5000,396.5,2,00/13-26-080-22W4/0,595.95,595.95,600.6,M,600.6,0804222613000,204.10000000000002
15000,112399,7000,401.5,3,00/13-26-080-22W4/0,595.95,595.95,600.6,M,600.6,0804222613000,199.10000000000002
15001,112399,9000,410.0,1,00/13-26-080-22W4/0,595.95,595.95,600.6,M,600.6,0804222613000,190.60000000000002
15002,112399,9500,410.0,1,00/13-26-080-22W4/0,595.95,595.95,600.6,M,600.6,0804222613000,190.60000000000002
15003,112399,10000,413.0,1,00/13-26-080-22W4/0,595.95,595.95,600.6,M,600.6,0804222613000,187.60000000000002
15004,112399,11000,417.0,1,00/13-26-080-22W4/0,595.95,595.95,600.6,M,600.6,0804222613000,183.60000000000002
15005,112399,12000,417.0,1,00/13-26-080-22W4/0,595.95,595.95,600.6,M,600.6,0804222613000,183.60000000000002
15006,112399,13000,417.0,1,00/13-26-080-22W4/0,595.95,595.95,600.6,M,600.6,0804222613000,183.60000000000002
15007,112399,14000,430.5,1,00/13-26-080-22W4/0,595.95,595.95,600.6,M,600.6,0804222613000,170.10000000000002
15022,112412,1000,221.0,1,AA/11-01-080-23W4/0,583.2,583.2,586.7,M,586.7,0804230111AA0,365.70000000000005
15025,112412,4000,393.0,1,AA/11-01-080-23W4/0,583.2,583.2,586.7,M,586.7,0804230111AA0,193.70000000000005
15026,112412,5000,415.0,2,AA/11-01-080-23W4/0,583.2,583.2,586.7,M,586.7,0804230111AA0,171.70000000000005
15027,112412,6000,418.0,1,AA/11-01-080-23W4/0,583.2,583.2,586.7,M,586.7,0804230111AA0,168.70000000000005
15029,112412,9000,429.0,1,AA/11-01-080-23W4/0,583.2,583.2,586.7,M,586.7,0804230111AA0,157.70000000000005
15030,112412,9500,429.0,1,AA/11-01-080-23W4/0,583.2,583.2,586.7,M,586.7,0804230111AA0,157.70000000000005
15031,112412,10000,431.0,1,AA/11-01-080-23W4/0,583.2,583.2,586.7,M,586.7,0804230111AA0,155.70000000000005
15032,112412,11000,439.5,1,AA/11-01-080-23W4/0,583.2,583.2,586.7,M,586.7,0804230111AA0,147.20000000000005
15033,112412,12000,439.5,1,AA/11-01-080-23W4/0,583.2,583.2,586.7,M,586.7,0804230111AA0,147.20000000000005
15034,112412,13000,439.5,1,AA/11-01-080-23W4/0,583.2,583.2,586.7,M,586.7,0804230111AA0,147.20000000000005
15035,112412,14000,467.0,1,AA/11-01-080-23W4/0,583.2,583.2,586.7,M,586.7,0804230111AA0,119.70000000000005
15036,112418,1000,217.0,1,00/05-24-080-23W4/0,583.0,583.0,587.65,M,587.65,0804232405000,370.65
15039,112418,4000,383.0,1,00/05-24-080-23W4/0,583.0,583.0,587.65,M,587.65,0804232405000,204.64999999999998
15040,112418,5000,408.0,2,00/05-24-080-23W4/0,583.0,583.0,587.65,M,587.65,0804232405000,179.64999999999998
15042,112418,7000,411.0,3,00/05-24-080-23W4/0,583.0,583.0,587.65,M,587.65,0804232405000,176.64999999999998
15043,112418,9000,421.0,1,00/05-24-080-23W4/0,583.0,583.0,587.65,M,587.65,0804232405000,166.64999999999998
15044,112418,9500,421.0,1,00/05-24-080-23W4/0,583.0,583.0,587.65,M,587.65,0804232405000,166.64999999999998
15045,112418,10000,423.5,1,00/05-24-080-23W4/0,583.0,583.0,587.65,M,587.65,0804232405000,164.14999999999998
15046,112418,11000,430.0,1,00/05-24-080-23W4/0,583.0,583.0,587.65,M,587.65,0804232405000,157.64999999999998
15047,112418,12000,430.0,1,00/05-24-080-23W4/0,583.0,583.0,587.65,M,587.65,0804232405000,157.64999999999998
15048,112418,13000,430.0,1,00/05-24-080-23W4/0,583.0,583.0,587.65,M,587.65,0804232405000,157.64999999999998
15049,112418,14000,444.0,2,00/05-24-080-23W4/0,583.0,583.0,587.65,M,587.65,0804232405000,143.64999999999998
15050,112419,1000,251.0,1,00/13-31-080-23W4/0,599.82,599.82,604.05,M,604.05,0804233113000,353.04999999999995
15053,112419,4000,408.5,1,00/13-31-080-23W4/0,599.82,599.82,604.05,M,604.05,0804233113000,195.54999999999995
15054,112419,5000,434.0,1,00/13-31-080-23W4/0,599.82,599.82,604.05,M,604.05,0804233113000,170.04999999999995
15055,112419,6000,436.0,1,00/13-31-080-23W4/0,599.82,599.82,604.05,M,604.05,0804233113000,168.04999999999995
15057,112419,9000,445.0,2,00/13-31-080-23W4/0,599.82,599.82,604.05,M,604.05,0804233113000,159.04999999999995
15058,112419,9500,445.0,2,00/13-31-080-23W4/0,599.82,599.82,604.05,M,604.05,0804233113000,159.04999999999995
15059,112419,10000,448.0,1,00/13-31-080-23W4/0,599.82,599.82,604.05,M,604.05,0804233113000,156.04999999999995
15060,112419,11000,454.5,2,00/13-31-080-23W4/0,599.82,599.82,604.05,M,604.05,0804233113000,149.54999999999995
15061,112419,12000,454.5,2,00/13-31-080-23W4/0,599.82,599.82,604.05,M,604.05,0804233113000,149.54999999999995
15062,112419,13000,454.5,2,00/13-31-080-23W4/0,599.82,599.82,604.05,M,604.05,0804233113000,149.54999999999995
15063,112419,14000,479.0,1,00/13-31-080-23W4/0,599.82,599.82,604.05,M,604.05,0804233113000,125.04999999999995
15064,112422,1000,241.5,1,00/10-10-080-24W4/0,558.63,558.63,562.83,M,562.83,0804241010000,321.33000000000004
15067,112422,4000,390.0,1,00/10-10-080-24W4/0,558.63,558.63,562.83,M,562.83,0804241010000,172.83000000000004
15068,112422,5000,412.5,2,00/10-10-080-24W4/0,558.63,558.63,562.83,M,562.83,0804241010000,150.33000000000004
15069,112422,6000,414.0,1,00/10-10-080-24W4/0,558.63,558.63,562.83,M,562.83,0804241010000,148.83000000000004
15071,112422,9000,423.5,3,00/10-10-080-24W4/0,558.63,558.63,562.83,M,562.83,0804241010000,139.33000000000004
15072,112422,9500,423.5,3,00/10-10-080-24W4/0,558.63,558.63,562.83,M,562.83,0804241010000,139.33000000000004
15073,112422,10000,430.0,2,00/10-10-080-24W4/0,558.63,558.63,562.83,M,562.83,0804241010000,132.83000000000004
15074,112422,11000,432.0,3,00/10-10-080-24W4/0,558.63,558.63,562.83,M,562.83,0804241010000,130.83000000000004
15075,112422,12000,432.0,3,00/10-10-080-24W4/0,558.63,558.63,562.83,M,562.83,0804241010000,130.83000000000004
15076,112422,13000,432.0,3,00/10-10-080-24W4/0,558.63,558.63,562.83,M,562.83,0804241010000,130.83000000000004
15077,112422,14000,450.5,2,00/10-10-080-24W4/0,558.63,558.63,562.83,M,562.83,0804241010000,112.33000000000004
15078,112423,1000,228.5,1,00/11-26-080-24W4/0,568.3,568.3,572.95,M,572.95,0804242611000,344.45000000000005
15081,112423,4000,387.0,1,00/11-26-080-24W4/0,568.3,568.3,572.95,M,572.95,0804242611000,185.95000000000005
15082,112423,5000,411.0,1,00/11-26-080-24W4/0,568.3,568.3,572.95,M,572.95,0804242611000,161.95000000000005
15083,112423,6000,413.5,1,00/11-26-080-24W4/0,568.3,568.3,572.95,M,572.95,0804242611000,159.45000000000005
15085,112423,9000,423.0,1,00/11-26-080-24W4/0,568.3,568.3,572.95,M,572.95,0804242611000,149.95000000000005
15086,112423,9500,423.0,1,00/11-26-080-24W4/0,568.3,568.3,572.95,M,572.95,0804242611000,149.95000000000005
15087,112423,10000,428.5,2,00/11-26-080-24W4/0,568.3,568.3,572.95,M,572.95,0804242611000,144.45000000000005
15088,112423,11000,433.5,2,00/11-26-080-24W4/0,568.3,568.3,572.95,M,572.95,0804242611000,139.45000000000005
15089,112423,12000,433.5,2,00/11-26-080-24W4/0,568.3,568.3,572.95,M,572.95,0804242611000,139.45000000000005
15090,112423,13000,433.5,2,00/11-26-080-24W4/0,568.3,568.3,572.95,M,572.95,0804242611000,139.45000000000005
15091,112423,14000,450.0,4,00/11-26-080-24W4/0,568.3,568.3,572.95,M,572.95,0804242611000,122.95000000000005
15092,112425,1000,204.22,1,00/06-29-080-24W4/0,546.811,546.811,552.9069999999999,M,552.9069999999999,0804242906000,348.6869999999999
15095,112425,4000,363.32,1,00/06-29-080-24W4/0,546.811,546.811,552.9069999999999,M,552.9069999999999,0804242906000,189.58699999999993
15096,112425,5000,385.27,2,00/06-29-080-24W4/0,546.811,546.811,552.9069999999999,M,552.9069999999999,0804242906000,167.63699999999994
15097,112425,6000,387.1,1,00/06-29-080-24W4/0,546.811,546.811,552.9069999999999,M,552.9069999999999,0804242906000,165.8069999999999
15099,112425,9000,395.02,3,00/06-29-080-24W4/0,546.811,546.811,552.9069999999999,M,552.9069999999999,0804242906000,157.88699999999994
15100,112425,9500,395.02,3,00/06-29-080-24W4/0,546.811,546.811,552.9069999999999,M,552.9069999999999,0804242906000,157.88699999999994
15101,112425,10000,401.73,2,00/06-29-080-24W4/0,546.811,546.811,552.9069999999999,M,552.9069999999999,0804242906000,151.1769999999999
15102,112425,11000,405.38,3,00/06-29-080-24W4/0,546.811,546.811,552.9069999999999,M,552.9069999999999,0804242906000,147.52699999999993
15103,112425,12000,405.38,3,00/06-29-080-24W4/0,546.811,546.811,552.9069999999999,M,552.9069999999999,0804242906000,147.52699999999993
15104,112425,13000,405.38,3,00/06-29-080-24W4/0,546.811,546.811,552.9069999999999,M,552.9069999999999,0804242906000,147.52699999999993
15105,112425,14000,424.28,3,00/06-29-080-24W4/0,546.811,546.811,552.9069999999999,M,552.9069999999999,0804242906000,128.62699999999995
15106,112426,1000,227.38,1,00/10-06-080-25W4/0,555.315,555.315,559.308,M,559.308,0804250610000,331.928
15109,112426,4000,392.58,1,00/10-06-080-25W4/0,555.315,555.315,559.308,M,559.308,0804250610000,166.728
15110,112426,5000,419.4,1,00/10-06-080-25W4/0,555.315,555.315,559.308,M,559.308,0804250610000,139.90800000000002
15111,112426,6000,421.23,1,00/10-06-080-25W4/0,555.315,555.315,559.308,M,559.308,0804250610000,138.07799999999997
15113,112426,9000,432.21,1,00/10-06-080-25W4/0,555.315,555.315,559.308,M,559.308,0804250610000,127.09800000000001
15114,112426,9500,432.21,1,00/10-06-080-25W4/0,555.315,555.315,559.308,M,559.308,0804250610000,127.09800000000001
15115,112426,10000,435.86,1,00/10-06-080-25W4/0,555.315,555.315,559.308,M,559.308,0804250610000,123.44799999999998
15116,112426,11000,439.83,2,00/10-06-080-25W4/0,555.315,555.315,559.308,M,559.308,0804250610000,119.47800000000001
15117,112426,12000,439.83,2,00/10-06-080-25W4/0,555.315,555.315,559.308,M,559.308,0804250610000,119.47800000000001
15118,112426,13000,439.83,2,00/10-06-080-25W4/0,555.315,555.315,559.308,M,559.308,0804250610000,119.47800000000001
15119,112426,14000,467.87,4,00/10-06-080-25W4/0,555.315,555.315,559.308,M,559.308,0804250610000,91.43799999999999
15120,112427,1000,220.98,1,00/10-18-080-25W4/0,554.1569999999999,551.261,554.1569999999999,M,554.1569999999999,0804251810000,333.1769999999999
15123,112427,4000,385.88,1,00/10-18-080-25W4/0,554.1569999999999,551.261,554.1569999999999,M,554.1569999999999,0804251810000,168.27699999999993
15124,112427,5000,411.48,1,00/10-18-080-25W4/0,554.1569999999999,551.261,554.1569999999999,M,554.1569999999999,0804251810000,142.6769999999999
15125,112427,6000,413.31,1,00/10-18-080-25W4/0,554.1569999999999,551.261,554.1569999999999,M,554.1569999999999,0804251810000,140.84699999999992
15127,112427,9000,423.06,1,00/10-18-080-25W4/0,554.1569999999999,551.261,554.1569999999999,M,554.1569999999999,0804251810000,131.09699999999992
15128,112427,9500,423.06,1,00/10-18-080-25W4/0,554.1569999999999,551.261,554.1569999999999,M,554.1569999999999,0804251810000,131.09699999999992
15129,112427,10000,426.72,1,00/10-18-080-25W4/0,554.1569999999999,551.261,554.1569999999999,M,554.1569999999999,0804251810000,127.4369999999999
15130,112427,11000,431.6,2,00/10-18-080-25W4/0,554.1569999999999,551.261,554.1569999999999,M,554.1569999999999,0804251810000,122.5569999999999
15131,112427,12000,431.6,1,00/10-18-080-25W4/0,554.1569999999999,551.261,554.1569999999999,M,554.1569999999999,0804251810000,122.5569999999999
15132,112427,13000,431.6,1,00/10-18-080-25W4/0,554.1569999999999,551.261,554.1569999999999,M,554.1569999999999,0804251810000,122.5569999999999
15133,112427,14000,463.3,1,00/10-18-080-25W4/0,554.1569999999999,551.261,554.1569999999999,M,554.1569999999999,0804251810000,90.85699999999991
15134,112430,1000,206.35,1,00/06-36-080-25W4/0,559.979,557.0830000000001,559.979,M,559.979,0804253606000,353.629
15137,112430,4000,371.86,1,00/06-36-080-25W4/0,559.979,557.0830000000001,559.979,M,559.979,0804253606000,188.11900000000003
15138,112430,5000,395.63,1,00/06-36-080-25W4/0,559.979,557.0830000000001,559.979,M,559.979,0804253606000,164.34900000000005
15139,112430,6000,396.85,1,00/06-36-080-25W4/0,559.979,557.0830000000001,559.979,M,559.979,0804253606000,163.12900000000002
15141,112430,9000,402.95,3,00/06-36-080-25W4/0,559.979,557.0830000000001,559.979,M,559.979,0804253606000,157.02900000000005
15142,112430,9500,402.95,3,00/06-36-080-25W4/0,559.979,557.0830000000001,559.979,M,559.979,0804253606000,157.02900000000005
15143,112430,10000,409.35,3,00/06-36-080-25W4/0,559.979,557.0830000000001,559.979,M,559.979,0804253606000,150.62900000000002
15144,112430,11000,414.53,3,00/06-36-080-25W4/0,559.979,557.0830000000001,559.979,M,559.979,0804253606000,145.44900000000007
15145,112430,12000,414.53,3,00/06-36-080-25W4/0,559.979,557.0830000000001,559.979,M,559.979,0804253606000,145.44900000000007
15146,112430,13000,414.53,3,00/06-36-080-25W4/0,559.979,557.0830000000001,559.979,M,559.979,0804253606000,145.44900000000007
15147,112430,14000,434.34,1,00/06-36-080-25W4/0,559.979,557.0830000000001,559.979,M,559.979,0804253606000,125.63900000000007
15148,112431,1000,224.03,1,00/10-26-080-26W4/0,554.706,550.7130000000001,554.706,M,554.706,0804262610000,330.67600000000004
15151,112431,4000,388.32,1,00/10-26-080-26W4/0,554.706,550.7130000000001,554.706,M,554.706,0804262610000,166.38600000000002
15152,112431,5000,410.57,2,00/10-26-080-26W4/0,554.706,550.7130000000001,554.706,M,554.706,0804262610000,144.13600000000002
15153,112431,6000,414.53,1,00/10-26-080-26W4/0,554.706,550.7130000000001,554.706,M,554.706,0804262610000,140.17600000000004
15155,112431,9000,425.5,1,00/10-26-080-26W4/0,554.706,550.7130000000001,554.706,M,554.706,0804262610000,129.20600000000002
15156,112431,9500,425.5,1,00/10-26-080-26W4/0,554.706,550.7130000000001,554.706,M,554.706,0804262610000,129.20600000000002
15157,112431,10000,428.85,1,00/10-26-080-26W4/0,554.706,550.7130000000001,554.706,M,554.706,0804262610000,125.856
15158,112431,11000,433.12,2,00/10-26-080-26W4/0,554.706,550.7130000000001,554.706,M,554.706,0804262610000,121.58600000000001
15159,112431,12000,433.12,2,00/10-26-080-26W4/0,554.706,550.7130000000001,554.706,M,554.706,0804262610000,121.58600000000001
15160,112431,13000,433.12,2,00/10-26-080-26W4/0,554.706,550.7130000000001,554.706,M,554.706,0804262610000,121.58600000000001
15161,112431,14000,460.25,4,00/10-26-080-26W4/0,554.706,550.7130000000001,554.706,M,554.706,0804262610000,94.45600000000002
15162,112432,1000,253.5,1,00/07-21-080-01W5/0,570.6,570.6,574.3,M,574.3,0805012107000,320.79999999999995
15165,112432,4000,415.0,1,00/07-21-080-01W5/0,570.6,570.6,574.3,M,574.3,0805012107000,159.29999999999995
15166,112432,5000,438.5,1,00/07-21-080-01W5/0,570.6,570.6,574.3,M,574.3,0805012107000,135.79999999999995
15167,112432,6000,441.5,1,00/07-21-080-01W5/0,570.6,570.6,574.3,M,574.3,0805012107000,132.79999999999995
15169,112432,9000,453.0,3,00/07-21-080-01W5/0,570.6,570.6,574.3,M,574.3,0805012107000,121.29999999999995
15170,112432,9500,453.0,3,00/07-21-080-01W5/0,570.6,570.6,574.3,M,574.3,0805012107000,121.29999999999995
15171,112432,10000,458.5,3,00/07-21-080-01W5/0,570.6,570.6,574.3,M,574.3,0805012107000,115.79999999999995
15172,112432,11000,465.0,2,00/07-21-080-01W5/0,570.6,570.6,574.3,M,574.3,0805012107000,109.29999999999995
15173,112432,12000,465.0,2,00/07-21-080-01W5/0,570.6,570.6,574.3,M,574.3,0805012107000,109.29999999999995
15174,112432,13000,465.0,2,00/07-21-080-01W5/0,570.6,570.6,574.3,M,574.3,0805012107000,109.29999999999995
15175,112432,14000,487.0,1,00/07-21-080-01W5/0,570.6,570.6,574.3,M,574.3,0805012107000,87.29999999999995
15176,112433,1000,261.5,1,00/11-25-080-01W5/0,580.0,580.0,583.67,M,583.67,0805012511000,322.16999999999996
15179,112433,4000,426.0,1,00/11-25-080-01W5/0,580.0,580.0,583.67,M,583.67,0805012511000,157.66999999999996
15180,112433,5000,449.0,1,00/11-25-080-01W5/0,580.0,580.0,583.67,M,583.67,0805012511000,134.66999999999996
15181,112433,6000,451.5,1,00/11-25-080-01W5/0,580.0,580.0,583.67,M,583.67,0805012511000,132.16999999999996
15183,112433,9000,466.0,2,00/11-25-080-01W5/0,580.0,580.0,583.67,M,583.67,0805012511000,117.66999999999996
15184,112433,9500,466.0,2,00/11-25-080-01W5/0,580.0,580.0,583.67,M,583.67,0805012511000,117.66999999999996
15185,112433,10000,470.0,2,00/11-25-080-01W5/0,580.0,580.0,583.67,M,583.67,0805012511000,113.66999999999996
15186,112433,11000,474.5,3,00/11-25-080-01W5/0,580.0,580.0,583.67,M,583.67,0805012511000,109.16999999999996
15187,112433,12000,474.5,3,00/11-25-080-01W5/0,580.0,580.0,583.67,M,583.67,0805012511000,109.16999999999996
15188,112433,13000,474.5,3,00/11-25-080-01W5/0,580.0,580.0,583.67,M,583.67,0805012511000,109.16999999999996
15189,112433,14000,500.5,1,00/11-25-080-01W5/0,580.0,580.0,583.67,M,583.67,0805012511000,83.16999999999996
15190,112434,1000,280.4,3,00/07-26-080-02W5/0,602.254,602.254,605.607,M,605.607,0805022607000,325.207
15193,112434,4000,445.0,1,00/07-26-080-02W5/0,602.254,602.254,605.607,M,605.607,0805022607000,160.60699999999997
15194,112434,5000,473.7,1,00/07-26-080-02W5/0,602.254,602.254,605.607,M,605.607,0805022607000,131.90699999999998
15195,112434,6000,475.5,1,00/07-26-080-02W5/0,602.254,602.254,605.607,M,605.607,0805022607000,130.10699999999997
15197,112434,9000,484.0,1,00/07-26-080-02W5/0,602.254,602.254,605.607,M,605.607,0805022607000,121.60699999999997
15198,112434,9500,484.0,1,00/07-26-080-02W5/0,602.254,602.254,605.607,M,605.607,0805022607000,121.60699999999997
15199,112434,10000,487.0,3,00/07-26-080-02W5/0,602.254,602.254,605.607,M,605.607,0805022607000,118.60699999999997
15200,112434,11000,487.0,3,00/07-26-080-02W5/0,602.254,602.254,605.607,M,605.607,0805022607000,118.60699999999997
15201,112434,12000,487.0,1,00/07-26-080-02W5/0,602.254,602.254,605.607,M,605.607,0805022607000,118.60699999999997
15202,112434,13000,487.0,1,00/07-26-080-02W5/0,602.254,602.254,605.607,M,605.607,0805022607000,118.60699999999997
