API,Formation,MD,Datum Elevation
490251060900,F2WCbase,3081.77,
490251060900,F1WC,2595.02,
490251060900,F1WCbase,2785.63,
490251060900,F3WC,3246.75,
490251060900,F3WCbase,3252.7,
490251060900,MWRY,3514.9,
490251060900,CRLL,2355.7,
490251060900,NBRRsg,2125.49,
490251060900,NBRRws,1898.26,
490251060900,DKOT,3893.95,
490251060900,F1WCBench2Top,2700.62,
490251060900,F1WCBench3Top,2775.47,
490251060900,F1WCbase,2784.19,
490251060900,MDDY,3747.67,
490251060900,MWRY,3517.53,
490251060900,THRM,3764.38,
490250657300,SHNNu,687.05,
490250657300,SHNNl,783,
490250657300,SHNNbs,851.8,
490250657300,SSXbase,317.82,
490250657300,SSXS,268.39,
490251058900,SHNNu,277.23,
490251058900,SHNNl,367.85,
490251032300,SHNNu,278.51,
490251032300,SHNNl,368.15,
490251031200,SHNNu,387.8,
490251031200,SHNNl,469,
490251031200,SHNNbs,526.21,
490251028900,SHNNl,500.47,
490251028900,SHNNu,407.01,
490251028900,SSXbase,94.67,
490251028900,SSXS,45.48,
490251028900,SHNNbs,573.38,
490251122400,SHNNu,254.32,
490251122400,SHNNl,341,
490251121300,SHNNu,250.99,
490251121300,SHNNl,336.01,
490251107600,SHNNu,250.91,
490251107600,SHNNl,336.44,
490252250200,SHNNu,626.55,
490252250200,SHNNl,723.84,
490252250200,SSXbase,257.79,
490252250200,SSXS,205.25,
490252244600,SHNNu,289.08,
490252244600,SHNNl,376.82,
490251078600,SHNNu,409.57,
490251078600,SHNNl,500.7,
490251078600,SHNNbs,571.59,
490252257300,SHNNu,291.92,
490252257300,SHNNl,380.46,
490252250500,SHNNl,487.32,
490252250500,SHNNu,395.15,
490252250500,SSXbase,22.67,
490252269300,SHNNu,590.29,
490252269300,SHNNl,686.6,
490252269300,SSXbase,242,
490252269300,SSXS,190.49,
490252269300,SHNNbs,755.39,
490252265600,SHNNu,294.93,
490252265600,SHNNl,384.51,
490252251800,SHNNl,498.67,
490252251800,SHNNu,408.34,
490252251800,SSXbase,33.72,
490252251800,SHNNbs,571.82,
490251122600,SHNNu,278.54,
490251122600,SHNNl,365.48,
490252278000,SHNNu,291.78,
490252278000,SHNNl,381.11,
490252252300,SHNNl,494.94,
490252252300,SHNNu,403.01,
490252252300,SSXS,9.9,
490252252300,SSXbase,56.66,
490252252300,SHNNbs,564.91,
490252278100,SHNNu,287.49,
490252278100,SHNNl,373.81,
490252250900,SHNNl,479.12,
490252250900,SHNNu,382.91,
490252250900,SSXS,14.42,
490252250900,SSXbase,62.69,
490252250900,SHNNbs,549.35,
490252264900,SHNNu,407.64,
490252264900,SHNNl,499.73,
490252264900,SSXbase,37.96,
490252264900,SHNNbs,571.55,
490251055300,B1,2893.21,
490251055300,SHNNu,428.82,
490251055300,SHNNl,520.97,
490251055300,F1WC,2660.3,
490251055300,CRLL,2418.32,
490251055300,F2WCbase,3126.76,
490251055300,F2WC,3055.46,
490251055300,SHNNbs,594.14,
490251055300,F1WCbase,2842.08,
490252277400,SHNNu,420.89,
490252277400,SHNNl,509.35,
490252277400,SSXbase,52.16,
490252277400,SSXS,3.74,
490252277400,SHNNbs,581.1,
490251037700,SHNNu,311.92,
490251037700,SHNNl,407.67,
490251037700,SHNNbs,480.04,
490251037700,NBRRws,1847.78,
490251037700,NBRRsg,2075.06,
490251037700,F1WC,2537.67,
490251037700,F1WCbase,2654.04,
490251037700,F2WC,2941.42,
490251037700,F2WCbase,2987.95,
490251037700,CRLL,2299.22,
490251037700,B1,2771.13,
490251039000,B1,2900.18,
490251039000,F1WC,2692.94,
490251039000,CRLL,2449.1,
490251039000,F2WCbase,3145.12,
490251039000,F2WC,3074.87,
490251039000,F1WCbase,2855.05,
490251119300,F1WC,2582.26,
490251119300,B1,2810.23,
490251119300,CRLL,2339.11,
490251119300,F1WCBench1Base,2656.68,
490251119300,F2WCbase,3065.1,
490251119300,F2WC,2988.82,
490251119300,SHNNl,471.47,
490251119300,SHNNu,392.83,
490251119300,SHNNbs,555.4,
490251119300,SSXbase,21.55,
490251119300,F1WCbase,2771.79,
490251119300,CRLL,2339.91,
490251119300,F1WCBench2Base,2749.41,
490251119300,F1WC,2579.19,
490251119300,NBRRws,1877.99,
490251119300,NBRRsg,2113.1,
490251119300,F1WCBench2Top,2681.97,
490251119300,F1WCBench3Top,2760.14,
490251119300,F1WCbase,2766.55,
490250951100,F2WCbase,2688.03,
490250951100,F2WC,2650.51,
490250951100,SHNNbs,193.94,
490250951100,SHNNl,118.32,
490250951100,NBRRsg,1765.88,
490250951100,F1WCbase,2266.86,
490250951100,F1WC,2237.2,
490250951100,B1,2470.94,
490250951100,CRLL,1990.74,
490251093900,B1,2729.39,
490251093900,SHNNu,277.73,
490251093900,SHNNl,368.66,
490251093900,F1WCBench1Base,2557.92,
490251093900,F1WC,2499.81,
490251093900,F2WCbase,2977.38,
490251093900,F2WC,2896.36,
490251093900,F1WCBench2Base,2666.27,
490251093900,F1WCBench2Top,2612.09,
490251093900,F1WCBench3Top,2671.82,
490251093900,F1WCbase,2682.32,
490251089100,F1WC,2499.09,
490251089100,F1WCBench2Base,2640.34,
490251089100,B1,2704.46,
490251089100,F1WCBench1Base,2547.65,
490251089100,F2WC,2880.19,
490251089100,F2WCbase,2963.21,
490251089100,F1WCBench2Top,2584.32,
490251089100,F1WCBench3Top,2646.46,
490251089100,F1WCbase,2658.14,
490251056900,SHNNu,272.92,
490251056900,SHNNl,360.12,
490251067300,SSXbase,39.95,
490251067300,SHNNu,417.08,
490251067300,SHNNl,494.69,
490251067300,SHNNbs,566.84,
490250655700,SHNNu,649.37,
490250655700,SHNNl,747.32,
490250655700,SSXbase,281.29,
490250655700,SSXS,230.82,
490251069100,SHNNu,415.79,
490251069100,SHNNl,507.99,
490251069100,SSXbase,41.37,
490251069100,SHNNbs,580.51,
490252280800,B Dolo,5443.66,
490252280800,B Sand,5464.17,
490252280800,C1 Dolo,5527.27,
490252280800,MNKT,5327.02,
490252280800,OPCH,5348.75,
490252280800,A Sand,5416.45,
490252280800,F2WC,2903.8,
490252280800,F1WCBench1Base,2572,
490252280800,SHNNu,275.57,
490252280800,SHNNl,369.56,
490252280800,F1WC,2499.31,
490252280800,F2WCbase,2987.33,
490252280800,B1,2733.89,
490252280800,F2WC,2987.33,
490252280800,F1WCBench2Base,2669.24,
490252280800,F1WCBench2Top,2615.06,
490252280800,F1WCBench3Top,2676.18,
490252280800,F1WCbase,2687.76,
490251088100,F2WCbase,2876.64,
490251088100,F1WCbase,2536.37,
490251088100,F2WCbase,2878.76,
490251088100,F1WC,2428.7,
490251088100,F2WC,2810,
490251088100,NBRRws,1746.3,
490251088100,CRLL,2188.29,
490251088100,F2WC,2811.25,
490251088100,B1,2642.79,
490251088100,F3WC,3056.52,
490251088100,F3WCbase,3070.01,
490251088100,F1WCbase,2586.77,
490251088100,F1WC,2431.24,
490251088100,F1WCBench1Base,2441.67,
490251088100,F1WCBench2Top,2458.17,
490251088100,F1WCBench2Base,2540.72,
490251088100,F1WCBench3Top,2567.66,
490251088100,NBRRsg,1968.89,
490251088100,StBR,600.16,
490251088100,StFT,983.32,
490251088100,StAM,1615.72,
490251088100,StGD,1520.24,
490251088100,SHNNbs,355.21,
490251088100,SHNNl,283.4,
490251088100,SHNNu,196.05,
490251090900,SHNNu,266,
490251090900,SHNNl,352.46,
490252251200,SHNNu,386.48,
490252251200,SHNNl,432.26,
490252251200,SHNNbs,505.85,
490252251200,SSXbase,12.84,
490251134000,SHNNu,257.37,
490251134000,SHNNl,341.68,
490252251100,SHNNu,372.19,
490252251100,SHNNl,462.07,
490252251100,SHNNbs,535.02,
490252251100,SSXbase,51.41,
490251133100,SHNNl,341.57,
490251133100,SHNNu,256.76,
490252251000,SHNNu,385.45,
490252251000,SHNNl,470.88,
490252251000,SHNNbs,540.42,
490252251000,SSXbase,1.98,
490251132400,SHNNl,357.91,
490251132400,SHNNu,267.44,
490252244500,SHNNu,278.1,
490252244500,SHNNl,365,
490252251700,SHNNu,360.27,
490252251700,SHNNl,453.66,
490252251700,SHNNbs,525.2,
490252271400,SHNNu,275.16,
490252271400,SHNNl,364.25,
490252252200,SHNNu,360.33,
490252252200,SHNNl,451.22,
490252252200,SSXbase,40.26,
490252252200,SHNNbs,523.08,
490251113200,SHNNu,282.08,
490251113200,SHNNl,372.4,
490251124200,SHNNu,391.72,
490251124200,SHNNl,483.1,
490251124200,SHNNbs,556.8,
490251124200,SSXbase,69.45,
490251112900,SHNNu,279.23,
490251112900,SHNNl,367.46,
490251091200,SHNNu,254.57,
490251091200,SHNNl,346.06,
490252276800,SHNNu,277.94,
490252276800,SHNNl,365.47,
490252278200,SHNNu,282.36,
490252278200,SHNNl,366,
490251002200,F2WC,2836.47,
490251002200,StFT,951.25,
490251002200,StAM,1600.83,
490251002200,NBRRws,1734.33,
490251002200,NBRRsg,1953.08,
490251002200,SHNNbs,328.02,
490251002200,SHNNl,259.76,
490251002200,SHNNu,169.6,
490251002200,B1,2659.8,
490251002200,CRLL,2193.33,
490251002200,F1WC,2445.77,
490251002200,F1WCbase,2551.87,
490251002200,StBR,569.29,
490251002200,StGD,1497.43,
490251042700,B1,2888.64,
490251042700,F1WC,2653.64,
490251042700,F2WCbase,3148.73,
490251042700,CRLL,2416.09,
490251042700,F1WCBench1Base,2721.26,
490251042700,F1WCbase,2847.31,
490251042700,NBRRsg,2198.68,
490251042700,SHNNu,485.06,
490251042700,SHNNl,565.3,
490251042700,SHNNbs,640.31,
490251042700,F2WC,3073.64,
490251042700,F1WCBench2Base,2822.06,
490251042700,F1WC,2658.49,
490251042700,CRLL,2417.48,
490251042700,NBRRws,1975.59,
490251042700,F1WCBench2Top,2758.51,
490251042700,F1WCBench3Top,2826.75,
490251042700,F1WCbase,2844.48,
490251109100,F2WCbase,3093.24,
490251109100,SHNNu,388.43,
490251109100,SHNNl,479.61,
490251109100,B1,2857.88,
490251109100,CRLL,2401.49,
490251109100,SHNNbs,548.71,
490251109100,SSXbase,5.89,
490251109100,F2WC,3020.92,
490251109100,F1WC,2627.46,
490251109100,F1WCbase,2810.44,
490251032400,SHNNu,257.24,
490251032400,SHNNl,343.58,
490251057900,SHNNu,474.15,
490251057900,SHNNl,554.36,
490251027900,SHNNu,379.97,
490251027900,SHNNl,426.27,
490251027900,SHNNbs,499.71,
490250655200,SSXS,162.54,
490250655200,SSXbase,212.19,
490250655200,SHNNu,581.1,
490250655200,SHNNl,679.41,
490251122300,SHNNu,518.43,
490251122300,SHNNl,599.08,
490251122300,SHNNbs,672.81,
490251122300,SSXbase,152.9,
490251122300,SSXS,104.09,
490252265300,SHNNu,447.16,
490252265300,SHNNl,538.15,
490252265300,SHNNbs,610.85,
490252265300,SSXbase,83.17,
490252274300,MNKT,5302.62,
490252274300,OPCH,5324.65,
490252274300,B Sand,5444.99,
490252274300,B Dolo,5424.04,
490252274300,C1 Dolo,5507.23,
490252274300,A Sand,5395.97,
490252274300,B1,2690.61,
490252274300,F2WC,2859.27,
490252274300,SHNNu,266.15,
490252274300,SHNNl,354.52,
490252274300,F2WCbase,2938.61,
490252274300,F1WCBench1Base,2535.79,
490252274300,F1WC,2458.38,
490252274300,F2WC,2860.31,
490252274300,F1WCBench2Base,2630.08,
490252274300,F1WCBench2Top,2572.26,
490252274300,F1WCBench3Top,2634.24,
490252274300,F1WCbase,2645.67,
490251097800,SHNNu,246.3,
490251097800,SHNNl,328.42,
490251094000,SHNNu,243.48,
490251094000,SHNNl,329.55,
490252270100,SHNNu,285.51,
490252270100,SHNNl,368.51,
490251132500,SHNNu,256.73,
490251132500,SHNNl,342.32,
490251132600,SHNNu,274.24,
490251132600,SHNNl,359.86,
490251114700,SHNNu,292.19,
490251114700,SHNNl,375.46,
490251040800,F2WCbase,2973.66,
490251040800,F2WC,2917.92,
490251040800,StAM,1710.93,
490251040800,StFT,1075.69,
490251040800,SHNNu,279.16,
490251040800,SHNNl,375.1,
490251040800,SHNNbs,444.41,
490251040800,NBRRws,1827.38,
490251040800,NBRRsg,2056.51,
490251040800,CRLL,2280.93,
490251040800,F1WC,2521.09,
490251040800,B1,2747.05,
490251040800,F1WCbase,2627.56,
490251040800,StAM,1710.76,
490251040800,StBR,689.89,
490251040800,StGD,1612.5,
490250952100,F2WC,2678.99,
490250952100,SHNNbs,169.54,
490250952100,SHNNl,100.12,
490250952100,NBRRws,1565.9,
490250952100,NBRRsg,1791.5,
490250952100,CRLL,2021.89,
490250952100,F1WCbase,2293.08,
490250952100,F2WCbase,2718.93,
490250952100,F1WC,2270.13,
490250952100,B1,2499.29,
490251041200,F2WCbase,3030.01,
490251041200,SHNNu,315.56,
490251041200,SHNNl,404.99,
490251041200,F1WC,2558.55,
490251041200,B1,2789.9,
490251041200,SHNNbs,479.05,
490251041200,F2WC,2960.49,
490251041200,F1WCBench2Top,2673.82,
490251041200,F1WCBench1Base,2634.22,
490251041200,F1WCbase,2742.59,
490251041200,F1WCBench3Top,2732.17,
490250633800,MNKT,5296.76,
490250633800,OPCH,5320.46,
490250633800,A Sand,5387.74,
490250633800,B Dolo,5414.52,
490250633800,B Sand,5435.26,
490250633800,PC,6848.08,
490250633800,MDSN,5814.75,
490250633800,AMSD,5544.23,
490250633800,C1 Dolo,5498.56,
490250633800,F2WCbase,2928,
490250633800,F2WC,2853,
490250633800,CRMT,4355.18,
490250633800,TensleepFluidLevel,-366,
490251057000,SHNNu,257.83,
490251057000,SHNNl,340.02,
490250653900,SHNNu,541.99,
490250653900,SHNNl,634.31,
490250653900,SSXbase,172.69,
490250653900,SSXS,117.3,
490251072200,SHNNu,320.07,
490251072200,SHNNl,410.05,
490251072200,SHNNbs,483.09,
490252269400,SHNNu,603.71,
490252269400,SHNNl,695.36,
490252269400,SHNNbs,764.1,
490252269400,SSXbase,244.38,
490252269400,SSXS,194.39,
490252279100,SHNNl,314.23,
490252279100,SHNNbs,385.23,
490252279100,SHNNu,216.47,
490252279100,NBRRws,1789.97,
490252279100,NBRRsg,2019.24,
490251128100,SHNNbs,486.59,
490251128100,SHNNl,411.56,
490251128100,SHNNu,323.19,
490250951200,F2WCbase,2718.71,
490250951200,F2WC,2678.82,
490250951200,SHNNbs,171.44,
490250951200,NBRRws,1566.43,
490250951200,NBRRsg,1798.31,
490250951200,B1,2500,
490250951200,F1WCbase,2298.73,
490250951200,SHNNl,99.67,
490250951200,F1WC,2272.25,
490250951200,CRLL,2023.31,
490251090600,F2WCbase,2956.26,
490251090600,F2WC,2896.68,
490251090600,StAM,1672.13,
490251090600,F3WC,3140.74,
490251090600,F3WCbase,3151.21,
490251090600,MWRY,3406,
490251090600,DKOT,3802.91,
490251090600,LKOT,3889.13,
490251090600,MRSN,3930.26,
490251090600,SHNNu,258.34,
490251090600,SHNNl,356,
490251090600,SHNNbs,428.1,
490251090600,NBRRws,1798.45,
490251090600,NBRRsg,2037.62,
490251090600,B1,2728.59,
490251090600,F1WC,2511.92,
490251090600,CRLL,2265.15,
490251090600,F1WCbase,2619.24,
490251058300,F2WCbase,2943.96,
490251058300,F2WC,2879.74,
490251058300,StAM,1651.84,
490251058300,StFT,1007.08,
490251058300,NBRRws,1785.04,
490251058300,NBRRsg,2007.44,
490251058300,SHNNbs,374.94,
490251058300,SHNNl,302.75,
490251058300,SHNNu,212.32,
490251058300,F1WC,2494.4,
490251058300,F1WCbase,2599.17,
490251058300,CRLL,2242.49,
490251058300,F2WCbase,2933.48,
490251058300,B1,2701.94,
490251058300,StBR,624.51,
490251058300,StGD,1547.2,
490250633900,SHNNu,995.26,
490250633900,SHNNl,1085.68,
490250633900,SHNNbs,1156.66,
490250633900,SSXbase,636.98,
490250633900,SSXS,593.88,
490251030900,SHNNu,297.73,
490251030900,SHNNl,387.65,
490251030900,SHNNbs,461.03,
490250653000,SHNNu,611.18,
490250653000,SHNNl,707.67,
490250653000,SSXS,193.07,
490250653000,SSXbase,240.62,
490251029200,SHNNu,280.41,
490251029200,SHNNl,364.92,
490251030100,SSXS,190.74,
490251030100,SSXbase,236.86,
490251030100,SHNNu,603.43,
490251030100,SHNNl,670.99,
490251030100,SHNNbs,748.55,
490252280700,MNKT,5284.73,
490252280700,B Sand,5425.95,
490252280700,C1 Dolo,5487.2,
490252280700,B Dolo,5406.9,
490252280700,A Sand,5378.94,
490252280700,OPCH,5307.8,
490252280700,F2WC,2835.97,
490252280700,F1WCBench1Base,2522.37,
490252280700,SHNNu,282.37,
490252280700,SHNNl,374.75,
490252280700,DKOT,3724.95,
490252280700,F2WCbase,2908.43,
490252280700,B1,2661.61,
490252280700,CRMT,4340.81,
490252280700,ALCV,4422.08,
490252280700,F1WC,2429.31,
490252280700,F2WC,2908.43,
490252280700,F1WCBench2Base,2594.6,
490252280700,F1WCBench2Top,2539.04,
490252280700,F1WCBench3Top,2604.32,
490252280700,F1WCbase,2616.82,
490252280700,MDDY,3581.86,
490252280700,MWRY,3347.32,
490252280700,RDPK,4446.12,
490252280700,THRM,3591.02,
490251128700,SHNNu,285.52,
490251128700,SHNNl,372.69,
490251128700,SHNNbs,446.66,
490251093100,SHNNu,302.42,
490251093100,SHNNl,389.71,
490251093100,SHNNbs,463.71,
490251097000,SHNNl,335.35,
490251097000,SHNNu,249.19,
490251130200,SHNNl,379.6,
490251130200,SHNNu,289.16,
490251130200,SHNNbs,446.94,
490251130300,SHNNu,291.1,
490251130300,SHNNl,381.58,
490251040700,SHNNu,309.05,
490251040700,B1,2772.01,
490251040700,SHNNbs,468.77,
490251040700,F1WC,2539.82,
490251040700,F2WCbase,3019.01,
490251040700,SHNNl,391.74,
490251040700,F2WC,2940.89,
490251040700,F1WCbase,2723.72,
490251129100,SHNNu,301.28,
490251129100,SHNNl,389.8,
490251129100,SHNNbs,465.27,
490251129200,SHNNu,308.76,
490251129200,SHNNl,397.19,
490251129200,SHNNbs,469.77,
490251130500,SHNNu,324.41,
490251130500,SHNNl,411.49,
490251130500,SHNNbs,486.61,
490251130400,SHNNu,323.87,
490251130400,SHNNl,411.21,
490251129300,SHNNu,332.12,
490251129300,SHNNl,422.06,
490251069200,F2WCbase,2778.61,
490251069200,F2WC,2736.99,
490251069200,NBRRws,1627.41,
490251069200,NBRRsg,1855.58,
490251069200,CRLL,2079.87,
490251069200,F1WC,2334.03,
490251069200,SHNNbs,280.12,
490251069200,B1,2555.36,
490251069200,F1WCbase,2362.62,
490251094300,SHNNu,299.73,
490251094300,SHNNl,386.29,
490251094300,F1WC,2528.61,
490251094300,B1,2761.12,
490251094300,F2WC,2927.38,
490251094300,SHNNbs,460.22,
490251094300,F2WCbase,3003.44,
490251094300,F1WCbase,2710.5,
490251094300,F3WC,3174.47,
490251094300,MDDY,3689.5,
490251094300,MWRY,3449.86,
490251094300,THRM,3702.06,
490250972800,SSXS,602.75,
490250972800,SSXbase,649.04,
490250972800,SHNNu,1014.75,
490250972800,SHNNl,1105.02,
490250972800,SHNNbs,1170.98,
490250651700,SHNNu,570.27,
490250651700,SHNNl,665.54,
490250651700,SSXbase,199.25,
490250651700,SSXS,146.17,
490251089200,SSXS,1017.36,
490251089200,SSXbase,1060.61,
490251089200,SHNNu,1436.68,
490251089200,SHNNl,1525.37,
490251065100,SHNNu,288.1,
490251065100,SHNNl,375.14,
490251072300,SHNNu,300.13,
490251072300,SHNNl,388.43,
490251072300,SHNNbs,460.62,
490252268600,MNKT,5317.91,
490252268600,OPCH,5339.56,
490252268600,A Sand,5395.72,
490252268600,C1 Dolo,5508.6,
490252268600,B Sand,5446.81,
490252268600,B Dolo,5415.92,
490252268600,F2WC,2851.41,
490252268600,F1WCBench1Base,2507.63,
490252268600,SHNNu,279.74,
490252268600,SHNNl,359.87,
490252268600,F1WC,2438.56,
490252268600,B1,2674.19,
490252268600,F1WCBench2Base,2596.18,
490252268600,F1WCBench2Top,2548.26,
490252268600,F1WCBench3Top,2604.78,
490252268600,F1WCbase,2629.7,
490252268600,F2WCbase,2920.03,
490252268600,C2 Sand,5514.72,
490252268600,C3 Dolo,5520.03,
490252268600,C3 Sand,5537.38,
490252268600,C4 Dolo,5543.04,
490252268600,C4 Sand,5558.97,
490251123700,SHNNu,281.59,
490251123700,SHNNl,368.1,
490251123700,SHNNbs,442.95,
490252248000,SHNNu,597,
490252248000,SHNNl,658.01,
490252248000,SHNNbs,728.34,
490252248000,SSXbase,232.38,
490252248000,SSXS,181.25,
490252249300,SHNNu,293.01,
490252249300,SHNNl,383.04,
490252249300,SHNNbs,458.08,
490251108100,SHNNu,283.28,
490251108100,SHNNl,365.49,
490252255600,SHNNbs,443.81,
490252255600,SHNNu,283.9,
490252255600,SHNNl,370.44,
490252270000,SSXS,69.57,
490252270000,SSXbase,120.6,
490252270000,SHNNu,485.95,
490252270000,SHNNl,582.9,
490252270000,SHNNbs,648.22,
490251129400,SHNNu,302.71,
490251129400,SHNNl,390.19,
490251129400,SHNNbs,462.89,
490251123200,SHNNu,283.75,
490251123200,SHNNl,370.45,
490251123200,SHNNbs,445.21,
490252255200,SHNNu,324.28,
490252255200,SHNNl,410.87,
490252255200,SHNNbs,484.2,
490252255100,SHNNu,309.24,
490252255100,SHNNl,397.49,
490252255100,SHNNbs,472.1,
490252254400,SHNNu,292.89,
490252254400,SHNNl,379.11,
490252254400,SHNNbs,452.74,
490252256400,SHNNu,292.9,
490252256400,SHNNl,378.54,
490252256400,SHNNbs,453.92,
490251037000,F2WCbase,3010.27,
490251037000,F2WC,2939.91,
490251037000,SHNNl,510.09,
490251037000,SHNNu,419.01,
490251037000,SHNNbs,581.95,
490251037000,F1WCbase,2582.91,
490251037000,NBRRws,1903.33,
490251037000,F1WC,2566.9,
490251037000,CRLL,2324.97,
490251037000,NBRRsg,2143.34,
490251037000,F1WCBench1Base,2587.79,
490251037000,F1WCBench2Base,2681.29,
490251037000,F1WCbase,2723,
490251037000,F1WCBench2Top,2592.1,
490251037000,F1WCBench3Top,2698.55,
490251088400,F2WC,2731.71,
490251088400,F2WCbase,2781.68,
490251088400,NBRRsg,1855.2,
490251088400,F1WC,2334.41,
490251088400,B1,2552.59,
490251088400,F3WCbase,2980.75,
490251088400,NBRRws,1625.28,
490251088400,CRLL,2080.21,
490251088400,F1WCbase,2352.41,
490251088400,F3WC,2967.47,
490251111500,F2WCbase,2934.13,
490251111500,F2WC,2870.49,
490251111500,StFT,1029.71,
490251111500,StAM,1642.3,
490251111500,StBR,648.98,
490251111500,SHNNu,255.83,
490251111500,SHNNl,353.51,
490251111500,SHNNbs,424.83,
490251111500,NBRRws,1775.31,
490251111500,NBRRsg,2009.99,
490251111500,CRLL,2237.18,
490251111500,F1WC,2482.86,
490251111500,F1WCbase,2596.78,
490251111500,B1,2701.09,
490251026500,F2WCbase,3065.11,
490251026500,F3WC,3249.35,
490251026500,DKOT,3898.78,
490251026500,MRSN,4002.6,
490251026500,F2WCbase,3058.28,
490251026500,F1WCbase,2714.73,
490251026500,NBRRsg,2134.94,
490251026500,SHNNbs,489.26,
490251026500,SHNNu,323.1,
490251026500,MWRY,3523.26,
490251026500,F3WCbase,3254.87,
490251026500,LKOT,3978.3,
490251026500,F2WC,3001.95,
490251026500,F1WC,2618.78,
490251026500,CRLL,2362.46,
490251026500,NBRRws,1897.48,
490251026500,SHNNl,412.77,
490251026500,F2WC,3000.15,
490251026500,B1,2823.61,
490251026500,StBR,733.54,
490251026500,StFT,1117.19,
490251026500,StAM,1764.11,
490251026500,StGD,1661.73,
490251033600,SHNNu,311.74,
490251033600,SHNNl,397.55,
490251029500,SHNNu,295.32,
490251029500,SHNNl,384.62,
490251029500,SHNNbs,458.94,
490251034700,SSXS,90,
490251034700,SSXbase,139,
490251034700,SHNNu,439.12,
490251034700,SHNNl,535.07,
490251034700,SHNNbs,600.4,
490251064900,SHNNu,303.2,
490251064900,SHNNl,398.93,
490250632900,SHNNbs,1166.07,
490250632900,SHNNl,1095.43,
490250632900,SHNNu,1008.06,
490250632900,SSXbase,636.3,
490250632900,SSXS,587.49,
490252255800,SHNNu,301.41,
490252255800,SHNNl,391.46,
490252255800,SHNNbs,464.18,
490251116600,SHNNl,438.56,
490251116600,SHNNu,360.32,
490251116600,SHNNbs,519.12,
490252255500,SHNNu,280.05,
490252255500,SHNNl,365.6,
490252255500,SHNNbs,421.85,
490251123100,SHNNu,276.25,
490251123100,SHNNl,360.61,
490251123100,SHNNbs,437.07,
490251126300,SHNNu,257.29,
490251126300,SHNNl,346.65,
490252254500,SHNNbs,435.14,
490252254500,SHNNl,364.82,
490252254500,SHNNu,278.58,
490251126400,SHNNl,357.01,
490251126400,SHNNu,269.62,
490251108200,SHNNu,350.95,
490251108200,SHNNl,420.17,
490251106300,StFT,1213.05,
490251106300,StGD,1733.12,
490251106300,StBR,828.77,
490251106300,StAM,1835.59,
490251106300,CRLL,2426.12,
490251106300,F2WCbase,3021.05,
490251106300,F2WC,2946.72,
490251106300,SHNNbs,586.94,
490251106300,SHNNl,514.65,
490251106300,SHNNu,420.84,
490251106300,NBRRws,1960.48,
490251106300,NBRRsg,2193.7,
490251106300,CRLL,2423.48,
490251106300,F3WC,3192.01,
490251106300,F3WCbase,3199.76,
490251106300,F2WCbase,3014.73,
490251106300,F1WC,2621.43,
490251106300,F1WCbase,2640.36,
490251106300,B1,2812.54,
490251106300,F1WCbase,2771.79,
490251106300,F1WCBench1Base,2637.77,
490251106300,F1WCBench2Top,2651.94,
490251106300,F1WCBench3Top,2749.74,
490251106300,F1WCBench2Base,2729.9,
490251086700,F2WCbase,3129.04,
490251086700,B1,2891.54,
490251086700,SHNNu,485.13,
490251086700,SHNNbs,648.38,
490251086700,F1WC,2661.15,
490251086700,CRLL,2422.06,
490251086700,SHNNl,576.25,
490251086700,F2WC,3055.9,
490251086700,F1WCbase,2838.88,
490250970700,SSXbase,591.76,
490250970700,SSXS,542.94,
490250970700,SHNNu,963.67,
490250970700,SHNNl,1049.8,
490250970700,SHNNbs,1122.01,
490251072400,SHNNu,270.15,
490251072400,SHNNl,350.09,
490251072400,SHNNbs,426.95,
490251070700,SSXS,54.74,
490251070700,SSXbase,109.03,
490251070700,SHNNu,476.46,
490251070700,SHNNl,571.47,
490251070700,SHNNbs,638.36,
490251113000,SHNNu,306.69,
490251113000,SHNNl,397.51,
490251115100,SHNNu,415.17,
490251115100,SHNNl,496.07,
490251115100,SHNNbs,569.58,
490251115100,SSXbase,52.15,
490251113300,SHNNu,314.59,
490251113300,SHNNl,400.67,
490252257400,SHNNbs,478.97,
490252257400,SHNNu,317.27,
490252257400,SHNNl,404.44,
490252257500,SHNNl,403.69,
490252257500,SHNNu,315.64,
490252258400,SHNNu,315.89,
490252258400,SHNNl,403.88,
490252264000,SHNNu,316.75,
490252264000,SHNNl,403.19,
490251117000,SHNNu,439.02,
490251117000,SHNNl,518.73,
490251117000,SHNNbs,597.11,
490251117000,SSXbase,70.85,
490251044000,SHNNl,402.82,
490251044000,SHNNu,314.32,
490251044000,F1WCBench1Base,2595.05,
490251044000,F1WC,2532.24,
490251044000,F2WCbase,3002.56,
490251044000,B1,2747.96,
490251044000,F1WCBench2Base,2689.51,
490251044000,F2WC,2918.25,
490251044000,F1WCBench2Top,2643.67,
490251044000,F1WCBench3Top,2699.24,
490251044000,F1WCbase,2709.36,
490251098500,F1WCbase,2529.92,
490251098500,F1WC,2421.62,
490251098500,CRLL,2176.78,
490251098500,NBRRsg,1953.81,
490251098500,NBRRws,1740.32,
490251098500,SHNNl,267.98,
490251098500,SHNNbs,343.78,
490251098500,SHNNu,180.96,
490251098500,F1WCBench2Top,2448.29,
490251098500,F1WCBench3Top,2557.1,
490251098500,B1,2635.25,
490251098500,F2WC,2803.37,
490251098500,F2WCbase,2870.21,
490251098500,F1WCbase,2581.34,
490251098500,F1WCBench1Base,2434.69,
