UWI,DATUM,GL,EREF,UNIT,datum
00/10-08-084-09W4/0,719.37,716.37,719.37,M,719.37
00/10-08-085-19W4/0,604.845,604.845,607.344,M,607.344
00/10-08-086-22W4/0,576.925,576.925,580.187,M,580.187
00/10-09-071-16W4/0,590.14,590.14,593.79,M,593.79
00/10-09-071-26W4/0,622.365,622.365,625.45,M,625.45
00/10-09-074-07W4/0,692.81,692.81,696.163,M,696.163
00/10-09-078-09W4/0,602.59,599.953,602.59,M,602.59
00/10-09-078-26W4/0,595,595,598.9,M,598.9
00/10-09-080-04W4/0,483.108,479.45,483.108,M,483.108
00/10-09-082-03W4/0,457.2,454.152,457.2,M,457.2
00/10-10-069-15W4/0,548.59,548.59,552.55,M,552.55
00/10-10-069-18W4/0,549.859,549.859,553.822,M,553.822
00/10-10-071-15W4/0,620.573,620.573,623.011,M,623.011
00/10-10-071-23W4/0,661.721,662.026,665.683,M,665.683
00/10-10-080-04W4/0,475.488,471.83,475.488,M,475.488
00/10-10-080-24W4/0,558.63,558.63,562.83,M,562.83
00/10-10-097-19W4/0,788.548,786.232,788.548,M,788.548
00/10-11-070-02W5/0,593.3,593.3,598.2,M,598.2
00/10-11-073-08W4/0,702.3,702.8,706.3,M,706.3
00/10-11-073-17W4/0,567.385,567.385,570.433,M,570.433
00/10-11-074-09W4/0,659.5,659.5,663.3,M,663.3
00/10-11-076-08W4/0,637.794,637.794,640.232,M,640.232
00/10-11-077-16W4/0,703,703,706.8,M,706.8
00/10-11-078-10W4/0,622.097,619.354,622.097,M,622.097
00/10-11-078-14W4/0,686.7,682.2,686.7,M,686.7
00/10-11-079-07W4/0,553.62,550.24,553.62,M,553.62
00/10-11-080-09W4/0,715.4,712,715.4,M,715.4
00/10-11-086-23W4/0,562.966,562.966,566.014,M,566.014
00/10-12-069-10W4/0,798.119,798.119,801.624,M,801.624
00/10-12-072-18W4/0,593.507,593.507,596.494,M,596.494
00/10-12-074-26W4/0,677.479,677.479,680.923,M,680.923
00/10-12-077-19W4/0,556.26,556.26,561.137,M,561.137
00/10-12-079-08W4/0,573,568.82,573,M,573
00/10-12-089-18W4/0,479.25,476.25,479.25,M,479.25
00/10-13-070-16W4/0,570.5,570.5,573.7,M,573.7
00/10-13-071-08W4/0,663.74,663.74,666.7,M,666.7
00/10-13-077-15W4/0,675.4,675.4,678.9,M,678.9
00/10-13-080-19W4/0,565.526,565.526,568.879,M,568.879
00/10-13-081-05W4/0,468.782,465.734,468.782,M,468.782
00/10-13-089-24W4/0,508.65,508.65,512.003,M,512.003
00/10-14-067-03W4/0,700.96,697.3,700.96,M,700.96
00/10-14-071-05W4/0,661.74,661.74,665.55,M,665.55
00/10-14-073-10W4/0,660.4,660.4,663.8,M,663.8
00/10-14-074-09W4/0,654.68,654.68,658.64,M,658.64
00/10-14-077-10W4/0,632,632,635,M,635
00/10-14-078-18W4/0,554.553,551.139,554.553,M,554.553
00/10-14-080-08W4/0,655.625,652.577,655.625,M,655.625
00/10-14-081-17W4/0,543.763,540.106,543.763,M,543.763
00/10-14-082-19W4/0,573.024,573.024,576.682,M,576.682
00/10-14-091-20W4/0,508.559,508.102,508.559,M,508.559
00/10-14-092-21W4/0,544,540.3,544,M,544
00/10-15-068-16W4/0,547.15,547.15,550,M,550
00/10-15-071-07W4/0,647.2,647.2,650.2,M,650.2
00/10-15-071-20W4/0,584.3,584.3,587.6,M,587.6
00/10-15-071-26W4/0,617.22,617.22,620.573,M,620.573
00/10-15-072-02W5/0,589.3,589.3,593,M,593
00/10-15-074-06W4/0,627.32,627.32,631.57,M,631.57
00/10-15-074-17W4/0,580.9,580.9,583.2,M,583.2
00/10-15-075-20W4/0,609.6,609.6,613.867,M,613.867
00/10-15-080-23W4/0,586.4,586.4,590,M,590
00/10-15-081-19W4/0,576.377,576.377,578.815,M,578.815
00/10-15-090-20W4/0,520.3,520.3,523.5,M,523.5
00/10-16-069-16W4/0,558.394,558.394,562.051,M,562.051
00/10-16-073-21W4/0,668.731,668.731,672.998,M,672.998
00/10-16-073-22W4/0,626.852,626.852,630.022,M,630.022
00/10-16-074-17W4/0,575.767,575.767,578.206,M,578.206
00/10-16-075-06W4/0,621.4,621.4,625.6,M,625.6
00/10-16-075-21W4/0,666.598,666.598,670.712,M,670.712
00/10-16-076-05W4/0,580.949,580.949,584.302,M,584.302
00/10-16-076-25W4/0,763.829,763.829,768.096,M,768.096
00/10-16-079-09W4/0,680.253,677.601,680.253,M,680.253
00/10-16-082-14W4/0,584.4,581,584.4,M,584.4
00/10-16-084-03W4/0,458.114,454.457,458.114,M,458.114
00/10-16-092-19W4/0,1740,1727,1740,F,530.352
00/10-17-070-03W5/0,650.5,644.5,650.5,M,650.5
00/10-17-071-06W4/0,653,653,657.2,M,657.2
00/10-17-072-13W4/0,642.671,642.671,645.871,M,645.871
00/10-17-073-04W5/0,580.4,580.4,585,M,585
00/10-17-073-17W4/0,579.272,579.272,582.473,M,582.473
00/10-17-074-13W4/0,724.21,724.21,727.56,M,727.56
00/10-17-083-19W4/0,586.74,586.74,589.239,M,589.239
00/10-17-084-25W4/0,543.154,543.154,546.811,M,546.811
00/10-17-087-18W4/0,520.7,518,520.7,M,520.7
00/10-18-069-13W4/0,547.421,547.421,550.469,M,550.469
00/10-18-071-24W4/0,638.861,638.861,642.518,M,642.518
00/10-18-071-25W4/0,609.905,609.905,612.953,M,612.953
00/10-18-073-04W4/0,699.1,695.3,699.1,M,699.1
00/10-18-073-24W4/0,636.727,636.727,640.08,M,640.08
00/10-18-074-03W5/0,732.739,732.739,737.006,M,737.006
00/10-18-074-24W4/0,686.4,686.4,689.5,M,689.5
00/10-18-076-03W5/0,861,861,865.1,M,865.1
00/10-18-078-03W5/0,664.769,664.769,668.426,M,668.426
00/10-18-078-10W4/0,666.293,662.33,666.293,M,666.293
00/10-18-080-16W4/0,559.8,556,559.8,M,559.8
00/10-18-080-20W4/0,579.272,579.272,582.778,M,582.778
00/10-18-080-25W4/0,554.157,551.261,554.157,M,554.157
00/10-18-081-04W5/0,596.189,596.189,599.999,M,599.999
00/10-18-081-20W4/0,581.81,581.81,585.04,M,585.04
00/10-18-092-20W4/0,536.95,533.15,536.95,M,536.95
00/10-19-073-04W4/0,634.4,630,634.4,M,634.4
00/10-19-078-24W4/0,592.531,592.531,596.494,M,596.494
00/10-19-078-25W4/0,581.86,581.86,586.11,M,586.11
00/10-20-070-21W4/0,666.719,666.719,669.036,M,669.036
00/10-20-070-23W4/0,626.059,626.059,629.717,M,629.717
00/10-20-071-12W4/0,592.836,592.836,595.884,M,595.884
00/10-20-072-14W4/0,606.095,606.095,609.143,M,609.143
00/10-20-073-04W5/0,582.23,582.23,586.56,M,586.56
00/10-20-075-18W4/0,580.644,580.644,583.692,M,583.692
00/10-20-076-17W4/0,2334,2324,2334,F,711.4032
00/10-20-076-24W4/0,942.137,938.479,942.137,M,942.137
00/10-20-078-24W4/0,588.874,588.874,592.836,M,592.836
00/10-20-080-14W4/0,644.042,640.69,644.042,M,644.042
00/10-20-082-06W4/0,530.962,529.133,530.962,M,530.962
00/10-20-083-20W4/0,632.765,632.765,637.032,M,637.032
00/10-21-069-09W4/0,706.23,706.23,709,M,709
00/10-21-071-14W4/0,658.002,654.832,658.002,M,658.002
00/10-21-078-26W4/0,591.922,591.922,595.274,M,595.274
00/10-21-081-24W4/0,596.1,596.1,600.35,M,600.35
00/10-21-082-13W4/0,596.85,593.2,596.85,M,596.85
00/10-21-088-25W4/0,659.7,659.7,663,M,663
00/10-22-071-05W5/0,782.2,778.85,782.2,M,782.2
00/10-22-073-18W4/0,574.243,574.243,577.596,M,577.596
00/10-22-075-21W4/0,677.875,677.875,681.228,M,681.228
00/10-22-076-03W4/0,634.594,632.155,634.594,M,634.594
00/10-22-076-04W5/0,833.476,833.476,837.133,M,837.133
00/10-22-076-24W4/0,924.885,921.38,924.885,M,924.885
00/10-22-077-09W4/0,583.387,583.387,586.13,M,586.13
00/10-22-077-11W4/0,687.019,687.019,691.134,M,691.134
00/10-22-078-14W4/0,689.9,685.4,689.9,M,689.9
00/10-23-070-26W4/0,633.191,633.191,635.813,M,635.813
00/10-23-071-04W5/0,670.011,670.011,674.218,M,674.218
00/10-23-071-07W4/0,662.4,662.4,666.2,M,666.2
00/10-23-071-08W4/0,670.2,670.2,674,M,674
00/10-23-072-07W4/0,691.2,691.2,694.7,M,694.7
00/10-23-072-17W4/0,563.88,560.832,563.88,M,563.88
00/10-23-075-02W5/0,833.628,833.628,837.743,M,837.743
00/10-23-076-08W4/0,612.587,612.587,616.427,M,616.427
00/10-23-077-23W4/0,654.101,654.101,658.063,M,658.063
00/10-23-078-23W4/0,566.623,566.623,570.159,M,570.159
00/10-23-080-13W4/0,699.821,696.773,699.821,M,699.821
00/10-23-081-02W5/0,586.435,586.435,590.093,M,590.093
00/10-23-081-20W4/0,582.778,582.778,586.13,M,586.13
00/10-23-082-16W4/0,554.126,550.774,554.126,M,554.126
00/10-23-083-03W5/0,624.352,624.352,627.522,M,627.522
00/10-23-083-07W4/0,614.5,611.12,614.5,M,614.5
00/10-23-090-24W4/0,509,505.6,509,M,509
00/10-24-073-08W4/0,694.3,694.3,697.6,M,697.6
00/10-24-081-25W4/0,586.435,586.435,589.788,M,589.788
00/10-24-083-19W4/0,567.28,567.28,570.48,M,570.48
00/10-25-071-05W4/0,681.4,681.4,685.4,M,685.4
00/10-25-072-09W4/0,682.3,682.3,685.3,M,685.3
00/10-25-074-07W4/0,646.877,646.877,650.138,M,650.138
00/10-25-075-15W4/0,741.17,741.17,745.67,M,745.67
00/10-25-076-02W5/0,805.891,801.929,805.891,M,805.891
00/10-25-079-07W4/0,569.4,565.7,569.4,M,569.4
00/10-25-081-03W4/0,476.707,473.659,476.707,M,476.707
00/10-25-083-19W4/0,570.89,570.89,573.938,M,573.938
00/10-25-084-19W4/0,582.168,582.168,585.521,M,585.521
00/10-25-089-20W4/0,518.4,514.3,518.4,M,518.4
00/10-25-092-18W4/0,523.54,520.54,523.54,M,523.54
00/10-25-095-18W4/0,668,665,668,M,668
00/10-26-068-04W4/0,731.85,731.85,735.7,M,735.7
00/10-26-071-25W4/0,589.94,589.94,593.75,M,593.75
00/10-26-072-02W5/0,594.25,594.25,598.3,M,598.3
00/10-26-074-20W4/0,683.057,683.057,686.714,M,686.714
00/10-26-075-05W4/0,619.6,619.6,624.6,M,624.6
00/10-26-076-09W4/0,650.748,650.748,654.406,M,654.406
00/10-26-079-04W4/0,477.97,474.32,477.97,M,477.97
00/10-26-080-26W4/0,554.706,550.713,554.706,M,554.706
00/10-26-081-10W4/0,2327,2316,2327,F,709.2696
00/10-26-081-16W4/0,558.9,555.3,558.9,M,558.9
00/10-26-081-25W4/0,579.76,579.76,583.021,M,583.021
00/10-26-091-18W4/0,614.42,611.06,614.42,M,614.42
00/10-27-068-13W4/0,585.835,585.911,589.188,M,589.188
00/10-27-069-03W4/0,710.3,707,710.3,M,710.3
00/10-27-069-15W4/0,561.746,561.746,565.252,M,565.252
00/10-27-070-12W4/0,589.818,589.818,592.866,M,592.866
00/10-27-074-01W5/0,720.547,720.547,730.301,M,730.301
00/10-27-075-01W5/0,826.465,826.465,830.58,M,830.58
00/10-27-076-05W4/0,569.67,569.67,573.87,M,573.87
00/10-27-076-11W4/0,665.165,665.165,668.426,M,668.426
00/10-27-077-15W4/0,669.41,669.41,673.69,M,673.69
00/10-27-078-07W4/0,555.72,548.21,555.72,M,555.72
00/10-27-078-09W4/0,629.26,625.693,629.26,M,629.26
00/10-27-079-01W5/0,1978,1965,1978,F,602.8944
00/10-27-080-06W4/0,512.064,508.955,512.064,M,512.064
00/10-27-080-18W4/0,557.327,554.126,557.327,M,557.327
00/10-27-081-07W4/0,659.9,656.2,659.9,M,659.9
00/10-27-082-02W4/0,469.4,466,469.4,M,469.4
00/10-27-082-24W4/0,599.572,599.572,603.23,M,603.23
00/10-28-067-03W4/0,682.54,678.88,682.54,M,682.54
00/10-28-068-03W4/0,748.86,748.86,752.86,M,752.86
00/10-28-075-04W5/0,973.531,943.051,946.404,M,946.404
00/10-28-076-04W5/0,771.754,771.754,775.716,M,775.716
00/10-28-077-20W4/0,574.853,571.195,574.853,M,574.853
00/10-28-081-12W4/0,750.3,732.4,750.3,M,750.3
00/10-29-067-02W4/0,710.7,707.5,710.7,M,710.7
00/10-29-067-08W4/0,643.6,639.4,643.6,M,643.6
00/10-29-069-10W4/0,598,598,601.5,M,601.5
00/10-29-072-08W4/0,686.5,686.5,689.5,M,689.5
00/10-29-072-18W4/0,601.4,587.9,601.4,M,601.4
00/10-29-073-05W4/0,669.03,669.03,672.93,M,672.93
00/10-29-075-08W4/0,662.33,662.33,665.378,M,665.378
00/10-29-077-07W4/0,552.054,552.054,555.315,M,555.315
00/10-29-077-24W4/0,666.57,666.57,670.67,M,670.67
00/10-29-079-10W4/0,666.5,664.8,666.5,M,666.5
00/10-29-079-19W4/0,568.604,568.604,571.652,M,571.652
00/10-29-080-09W4/0,702.564,698.906,702.564,M,702.564
00/10-29-081-02W4/0,477,474,477,M,477
00/10-29-082-13W4/0,596.75,592.4,596.75,M,596.75
00/10-29-084-06W4/0,494.9,491.2,494.9,M,494.9
00/10-30-067-18W4/0,578,578,578,M,578
00/10-30-069-11W4/0,650.138,650.138,652.668,M,652.668
00/10-30-071-12W4/0,643.76,643.76,646.5,M,646.5
00/10-30-075-12W4/0,694.33,694.33,697.68,M,697.68
00/10-30-076-04W4/0,586,586,589.3,M,589.3
00/10-30-076-14W4/0,681.076,681.076,682.752,M,682.752
00/10-31-071-07W4/0,660.2,660.2,664,M,664
00/10-31-071-24W4/0,656.783,656.783,659.221,M,659.221
00/10-31-072-24W4/0,648.767,648.767,651.815,M,651.815
00/10-31-077-03W5/0,680.923,680.923,683.971,M,683.971
00/10-31-079-05W4/0,460.8,457.3,460.8,M,460.8
00/10-32-069-17W4/0,562.051,562.051,565.099,M,565.099
00/10-32-070-10W4/0,657.1,657.1,660.4,M,660.4
00/10-32-070-26W4/0,612.953,612.953,615.696,M,615.696
00/10-32-072-13W4/0,659.74,656.692,659.74,M,659.74
00/10-32-073-11W4/0,644.347,644.347,647.395,M,647.395
00/10-32-075-20W4/0,619.049,619.049,623.103,M,623.103
00/10-32-076-08W4/0,615.696,615.696,618.134,M,618.134
00/10-32-076-12W4/0,686.653,686.653,689.762,M,689.762
00/10-32-077-12W4/0,669.188,669.188,672.846,M,672.846
00/10-32-078-12W4/0,679.7,675.6,679.7,M,679.7
00/10-32-079-21W4/0,576.83,576.83,580.8,M,580.8
00/10-32-080-20W4/0,578.815,578.815,581.254,M,581.254
00/10-32-083-15W4/0,547.421,544.068,547.421,M,547.421
00/10-32-084-04W4/0,563,458,563,M,563
00/10-32-084-11W4/0,545.8,542.43,545.8,M,545.8
00/10-33-067-05W4/0,671.01,667.11,671.01,M,671.01
00/10-33-067-11W4/0,698.91,695.31,698.91,M,698.91
00/10-33-070-06W4/0,638.1,638.1,641.8,M,641.8
00/10-33-071-18W4/0,592.684,592.684,595.579,M,595.579
00/10-33-071-23W4/0,679.399,679.399,683.057,M,683.057
00/10-33-072-23W4/0,670.103,670.103,673.151,M,673.151
00/10-33-072-25W4/0,664.159,664.159,667.817,M,667.817
00/10-33-072-26W4/0,656.082,652.272,656.082,M,656.082
00/10-33-075-22W4/0,669.036,669.036,672.267,M,672.267
00/10-33-078-11W4/0,699.7,695.6,699.7,M,699.7
00/10-33-078-21W4/0,566.16,566.16,570.12,M,570.12
00/10-33-079-04W4/0,474.269,470.916,474.269,M,474.269
00/10-33-082-06W4/0,514.7,511.06,514.7,M,514.7
00/10-33-084-23W4/0,573.329,573.329,576.682,M,576.682
00/10-34-067-13W4/0,577.901,575.158,577.901,M,577.901
00/10-34-069-05W4/0,673.5,673.5,677.2,M,677.2
00/10-34-069-15W4/0,559.6,559.6,563.41,M,563.41
00/10-34-071-03W5/0,625.4,625.4,628.3,M,628.3
00/10-34-071-21W4/0,593,593,597.3,M,597.3
00/10-34-072-06W4/0,709.8,709.8,714,M,714
00/10-34-074-01W5/0,721.766,721.766,725.119,M,725.119
00/10-34-075-07W4/0,624.764,624.764,628.025,M,628.025
00/10-34-075-09W4/0,673.46,673.46,676.81,M,676.81
00/10-34-076-22W4/0,811.073,811.073,814.578,M,814.578
00/10-34-077-24W4/0,613.105,613.105,617.281,M,617.281
00/10-34-078-23W4/0,574.731,571.683,574.731,M,574.731
00/10-34-089-20W4/0,522.6,518.3,522.6,M,522.6
00/10-35-076-21W4/0,738.835,738.835,742.188,M,742.188
00/10-35-076-23W4/0,904.646,901.355,904.646,M,904.646
00/10-35-079-19W4/0,563.88,563.88,566.928,M,566.928
00/10-35-080-20W4/0,581.254,581.254,578.053,M,578.053
00/10-35-081-15W4/0,576.6,572,576.6,M,576.6
00/10-35-083-06W4/0,546.14,542.64,546.14,M,546.14
00/10-35-084-05W4/0,474,470,474,M,474
00/10-35-088-22W4/0,516.7,516.7,520,M,520
00/10-36-070-20W4/0,583.265,583.265,586.435,M,586.435
00/10-36-073-11W4/0,654.406,654.406,657.606,M,657.606
00/10-36-073-16W4/0,609.295,609.295,612.038,M,612.038
00/10-36-085-19W4/0,576.072,576.072,579.12,M,579.12
00/11-01-068-16W4/0,572.414,572.414,605.333,M,605.333
00/11-01-073-21W4/0,661.7,658.2,661.7,M,661.7
00/11-01-076-06W4/0,595.55,595.55,599.05,M,599.05
00/11-01-077-24W4/0,797.662,797.662,800.71,M,800.71
00/11-01-085-11W4/0,556.6,554,556.6,M,556.6
00/11-02-068-04W4/0,705.39,705.39,709.24,M,709.24
00/11-02-071-15W4/0,569.5,569.5,572.7,M,572.7
00/11-02-074-06W4/0,646.01,646.01,649.91,M,649.91
00/11-02-074-19W4/0,619.658,619.658,622.097,M,622.097
00/11-02-075-02W5/0,773.04,773.04,778.83,M,778.83
00/11-02-075-21W4/0,676.38,676.38,679.28,M,679.28
00/11-02-077-08W4/0,575.61,575.6,579.11,M,579.11
00/11-03-067-13W4/0,580.3,577.4,580.3,M,580.3
00/11-03-068-18W4/0,556.992,556.992,561.137,M,561.137
00/11-03-071-01W5/0,572.11,572.11,575.158,M,575.158
00/11-03-072-01W5/0,635.203,635.203,638.861,M,638.861
00/11-03-072-03W5/0,594.1,594.1,596.8,M,596.8
00/11-03-073-02W5/0,597,597,600.2,M,600.2
00/11-03-077-04W4/0,577.9,577.9,581.55,M,581.55
00/11-03-077-21W4/0,749.503,745.541,749.503,M,749.503
00/11-03-079-07W4/0,557.3,554.2,557.3,M,557.3
00/11-03-091-20W4/0,1647.97,1635.5,1647.97,F,502.301256
00/11-04-067-03W4/0,657.79,654.03,657.79,M,657.79
00/11-04-071-18W4/0,575.462,575.462,579.12,M,579.12
00/11-04-073-13W4/0,667.89,667.89,664.44,M,664.44
00/11-04-074-15W4/0,638.2,638.2,641.71,M,641.71
00/11-04-074-24W4/0,642.214,642.214,644.5,M,644.5
00/11-04-075-06W4/0,654.52,654.52,658.42,M,658.42
00/11-04-081-04W4/0,447.2,443.7,447.2,M,447.2
00/11-04-088-21W4/0,532.2,532.2,535.2,M,535.2
00/11-04-092-18W4/0,523.6,520.6,523.6,M,523.6
00/11-05-067-07W4/0,625.23,621.33,625.23,M,625.23
00/11-05-070-05W5/0,796.595,796.595,800.557,M,800.557
00/11-05-070-09W4/0,659.4,659.4,662.75,M,662.75
00/11-05-071-10W4/0,651.97,651.97,654.8,M,654.8
00/11-05-073-05W4/0,708.1,703.6,708.1,M,708.1
00/11-05-074-04W4/0,634.4,630.2,634.4,M,634.4
00/11-05-074-25W4/0,656.722,656.722,660.014,M,660.014
00/11-05-085-06W4/0,480.63,477,480.63,M,480.63
00/11-06-070-15W4/0,562.71,562.71,565.41,M,565.41
00/11-06-072-05W4/0,668.3,668.3,673.01,M,673.01
00/11-06-072-12W4/0,620.85,620.85,624.2,M,624.2
00/11-06-072-19W4/0,592.684,592.684,595.884,M,595.884
00/11-06-073-01W5/0,615.2,612.1,615.2,M,615.2
00/11-06-074-13W4/0,694.49,694.49,697.84,M,697.84
00/11-06-076-19W4/0,594.7,590.9,594.7,M,594.7
00/11-06-076-22W4/0,697.809,697.809,701.04,M,701.04
00/11-06-077-07W4/0,571.96,571.96,575.65,M,575.65
00/11-06-077-09W4/0,627.96,627.96,631,M,631
00/11-07-068-17W4/0,176.376,176.376,177.595,M,177.595
00/11-07-070-01W5/0,583,583,586,M,586
00/11-07-074-15W4/0,639.623,639.623,640.69,M,640.69
00/11-07-076-03W4/0,617.13,617.13,620.23,M,620.23
00/11-07-077-06W4/0,561.96,561.96,565.8,M,565.8
00/11-07-090-19W4/0,522.2,518.6,522.2,M,522.2
00/11-07-091-20W4/0,1689.96,1678.48,1689.96,F,515.099808
00/11-08-068-01W4/0,665.82,665.82,669.7,M,669.7
00/11-08-071-16W4/0,576,576,579.6,M,579.6
00/11-08-072-01W5/0,610.84,610.84,615.4,M,615.4
00/11-08-072-14W4/0,606.552,606.552,609.6,M,609.6
00/11-08-072-17W4/0,593.446,590.398,593.446,M,593.446
00/11-08-073-20W4/0,687.019,687.019,690.22,M,690.22
00/11-08-074-09W4/0,666.598,666.598,670.255,M,670.255
00/11-08-074-21W4/0,689,689,692.8,M,692.8
00/11-08-075-05W4/0,636.15,636.15,639.43,M,639.43
00/11-08-075-08W4/0,665.61,665.61,669,M,669
00/11-08-082-04W4/0,460.248,457.2,460.248,M,460.248
00/11-08-092-21W4/0,551.383,547.421,551.383,M,551.383
00/11-09-071-11W4/0,612.9,612.9,616.6,M,616.6
00/11-09-076-02W4/0,658.5,654.8,658.5,M,658.5
00/11-09-079-15W4/0,630.7,627.7,630.7,M,630.7
00/11-09-080-21W4/0,584.545,584.545,588.051,M,588.051
00/11-09-082-19W4/0,584.911,584.911,588.264,M,588.264
00/11-09-083-16W4/0,529.438,526.237,529.438,M,529.438
00/11-09-096-17W4/0,747.4,743,747.4,M,747.4
00/11-10-067-14W4/0,578.5,575.5,578.5,M,578.5
00/11-10-067-18W4/0,602,598.39,602,M,602
00/11-10-068-18W4/0,556,556,559.4,M,559.4
00/11-10-070-05W5/0,785.2,785.2,788.2,M,788.2
00/11-10-071-13W4/0,630.326,630.326,634.289,M,634.289
00/11-10-072-18W4/0,598,598,598.6,M,598.6
AA/11-10-074-08W4/0,692.3,692.3,695.8,M,695.8
00/11-10-074-22W4/0,646.2,646.2,648.7,M,648.7
00/11-10-076-02W5/0,904.646,900.989,904.646,M,904.646
00/11-10-076-14W4/0,644.9,644.9,648.3,M,648.3
00/11-10-076-15W4/0,715.518,715.518,718.566,M,718.566
00/11-10-076-25W4/0,844.479,844.479,848.594,M,848.594
00/11-10-081-25W4/0,595.884,595.884,599.542,M,599.542
00/11-10-093-18W4/0,518.7,515.7,518.7,M,518.7
00/11-11-074-20W4/0,763.9,763.9,767.6,M,767.6
00/11-11-075-14W4/0,859.231,859.231,859.231,M,859.231
00/11-11-078-11W4/0,687.98,683.78,687.98,M,687.98
00/11-11-080-19W4/0,563.88,563.88,566.928,M,566.928
00/11-11-081-02W4/0,505.968,502.92,505.968,M,505.968
00/11-11-081-03W4/0,467.868,464.82,467.868,M,467.868
00/11-11-083-08W4/0,734.7,731.6,734.7,M,734.7
00/11-11-090-12W4/0,530,528.5,530,M,530
00/11-12-067-16W4/0,616.001,612.953,616.001,M,616.001
00/11-12-068-13W4/0,590.398,590.398,593.141,M,593.141
00/11-12-068-17W4/0,595.4,595.4,599.2,M,599.2
00/11-12-070-27W4/0,636.422,636.422,639.166,M,639.166
00/11-12-071-03W5/2,610.514,610.514,613.562,M,613.562
00/11-12-072-20W4/0,594.055,594.055,597.408,M,597.408
00/11-12-076-01W5/0,915.162,911.718,915.162,M,915.162
00/11-12-076-13W4/0,728.9,728.9,731.6,M,731.6
00/11-12-079-25W4/0,559.5,559.5,563,M,563
00/11-12-080-05W5/0,637.642,633.984,637.642,M,637.642
00/11-12-080-16W4/0,565,561.3,565,M,565
00/11-12-081-18W4/0,1804,1794,1804,F,549.8592
00/11-12-081-25W4/0,605.55,605.55,609.55,M,609.55
00/11-12-087-22W4/0,559.47,559.47,562.92,M,562.92
00/11-12-091-21W4/0,1660.43,1649.93,1660.43,F,506.099064
00/11-12-096-18W4/0,725.6,725.6,725.6,M,725.6
00/11-13-075-20W4/0,611.734,611.734,616.001,M,616.001
00/11-13-081-11W4/0,698,696,698,M,698
00/11-13-091-21W4/0,1693.64,1683.79,1693.64,F,516.221472
00/11-14-073-02W5/0,602,602,605.2,M,605.2
00/11-14-078-06W4/0,596.32,593.32,596.32,M,596.32
00/11-14-084-24W4/0,562.356,562.356,565.099,M,565.099
00/11-14-088-21W4/0,529.86,529.86,532.96,M,532.96
00/11-14-093-21W4/0,550.469,548.64,550.469,M,550.469
00/11-15-069-10W4/0,708.05,708.05,712.47,M,712.47
00/11-15-070-17W4/0,556.108,556.108,559.003,M,559.003
00/11-15-072-04W4/0,680.6,680.6,685.31,M,685.31
00/11-15-072-16W4/0,577.596,577.596,580.644,M,580.644
00/11-15-073-23W4/0,720.547,717.499,720.547,M,720.547
00/11-15-073-24W4/0,629.168,629.107,632.521,M,632.521
00/11-15-075-25W4/0,700.126,700.126,704.088,M,704.088
00/11-15-077-11W4/0,688.29,679.49,688.29,M,688.29
00/11-15-091-17W4/0,507.8,504,507.8,M,507.8
00/11-16-068-05W4/0,683.92,683.92,687.58,M,687.58
00/11-16-071-26W4/0,593.18,593.18,596.48,M,596.48
00/11-16-074-21W4/0,685.495,685.495,689.458,M,689.458
00/11-16-077-02W5/0,706.222,702.869,706.222,M,706.222
00/11-16-085-20W4/0,623.621,623.621,626.669,M,626.669
00/11-16-094-19W4/0,612.45,609,612.45,M,612.45
00/11-16-095-18W4/0,626.61,623.61,626.61,M,626.61
00/11-17-071-07W4/0,659.5,659.5,663.5,M,663.5
00/11-17-072-10W4/0,651.83,651.83,655.44,M,655.44
00/11-17-076-20W4/0,604.114,604.114,608.228,M,608.228
00/11-17-080-15W4/0,599.6,595.9,599.6,M,599.6
00/11-17-083-09W4/0,733.471,730.27,733.471,M,733.471
00/11-17-084-20W4/0,622.402,622.402,625.45,M,625.45
00/11-18-071-13W4/0,648.005,644.957,648.005,M,648.005
00/11-18-074-08W4/0,665.27,665.27,669.23,M,669.23
00/11-18-075-12W4/0,685.02,685.02,688.37,M,688.37
00/11-18-075-23W4/0,694.213,694.213,698.906,M,698.906
00/11-18-077-01W5/0,694.944,694.944,698.906,M,698.906
00/11-18-079-03W5/0,657.454,654,657.454,M,657.454
00/11-18-079-12W4/0,711.3,707.3,711.3,M,711.3
00/11-18-085-16W4/0,515.3,510,515.3,M,515.3
00/11-18-088-02W5/0,738.896,738.896,742.493,M,742.493
00/11-18-090-22W4/0,513.9,510,513.9,M,513.9
00/11-19-068-06W4/0,672.6,668.73,672,M,672
00/11-19-071-18W4/0,573,573,575,M,575
00/11-19-073-16W4/0,574.639,574.639,577.596,M,577.596
00/11-19-075-01W5/0,840.791,840.791,845.515,M,845.515
00/11-19-083-17W4/0,545.33,542.3,545.33,M,545.33
00/11-19-085-22W4/0,559.399,559.399,562.356,M,562.356
00/11-20-071-02W5/0,595.7,595.7,598.7,M,598.7
00/11-20-074-23W4/0,690.524,690.524,694.03,M,694.03
00/11-20-075-22W4/0,651.51,651.51,654.558,M,654.558
00/11-20-083-14W4/0,554.736,551.078,554.736,M,554.736
00/11-20-084-04W4/0,466,463,466,M,466
00/11-21-069-13W4/0,568.76,568.76,571.5,M,571.5
00/11-21-069-17W4/0,556.93,556.93,560.03,M,560.03
00/11-21-070-12W4/0,576.682,576.682,580.339,M,580.339
00/11-21-071-24W4/0,642.671,642.671,646.633,M,646.633
