API Number,Operator,Well Name,Well Number,Northing,Easting,Well Status,Class,Total Depth,Datum Elevation,Datum Type,State,County,Country,Field,Basin,Lease Name,Ground Elevation,Plugback Depth,Spud Date,Completion Date,Common Well Name,Legal Survey Type,Location
490251129000,U.S. DOE,NPR-3,58-42-SX-3,956693.2,801679,PA,O,480,5197,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5192,437,10/13/1989,,58-42-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251129100,U.S. DOE,NPR-3,76-41-SX-3,958133.3,803041.1,PA,O,565,5151,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5146,511,10/25/1989,10/25/1989,76-41-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251129200,U.S. DOE,NPR-3,76-46-SX-3,957582,803080.6,PA,O,572,5163,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5158,509,11/3/1989,,76-46-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251129300,U.S. DOE,NPR-3,76-65-SX-3,957724.3,803219.7,PA,O,443,5170,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5160,,10/25/1989,,76-65-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251129400,U.S. DOE,NPR-3,77-32-SX-3,957383.4,802974.2,PR,O,580,5165,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5160,517,11/2/1989,,77-32-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251129500,U.S. DOE,NPR-3,85-24-SX-3,958468,803413.7,PR,O,572,5133,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5128,504,10/17/1989,10/18/1989,85-24-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251129600,U.S. DOE,NPR-3,85-55-SX-3,958375.7,803765.3,PR,O,601,5152,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5147,550,10/18/1989,,85-55-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251129700,U.S. DOE,NPR-3,86-23-SX-3,957896.6,803422.8,PA,,620,5167,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5162,558,10/31/1989,,86-23-SX-3,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 3  
490251129800,U.S. DOE,NPR-3,86-31-SX-3,958132.1,803619,PA,O,620,5165,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5160,557,10/30/1989,,86-31-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251129900,U.S. DOE,NPR-3,87-61-SX-34,962638.5,803881.2,PR,O,2404,5108,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5098,,8/10/1989,,87-61-SX-34,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 34
490251130000,U.S. DOE,NPR-3,67-61-SX-3,957431.9,802563.3,PA,,477,5171,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5161,410,9/16/1990,,67-61-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251130100,U.S. DOE,NPR-3,67-62-SX-3,957411.6,802566.1,PA,,476,5171,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5161,374,9/17/1990,,67-62-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251130200,U.S. DOE,NPR-3,76-25-SX-3,957649.2,802836,PA,,510,5163,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5153,,9/15/1990,,76-25-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251130300,U.S. DOE,NPR-3,76-26-SX-3,957631.4,802827.5,PA,,530,5163,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5153,,9/14/1990,,76-26-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251130400,U.S. DOE,NPR-3,76-53-SX-3,957965.3,803185,PA,,478,5158,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5148,,9/20/1990,,76-53-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251130500,U.S. DOE,NPR-3,76-53-1-SX-3,957979.8,803169.1,PA,,535,5158,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5148,,9/19/1990,,76-53-1-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251130600,U.S. DOE,NPR-3,85-25-SX-3,958247.1,803534.3,PA,,555,5154,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5144,,9/23/1990,,85-25-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251130700,U.S. DOE,NPR-3,85-35-SX-3,958263.8,803548.5,PA,,564,5153,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5143,,9/24/1990,,85-35-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251130800,U.S. DOE,NPR-3,86-11-1-SX-3,958029.6,803355.2,PA,,540,5154,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5144,,9/21/1990,,86-11-1-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251130900,U.S. DOE,NPR-3,86-11-SX-3,958045.6,803337.3,PA,,540,5155,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5145,,9/22/1990,,86-11-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251131000,U.S. DOE,NPR-3,32-StX-23,945122,805810.1,PR,O,,5274,GR,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,,,7/26/1989,,32-STX-23,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 23
490251131100,U.S. DOE,NPR-3,21-ShX-23,945516.4,805015.8,SI,O,2694,5253,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5243,2694,8/14/1989,8/15/1989,21-SHX-23,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 23
490251131200,Mammoth Production,NPR-3,102-A-29,970608.1,790989,PA,,,5005,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5005,,3/22/1923,,102-A-29,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 29 
490251131300,Mammoth Production,NPR-3,104-A-29,969241.9,790999,PA,,2893,4982.9,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,,,4/17/1923,8/3/1923,104-A-29,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 29
490251131400,Mammoth Production,NPR-3,105-A-29,969237.4,791654.8,PA,,2864,4985.27,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,,,5/5/1923,4/6/1905,105-A-29,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 29
490251131500,U.S. DOE,NPR-3,44-64-SX-10,953802.8,801415.7,PR,O,500,5237,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5232,,9/30/1990,,44-64-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251131600,U.S. DOE,NPR-3,54-43-SX-10,953939.9,801801.7,PA,O,480,5203,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5193,,9/13/1990,,54-43-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251131700,U.S. DOE,NPR-3,54-52-SX-10,954042,801897.2,PA,O,460,5200,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5190,,9/27/1990,,54-52-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251131800,U.S. DOE,NPR-3,55-11-SX-10,953467.7,801467.4,PR,O,490,5226,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5216,,9/29/1990,,55-11-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251131900,U.S. DOE,NPR-3,55-41-SX-10,953502,801856.4,PA,O,470,5197,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5187,,9/28/1990,,55-41-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251132000,U.S. DOE,NPR-3,63-1-SX-10,954381,802419.5,PR,O,478,5192,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5182,,10/1/1990,,63-1-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251132100,U.S. DOE,NPR-3,63-64-SX-10,954454.1,802693.8,PR,O,465,5188,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5178,,9/25/1990,,63-64-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251132200,U.S. DOE,NPR-3,64-25-SX-10,953684,802166.5,PA,O,473,5200,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5190,,9/26/1990,,64-25-SX-10,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 10 
490251132300,U.S. DOE,NPR-3,64-63-SX-10,953942.4,802594,PR,O,466,5194,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5184,,9/12/1990,,64-63-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251132400,U.S. DOE,NPR-3,73-45-SX-10,954363,803110.7,PR,O,469,5185,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5175,,9/8/1990,,73-45-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251132500,U.S. DOE,NPR-3,74-32-SX-10,954101.9,802909.5,PA,O,480,5190,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5180,,9/5/1990,,74-32-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251132600,U.S. DOE,NPR-3,74-51-SX-10,954187.6,803130.3,PA,O,496,5187,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5177,,9/7/1990,,74-51-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251132700,U.S. DOE,NPR-3,57-2-SX-3,956936.8,801868.8,PA,O,485,5194,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5148,420,10/4/1990,,57-2-SX-3,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 3  
490251132900,U.S. DOE,NPR-3,67-1-SX-3,957009.7,802386.4,PA,O,484,5184,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5174,,10/12/1990,,67-1-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251133000,U.S. DOE,NPR-3,57-1-SX-3,957093.6,801670.6,PA,O,480,5181.6,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5171.6,427,10/8/1990,,57-1-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251133100,U.S. DOE,NPR-3,73-3-SX-10,954302.7,802892.8,PA,I,470,5183,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5178,,5/7/1991,,73-3-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251133200,U.S. DOE,NPR-3,54-1-SX-10,953655.1,801579.3,PA,,461,5204,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5199,,4/22/1991,,54-1-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251133300,U.S. DOE,NPR-3,54-2-SX-10,953711.2,801519.5,PA,,460,5204,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5199,,4/23/1991,,54-2-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
